"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Hostetler",32,"8",15,"236 for 419, 3,242 yards, 14 td, 10 int, & 55 rushes for 202 yards and 5 td","New York Giants / 3rd / 59th pick / 1984"
"3","RB","Greg Robinson",24,"Rook",12,"156 rushes for 591 yards, 1 td, & 15 catches for 142 yards and 0 td","Los Angeles Raiders / 8th / 208th pick / 1993"
"4","FB","Steve Smith",29,"6",13,"47 rushes for 156 yards, 0 td, & 18 catches for 187 yards and 0 td","Los Angeles Raiders / 3rd / 81st pick / 1987"
"5","WR","Tim Brown*",27,"5",16,"80 catches for 1,180 yards, 7 td, & 2 rushes for 7 yards and 0 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"6","WR","Alexander Wright",26,"3",15,"27 catches for 462 yards, 4 td","Dallas Cowboys / 2nd / 26th pick / 1990"
"7","TE","Ethan Horton",31,"8",16,"43 catches for 467 yards, 1 td","Kansas City Chiefs / 1st / 15th pick / 1985"
"8","LT","Gerald Perry",29,"5",15,"1 fumble recovered","Denver Broncos / 2nd / 45th pick / 1988"
"9","LG","Steve Wisniewski*",26,"4",16,"","Dallas Cowboys / 2nd / 29th pick / 1989"
"10","C","Don Mosebar",32,"10",16,"","Los Angeles Raiders / 1st / 26th pick / 1983"
"11","RG","Max Montoya*",37,"14",16,"","Cincinnati Bengals / 7th / 168th pick / 1979"
"12","RT","Bruce Wilkerson",29,"6",14,"1 fumble recovered","Los Angeles Raiders / 2nd / 52nd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Howie Long*",33,"12",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Oakland Raiders / 2nd / 48th pick / 1981"
"15","LDT","Chester McGlockton",24,"1",16,"7.0 sacks, 1 interception, 1 fumble recovered","Los Angeles Raiders / 1st / 16th pick / 1992"
"16","RDT","Nolan Harrison",24,"2",14,"3.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Raiders / 6th / 146th pick / 1991"
"17","RDE","Greg Townsend",32,"10",16,"7.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Raiders / 4th / 110th pick / 1983"
"18","LLB","Aaron Wallace",26,"3",14,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Los Angeles Raiders / 2nd / 37th pick / 1990"
"19","MLB","Joe Kelly",29,"7",14,"1.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 11th pick / 1986"
"20","RLB","Winston Moss",28,"6",16,"","Tampa Bay Buccaneers / 2nd / 50th pick / 1987"
"21","LCB","Terry McDaniel*",28,"5",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Los Angeles Raiders / 1st / 9th pick / 1988"
"22","RCB","Lionel Washington",33,"10",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","St. Louis Cardinals / 4th / 103rd pick / 1983"
"23","SS","Derrick Hoskins",23,"1",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Raiders / 5th / 128th pick / 1992"
"24","FS","Eddie Anderson",30,"7",16,"1.0 sacks, 2 interceptions, 1 fumble recovered","Seattle Seahawks / 6th / 153rd pick / 1986"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jeff Jaeger",29,"6",0,"35 of 44 field goals & 27 of 29 extra points","Cleveland Browns / 3rd / 82nd pick / 1987"
"27","P","Jeff Gossett",36,"12",0,"71 punts for a 41.8 average, 0 blocked",""
"28","PR","Tim Brown*",27,"5",16,"40 punt returns for a 11.6 average and 1 td","Los Angeles Raiders / 1st / 6th pick / 1988"
"29","KR","Rocket Ismail",24,"Rook",0,"25 kick returns for a 24.2 average and 0 td","Los Angeles Raiders / 4th / 100th pick / 1991"
