"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Blake",24,"2",9,"156 for 306, 2,154 yards, 14 td, 9 int, & 37 rushes for 204 yards and 1 td","New York Jets / 6th / 166th pick / 1992"
"3","RB","Harold Green",26,"4",11,"76 rushes for 223 yards, 1 td, & 27 catches for 267 yards and 1 td","Cincinnati Bengals / 2nd / 38th pick / 1990"
"4","FB","Derrick Fenner",27,"5",13,"141 rushes for 468 yards, 1 td, & 36 catches for 276 yards and 1 td","Seattle Seahawks / 10th / 268th pick / 1989"
"5","WR","Carl Pickens",24,"2",15,"71 catches for 1,127 yards, 11 td","Cincinnati Bengals / 2nd / 31st pick / 1992"
"6","WR","Darnay Scott",22,"Rook",12,"46 catches for 866 yards, 5 td, & 10 rushes for 106 yards and 0 td","Cincinnati Bengals / 2nd / 30th pick / 1994"
"7","TE","Tony McGee",23,"1",16,"40 catches for 492 yards, 1 td","Cincinnati Bengals / 2nd / 37th pick / 1993"
"8","LT","Kevin Sargent",25,"2",15,"",""
"9","LG","Dave Cadigan",29,"6",13,"","New York Jets / 1st / 8th pick / 1988"
"10","C","Darrick Brilz",30,"7",15,"1 fumble recovered",""
"11","RG","Ken Moyer",28,"5",14,"",""
"12","RT","Bruce Kozerski",32,"10",16,"","Cincinnati Bengals / 9th / 231st pick / 1984"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","John Copeland",24,"1",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 5th pick / 1993"
"15","LDT","Keith Rucker",26,"2",14,"2.0 sacks, 0 interceptions, 0 fumbles recovered",""
"16","RDT","Dan Wilkinson",21,"Rook",14,"5.5 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 1st pick / 1994"
"17","RDE","Alfred Williams",26,"3",16,"9.5 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 18th pick / 1991"
"18","LLB","James Francis",26,"4",16,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 12th pick / 1990"
"19","MLB","Steve Tovar",24,"1",16,"3.0 sacks, 1 interception, 2 fumbles recovered","Cincinnati Bengals / 3rd / 59th pick / 1993"
"20","RLB","Ricardo McDonald",25,"2",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 4th / 88th pick / 1992"
"21","LCB","Michael Brim",28,"6",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Phoenix Cardinals / 4th / 95th pick / 1988"
"22","RCB","Rod Jones",30,"8",16,"","Tampa Bay Buccaneers / 1st / 25th pick / 1986"
"23","SS","Louis Oliver",28,"5",12,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Miami Dolphins / 1st / 25th pick / 1989"
"24","FS","Darryl Williams",24,"2",16,"1.0 sacks, 2 interceptions, 2 fumbles recovered","Cincinnati Bengals / 1st / 28th pick / 1992"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Doug Pelfrey",24,"1",0,"28 of 33 field goals & 24 of 25 extra points","Cincinnati Bengals / 8th / 202nd pick / 1993"
"27","P","Lee Johnson",33,"9",0,"79 punts for a 43.8 average, 1 blocked","Houston Oilers / 5th / 138th pick / 1985"
"28","PR","Corey Sawyer",23,"Rook",0,"26 punt returns for a 11.8 average and 1 td","Cincinnati Bengals / 4th / 104th pick / 1994"
"29","KR","Eric Ball",28,"5",0,"42 kick returns for a 21.8 average and 0 td","Cincinnati Bengals / 2nd / 35th pick / 1989"
