"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Beuerlein",28,"5",14,"258 for 418, 3,164 yards, 18 td, 17 int, & 22 rushes for 45 yards and 0 td","Los Angeles Raiders / 4th / 110th pick / 1987"
"3","RB","Ronald Moore",23,"Rook",11,"263 rushes for 1,018 yards, 9 td, & 3 catches for 16 yards and 0 td","Phoenix Cardinals / 4th / 87th pick / 1993"
"4","FB","Larry Centers",25,"3",9,"25 rushes for 152 yards, 0 td, & 66 catches for 603 yards and 3 td","Phoenix Cardinals / 5th / 115th pick / 1990"
"5","WR","Gary Clark",31,"8",10,"63 catches for 818 yards, 4 td","Washington Redskins / 2nd / 55th pick / 1984 Supp"
"6","WR","Ricky Proehl",25,"3",16,"65 catches for 877 yards, 7 td, & 8 rushes for 47 yards and 0 td","Phoenix Cardinals / 3rd / 58th pick / 1990"
"7","TE","Walter Reeves",28,"4",15,"9 catches for 67 yards, 1 td","Phoenix Cardinals / 2nd / 40th pick / 1989"
"8","LT","Luis Sharpe",33,"11",16,"","St. Louis Cardinals / 1st / 16th pick / 1982"
"9","LG","Mark May",34,"12",11,"1 fumble recovered","Washington Redskins / 1st / 20th pick / 1981"
"10","C","Ed Cunningham",24,"1",15,"","Phoenix Cardinals / 3rd / 61st pick / 1992"
"11","RG","Lance Smith",30,"8",16,"2 fumbles recovered","St. Louis Cardinals / 3rd / 72nd pick / 1985"
"12","RT","Rick Cunningham",26,"3",16,"1 fumble recovered","Indianapolis Colts / 4th / 106th pick / 1990"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Michael Bankston",23,"1",12,"3.0 sacks, 0 interceptions, 5 fumbles recovered","Phoenix Cardinals / 4th / 100th pick / 1992"
"15","LDT","Eric Swann",23,"2",9,"3.5 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 1st / 6th pick / 1991"
"16","RDT","Keith Rucker",25,"1",15,"0.0 sacks, 0 interceptions, 1 fumble recovered",""
"17","RDE","Reuben Davis",28,"5",15,"1.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 9th / 225th pick / 1988"
"18","LLB","Eric Hill",27,"4",12,"1.0 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 1st / 10th pick / 1989"
"19","RLB","Tyronne Stowe",28,"6",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered",""
"20","LCB","Aeneas Williams",25,"2",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered","Phoenix Cardinals / 3rd / 59th pick / 1991"
"21","CB","Lorenzo Lynch",30,"6",15,"1.0 sacks, 3 interceptions, 3 fumbles recovered",""
"22","RCB","Robert Massey",26,"4",10,"0.0 sacks, 0 interceptions, 2 fumbles recovered","New Orleans Saints / 2nd / 46th pick / 1989"
"23","SS","John Booty",28,"5",12,"3.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 10th / 257th pick / 1988"
"24","FS","Mike Zordich",30,"6",9,"0.0 sacks, 1 interception, 0 fumbles recovered","San Diego Chargers / 9th / 235th pick / 1986"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Greg Davis",28,"6",0,"21 of 28 field goals & 37 of 37 extra points","Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"27","P","Rich Camarillo*",34,"12",0,"73 punts for a 43.7 average, 0 blocked",""
"28","PR","Johnny Bailey",26,"3",0,"35 punt returns for a 8.1 average and 1 td","Chicago Bears / 9th / 228th pick / 1990"
"29","KR","Johnny Bailey",26,"3",0,"31 kick returns for a 22.5 average and 0 td","Chicago Bears / 9th / 228th pick / 1990"
