"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve McNair*",32,"10",14,"292 for 476, 3,161 yards, 16 td, 11 int, & 32 rushes for 139 yards and 1 td","Houston Oilers / 1st / 3rd pick / 1995"
"3","RB","Chris Brown",24,"2",14,"224 rushes for 851 yards, 5 td, & 25 catches for 327 yards and 2 td","Tennessee Titans / 3rd / 93rd pick / 2003"
"4","WR","Drew Bennett",27,"4",10,"58 catches for 738 yards, 4 td, & 1 rush for 3 yards and 0 td",""
"5","WR","Brandon Jones",23,"Rook",8,"23 catches for 299 yards, 2 td, & 1 rush for 1 yards and 0 td","Tennessee Titans / 3rd / 96th pick / 2005"
"6","TE","Erron Kinney",28,"5",14,"55 catches for 543 yards, 2 td","Tennessee Titans / 3rd / 68th pick / 2000"
"7","TE","Ben Troupe",23,"1",11,"55 catches for 530 yards, 4 td","Tennessee Titans / 2nd / 40th pick / 2004"
"8","LT","Brad Hopkins",35,"12",15,"1 fumble recovered","Houston Oilers / 1st / 13th pick / 1993"
"9","LG","Zach Piller",29,"6",16,"","Tennessee Titans / 3rd / 81st pick / 1999"
"10","C","Justin Hartwig",27,"3",16,"","Tennessee Titans / 6th / 187th pick / 2002"
"11","RG","Benji Olson",30,"7",16,"1 fumble recovered","Tennessee Oilers / 5th / 139th pick / 1998"
"12","RT","Michael Roos",23,"Rook",16,"","Tennessee Titans / 2nd / 41st pick / 2005"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Antwan Odom",24,"1",9,"","Tennessee Titans / 2nd / 57th pick / 2004"
"15","DE","Kyle Vanden Bosch*",27,"4",16,"","Arizona Cardinals / 2nd / 34th pick / 2001"
"16","LDT","Randy Starks",22,"1",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Titans / 3rd / 71st pick / 2004"
"17","RDT","Albert Haynesworth",24,"3",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Titans / 1st / 15th pick / 2002"
"18","MLB","Brad Kassell",25,"3",14,"0.0 sacks, 1 interception, 3 fumbles recovered",""
"19","LB","Keith Bulluck",28,"5",16,"","Tennessee Titans / 1st / 30th pick / 2000"
"20","LB","Peter Sirmon",28,"5",13,"","Tennessee Titans / 4th / 128th pick / 2000"
"21","LCB","Reynaldo Hill",23,"Rook",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Tennessee Titans / 7th / 218th pick / 2005"
"22","RCB","Adam Jones",22,"Rook",13,"0.0 sacks, 0 interceptions, 1 fumble recovered","Tennessee Titans / 1st / 6th pick / 2005"
"23","SS","Tank Williams",25,"3",16,"0.0 sacks, 1 interception, 1 fumble recovered","Tennessee Titans / 2nd / 45th pick / 2002"
"24","FS","Lamont Thompson",27,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Cincinnati Bengals / 2nd / 41st pick / 2002"
