"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Doug Flutie*",36,"12",10,"202 for 354, 2,711 yards, 20 td, 11 int, & 48 rushes for 248 yards and 1 td","Los Angeles Rams / 11th / 285th pick / 1985"
"3","RB","Antowain Smith",26,"1",14,"300 rushes for 1,124 yards, 8 td, & 5 catches for 11 yards and 0 td","Buffalo Bills / 1st / 23rd pick / 1997"
"4","FB","Sam Gash*",29,"6",13,"11 rushes for 32 yards, 0 td, & 19 catches for 165 yards and 3 td","New England Patriots / 8th / 205th pick / 1992"
"5","WR","Eric Moulds*",25,"2",15,"67 catches for 1,368 yards, 9 td","Buffalo Bills / 1st / 24th pick / 1996"
"6","WR","Andre Reed",34,"13",13,"63 catches for 795 yards, 5 td","Buffalo Bills / 4th / 86th pick / 1985"
"7","TE","Lonnie Johnson",27,"4",16,"14 catches for 146 yards, 2 td","Buffalo Bills / 2nd / 61st pick / 1994"
"8","LT","John Fina",29,"6",14,"","Buffalo Bills / 1st / 27th pick / 1992"
"9","LG","Ruben Brown*",26,"3",13,"","Buffalo Bills / 1st / 14th pick / 1995"
"10","C","Dusty Zeigler",25,"2",16,"","Buffalo Bills / 6th / 202nd pick / 1996"
"11","RG","Joe Panos",27,"4",16,"","Philadelphia Eagles / 3rd / 77th pick / 1994"
"12","RT","Jerry Ostroski",28,"4",16,"","Kansas City Chiefs / 10th / 271st pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Phil Hansen",30,"7",15,"7.5 sacks, 0 interceptions, 3 fumbles recovered","Buffalo Bills / 2nd / 54th pick / 1991"
"15","NT","Ted Washington*",30,"7",16,"4.5 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 1st / 25th pick / 1991"
"16","RDE","Bruce Smith*",35,"13",15,"10.0 sacks, 0 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 1st pick / 1985"
"17","LOLB","Sam Rogers",28,"4",15,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 64th pick / 1994"
"18","LILB","John Holecek",26,"3",13,"","Buffalo Bills / 5th / 144th pick / 1995"
"19","RILB","Sam Cowart",23,"Rook",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 39th pick / 1998"
"20","ROLB","Gabe Northern",24,"2",16,"2.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 2nd / 53rd pick / 1996"
"21","LCB","Ken Irvin",26,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 4th / 109th pick / 1995"
"22","RCB","Thomas Smith",28,"5",14,"0.0 sacks, 1 interception, 1 fumble recovered","Buffalo Bills / 1st / 28th pick / 1993"
"23","SS","Henry Jones",31,"7",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 26th pick / 1991"
"24","FS","Kurt Schulz",30,"6",12,"0.0 sacks, 6 interceptions, 1 fumble recovered","Buffalo Bills / 7th / 195th pick / 1992"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve Christie",31,"8",0,"33 of 41 field goals & 41 of 41 extra points",""
"27","P","Chris Mohr",32,"9",0,"69 punts for a 41.8 average, 0 blocked","Tampa Bay Buccaneers / 6th / 146th pick / 1989"
"28","PR","Kevin Williams",27,"5",0,"37 punt returns for a 10.0 average and 0 td","Dallas Cowboys / 2nd / 46th pick / 1993"
"29","KR","Kevin Williams",27,"5",0,"47 kick returns for a 22.5 average and 0 td","Dallas Cowboys / 2nd / 46th pick / 1993"
