"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Danny White",33,"9",14,"267 for 450, 3,157 yards, 21 td, 17 int, & 22 rushes for 44 yards and 1 td","Dallas Cowboys / 3rd / 53rd pick / 1974"
"3","RB","Tony Dorsett",31,"8",16,"305 rushes for 1,307 yards, 7 td, & 46 catches for 449 yards and 3 td","Dallas Cowboys / 1st / 2nd pick / 1977"
"4","FB","Timmy Newsome",27,"5",14,"88 rushes for 252 yards, 2 td, & 46 catches for 361 yards and 1 td","Dallas Cowboys / 6th / 162nd pick / 1980"
"5","WR","Tony Hill*",29,"8",14,"74 catches for 1,113 yards, 7 td, & 1 rush for -6 yards and 0 td","Dallas Cowboys / 3rd / 62nd pick / 1977"
"6","WR","Mike Renfro",30,"7",16,"60 catches for 955 yards, 8 td","Houston Oilers / 4th / 98th pick / 1978"
"7","TE","Doug Cosbie*",29,"6",16,"64 catches for 793 yards, 6 td","Dallas Cowboys / 3rd / 76th pick / 1979"
"8","LT","Phil Pozderac",26,"3",9,"","Dallas Cowboys / 5th / 137th pick / 1982"
"9","LG","Glen Titensor",27,"4",16,"","Dallas Cowboys / 3rd / 81st pick / 1981"
"10","C","Tom Rafferty",31,"9",16,"2 fumbles recovered","Dallas Cowboys / 4th / 119th pick / 1976"
"11","RG","Kurt Petersen",28,"5",16,"1 fumble recovered","Dallas Cowboys / 4th / 105th pick / 1980"
"12","RT","Jim Cooper",30,"8",15,"","Dallas Cowboys / 6th / 164th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Too Tall Jones",34,"11",16,"13.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 1st pick / 1974"
"15","LDT","John Dutton",34,"11",15,"4.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Colts / 1st / 5th pick / 1974"
"16","RDT","Randy White*+",32,"10",16,"10.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 2nd pick / 1975"
"17","RDE","Jim Jeffcoat",24,"2",16,"12.0 sacks, 1 interception, 2 fumbles recovered","Dallas Cowboys / 1st / 23rd pick / 1983"
"18","LLB","Mike Hegman",32,"9",15,"5.5 sacks, 1 interception, 1 fumble recovered","Dallas Cowboys / 7th / 173rd pick / 1975"
"19","MLB","Eugene Lockhart",24,"1",15,"3.5 sacks, 1 interception, 4 fumbles recovered","Dallas Cowboys / 6th / 152nd pick / 1984"
"20","RLB","Jeff Rohrer",27,"3",12,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 2nd / 53rd pick / 1982"
"21","LCB","Everson Walls*",26,"4",16,"0.0 sacks, 9 interceptions, 1 fumble recovered",""
"22","RCB","Ron Fellows",27,"4",11,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Dallas Cowboys / 7th / 173rd pick / 1981"
"23","SS","Dextor Clinkscale",27,"5",16,"2.0 sacks, 3 interceptions, 2 fumbles recovered",""
"24","FS","Michael Downs",26,"4",16,"0.5 sacks, 3 interceptions, 3 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rafael Septien",32,"8",0,"19 of 28 field goals & 42 of 43 extra points","New Orleans Saints / 10th / 258th pick / 1977"
"27","P","Mike Saxon",23,"Rook",0,"81 punts for a 41.9 average, 1 blocked","Detroit Lions / 11th / 300th pick / 1984"
"28","PR","Bill Bates",24,"2",2,"22 punt returns for a 6.9 average and 0 td",""
"29","KR","Robert Lavette",22,"Rook",0,"34 kick returns for a 20.1 average and 0 td","Dallas Cowboys / 4th / 103rd pick / 1985"
