"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Bobby Hebert*",33,"8",12,"263 for 430, 2,978 yards, 24 td, 17 int, & 24 rushes for 49 yards and 0 td",""
"3","RB","Erric Pegram",24,"2",14,"292 rushes for 1,185 yards, 3 td, & 33 catches for 302 yards and 0 td","Atlanta Falcons / 6th / 145th pick / 1991"
"4","WR","Michael Haynes",28,"5",16,"72 catches for 778 yards, 4 td","Atlanta Falcons / 7th / 166th pick / 1988"
"5","WR","Mike Pritchard",24,"2",14,"74 catches for 736 yards, 7 td, & 2 rushes for 4 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1991"
"6","WR","Andre Rison*",26,"4",16,"86 catches for 1,242 yards, 15 td","Indianapolis Colts / 1st / 22nd pick / 1989"
"7","TE","Mitch Lyons",23,"Rook",8,"8 catches for 63 yards, 0 td","Atlanta Falcons / 6th / 151st pick / 1993"
"8","LT","Mike Kenn",37,"15",16,"","Atlanta Falcons / 1st / 13th pick / 1978"
"9","LG","Lincoln Kennedy",22,"Rook",16,"1 fumble recovered","Atlanta Falcons / 1st / 9th pick / 1993"
"10","C","Jamie Dukes",29,"7",16,"1 fumble recovered",""
"11","RG","Chris Hinton+",32,"10",16,"","Denver Broncos / 1st / 4th pick / 1983"
"12","RT","Bob Whitfield",22,"1",16,"2 fumbles recovered","Atlanta Falcons / 1st / 8th pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Gann",30,"8",8,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 45th pick / 1985"
"15","LDT","Pierce Holt",31,"5",15,"6.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 2nd / 39th pick / 1988"
"16","RDT","Moe Gardner",25,"2",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 4th / 87th pick / 1991"
"17","RDE","Lester Archambeau",26,"3",11,"","Green Bay Packers / 7th / 186th pick / 1990"
"18","LLB","Jesse Solomon",30,"7",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 12th / 318th pick / 1986"
"19","MLB","Jessie Tuggle",28,"6",16,"2.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","RLB","Darion Conner",26,"3",10,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 27th pick / 1990"
"21","LCB","Darnell Walker",23,"Rook",8,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Atlanta Falcons / 7th / 178th pick / 1993"
"22","RCB","Deion Sanders*+",26,"4",10,"0.0 sacks, 7 interceptions, 0 fumbles recovered","Atlanta Falcons / 1st / 5th pick / 1989"
"23","SS","Roger Harper",23,"Rook",12,"0.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 2nd / 38th pick / 1993"
"24","FS","Scott Case",31,"9",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 32nd pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Norm Johnson*",33,"11",0,"26 of 27 field goals & 34 of 34 extra points",""
"27","P","Harold Alexander",23,"Rook",0,"72 punts for a 43.2 average, 0 blocked","Atlanta Falcons / 3rd / 67th pick / 1993"
"28","PR","Tony Smith",23,"1",0,"32 punt returns for a 8.0 average and 0 td","Atlanta Falcons / 1st / 19th pick / 1992"
"29","KR","Tony Smith",23,"1",0,"38 kick returns for a 24.9 average and 1 td","Atlanta Falcons / 1st / 19th pick / 1992"
