"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Young*+",31,"7",16,"268 for 402, 3,465 yards, 25 td, 7 int, & 76 rushes for 537 yards and 4 td","Tampa Bay Buccaneers / 1st / 1st pick / 1984 Supp"
"3","RB","Ricky Watters*",23,"Rook",13,"206 rushes for 1,013 yards, 9 td, & 43 catches for 405 yards and 2 td","San Francisco 49ers / 2nd / 45th pick / 1991"
"4","FB","Tom Rathman",30,"6",15,"57 rushes for 194 yards, 5 td, & 44 catches for 343 yards and 4 td","San Francisco 49ers / 3rd / 56th pick / 1986"
"5","WR","Jerry Rice*+",30,"7",16,"84 catches for 1,201 yards, 10 td, & 9 rushes for 58 yards and 1 td","San Francisco 49ers / 1st / 16th pick / 1985"
"6","WR","John Taylor",30,"5",8,"25 catches for 428 yards, 3 td, & 1 rush for 10 yards and 0 td","San Francisco 49ers / 3rd / 76th pick / 1986"
"7","TE","Brent Jones*",29,"5",15,"45 catches for 628 yards, 4 td","Pittsburgh Steelers / 5th / 135th pick / 1986"
"8","LT","Steve Wallace*",28,"6",16,"1 fumble recovered","San Francisco 49ers / 4th / 101st pick / 1986"
"9","LG","Guy McIntyre*",31,"8",16,"1 fumble recovered","San Francisco 49ers / 3rd / 73rd pick / 1984"
"10","C","Jesse Sapolu",31,"9",16,"","San Francisco 49ers / 11th / 289th pick / 1983"
"11","RG","Roy Foster",32,"10",16,"","Miami Dolphins / 1st / 24th pick / 1982"
"12","RT","Harris Barton+",28,"5",13,"","San Francisco 49ers / 1st / 22nd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Pierce Holt*",30,"4",16,"5.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 2nd / 39th pick / 1988"
"15","NT","Michael Carter",32,"8",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 5th / 121st pick / 1984"
"16","RDE","Kevin Fagan",29,"5",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 4th / 102nd pick / 1986"
"17","LOLB","Tim Harris",28,"6",14,"17.0 sacks, 0 interceptions, 1 fumble recovered","Green Bay Packers / 4th / 84th pick / 1986"
"18","LILB","Keith DeLong",25,"3",9,"0.0 sacks, 1 interception, 1 fumble recovered","San Francisco 49ers / 1st / 28th pick / 1989"
"19","RILB","Mike Walter",32,"9",13,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 2nd / 50th pick / 1983"
"20","ROLB","Bill Romanowski",26,"4",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 3rd / 80th pick / 1988"
"21","LCB","Eric Davis",24,"2",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Don Griffin",28,"6",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","San Francisco 49ers / 6th / 162nd pick / 1986"
"23","SS","Dave Whitmore",25,"2",12,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 4th / 107th pick / 1990"
"24","FS","Dana Hall",23,"Rook",15,"1.0 sacks, 2 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 18th pick / 1992"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Cofer",28,"5",0,"18 of 27 field goals & 53 of 54 extra points",""
"27","P","Klaus Wilmsmeyer",25,"Rook",0,"49 punts for a 39.1 average, 0 blocked","Tampa Bay Buccaneers / 12th / 311th pick / 1992"
"28","PR","Alan Grant",26,"2",0,"29 punt returns for a 8.6 average and 0 td","Indianapolis Colts / 4th / 103rd pick / 1990"
"29","KR","Marc Logan",27,"5",1,"22 kick returns for a 21.7 average and 0 td","Cincinnati Bengals / 5th / 130th pick / 1987"
