"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Vince Evans",26,"4",16,"195 for 436, 2,354 yards, 11 td, 20 int, & 43 rushes for 218 yards and 3 td","Chicago Bears / 6th / 140th pick / 1977"
"3","RB","Walter Payton",27,"6",16,"339 rushes for 1,222 yards, 6 td, & 41 catches for 379 yards and 2 td","Chicago Bears / 1st / 4th pick / 1975"
"4","FB","Matt Suhey",23,"1",14,"150 rushes for 521 yards, 3 td, & 33 catches for 168 yards and 0 td","Chicago Bears / 2nd / 46th pick / 1980"
"5","WR","Brian Baschnagel",27,"5",15,"34 catches for 554 yards, 3 td, & 1 rush for 10 yards and 0 td","Chicago Bears / 3rd / 66th pick / 1976"
"6","WR","Rickey Watts",24,"2",9,"27 catches for 465 yards, 3 td","Chicago Bears / 2nd / 39th pick / 1979"
"7","TE","Robin Earl",26,"4",15,"10 catches for 118 yards, 1 td","Chicago Bears / 3rd / 61st pick / 1977"
"8","LT","Ted Albrecht",27,"4",16,"","Chicago Bears / 1st / 15th pick / 1977"
"9","LG","Noah Jackson",30,"6",16,"","Baltimore Colts / 7th / 161st pick / 1974"
"10","C","Dan Neal",32,"8",16,"","Baltimore Colts / 11th / 270th pick / 1973"
"11","RG","Emanuel Zanders",30,"7",12,"1 fumble recovered",""
"12","RT","Keith Van Horne",24,"Rook",12,"1 fumble recovered","Chicago Bears / 1st / 11th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dan Hampton",24,"2",16,"","Chicago Bears / 1st / 4th pick / 1979"
"15","LDT","Jim Osborne",32,"9",16,"0 interceptions, 2 fumbles recovered","Chicago Bears / 7th / 182nd pick / 1972"
"16","RDT","Alan Page",36,"14",16,"0 interceptions, 1 fumble recovered","Minnesota Vikings / 1st / 15th pick / 1967"
"17","RDE","Al Harris",25,"2",11,"1 interception, 3 fumbles recovered","Chicago Bears / 1st / 9th pick / 1979"
"18","LLB","Otis Wilson",24,"1",12,"0 interceptions, 3 fumbles recovered","Chicago Bears / 1st / 19th pick / 1980"
"19","MLB","Mike Singletary",23,"Rook",9,"1 interception, 0 fumbles recovered","Chicago Bears / 2nd / 38th pick / 1981"
"20","RLB","Gary Campbell",29,"4",16,"0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 10th / 291st pick / 1976"
"21","LCB","Terry Schmidt",29,"7",16,"2 interceptions, 1 fumble recovered","New Orleans Saints / 5th / 121st pick / 1974"
"22","RCB","Reuben Henderson",23,"Rook",16,"4 interceptions, 1 fumble recovered","Chicago Bears / 6th / 150th pick / 1981"
"23","SS","Gary Fencik*+",27,"5",16,"6 interceptions, 1 fumble recovered","Miami Dolphins / 10th / 281st pick / 1976"
"24","FS","Doug Plank",28,"6",12,"0 interceptions, 4 fumbles recovered","Chicago Bears / 12th / 291st pick / 1975"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Roveto",23,"Rook",0,"10 of 18 field goals & 19 of 20 extra points",""
"27","P","Bob Parsons",31,"9",0,"114 punts for a 39.7 average, 0 blocked","Chicago Bears / 5th / 117th pick / 1972"
"28","PR","Jeff Fisher",23,"Rook",0,"43 punt returns for a 11.8 average and 1 td","Chicago Bears / 7th / 177th pick / 1981"
"29","KR","Dave Williams",27,"4",0,"23 kick returns for a 21.1 average and 0 td","Dallas Cowboys / 7th / 208th pick / 1976"
