"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brooks Bollinger",26,"1",9,"150 for 266, 1,558 yards, 7 td, 6 int, & 35 rushes for 135 yards and 0 td","New York Jets / 6th / 200th pick / 2003"
"3","RB","Curtis Martin",32,"10",12,"220 rushes for 735 yards, 5 td, & 24 catches for 118 yards and 0 td","New England Patriots / 3rd / 74th pick / 1995"
"4","FB","Jerald Sowell",31,"8",14,"1 rush for 1 yards, 1 td, & 28 catches for 155 yards and 2 td","Green Bay Packers / 7th / 231st pick / 1997"
"5","WR","Laveranues Coles",28,"5",16,"73 catches for 845 yards, 5 td","New York Jets / 3rd / 78th pick / 2000"
"6","FL","Justin McCareins",27,"4",16,"43 catches for 713 yards, 2 td, & 1 rush for 8 yards and 0 td","Tennessee Titans / 4th / 124th pick / 2001"
"7","SE","Laveranues Coles",28,"5",16,"73 catches for 845 yards, 5 td","New York Jets / 3rd / 78th pick / 2000"
"8","TE","Chris Baker",26,"3",8,"18 catches for 269 yards, 1 td","New York Jets / 3rd / 88th pick / 2002"
"9","LT","Adrian Jones",24,"1",16,"","New York Jets / 4th / 132nd pick / 2004"
"10","LG","Jonathan Goodwin",27,"3",10,"","New York Jets / 5th / 154th pick / 2002"
"11","C","Pete Kendall",32,"9",16,"","Seattle Seahawks / 1st / 21st pick / 1996"
"12","RG","Brandon Moore",25,"2",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Shaun Ellis",28,"5",13,"","New York Jets / 1st / 12th pick / 2000"
"15","DT","Dewayne Robertson",24,"2",12,"","New York Jets / 1st / 4th pick / 2003"
"16","NT","James Reed",28,"4",15,"2.0 sacks, 0 interceptions, 2 fumbles recovered","New York Jets / 7th / 206th pick / 2001"
"17","MLB","Jonathan Vilma*",23,"1",16,"0.5 sacks, 1 interception, 1 fumble recovered","New York Jets / 1st / 12th pick / 2004"
"18","LB","Mark Brown",25,"2",11,"",""
"19","LB","Victor Hobson",25,"2",16,"","New York Jets / 2nd / 53rd pick / 2003"
"20","LCB","Ty Law*",31,"10",16,"0.0 sacks, 10 interceptions, 1 fumble recovered","New England Patriots / 1st / 23rd pick / 1995"
"21","S","Erik Coleman",23,"1",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 5th / 143rd pick / 2004"
"22","S","Kerry Rhodes",23,"Rook",16,"1.0 sacks, 1 interception, 0 fumbles recovered","New York Jets / 4th / 123rd pick / 2005"
