"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jon Kitna",29,"4",15,"313 for 581, 3,216 yards, 12 td, 22 int, & 27 rushes for 73 yards and 1 td",""
"3","RB","Corey Dillon*",27,"4",16,"340 rushes for 1,315 yards, 10 td, & 34 catches for 228 yards and 3 td","Cincinnati Bengals / 2nd / 43rd pick / 1997"
"4","FB","Lorenzo Neal",31,"8",10,"5 rushes for 10 yards, 0 td, & 19 catches for 101 yards and 1 td","New Orleans Saints / 4th / 89th pick / 1993"
"5","WR","Darnay Scott",29,"7",15,"57 catches for 819 yards, 2 td","Cincinnati Bengals / 2nd / 30th pick / 1994"
"6","WR","Peter Warrick",24,"1",14,"70 catches for 667 yards, 1 td, & 8 rushes for 14 yards and 0 td","Cincinnati Bengals / 1st / 4th pick / 2000"
"7","TE","Tony McGee",30,"8",9,"14 catches for 148 yards, 1 td","Cincinnati Bengals / 2nd / 37th pick / 1993"
"8","LT","Richmond Webb",34,"11",16,"1 fumble recovered","Miami Dolphins / 1st / 9th pick / 1990"
"9","LG","Matt O'Dwyer",29,"6",12,"1 fumble recovered","New York Jets / 2nd / 33rd pick / 1995"
"10","C","Rich Braham",31,"7",16,"","Arizona Cardinals / 3rd / 76th pick / 1994"
"11","RG","Mike Goff",25,"3",16,"","Cincinnati Bengals / 3rd / 78th pick / 1998"
"12","RT","Willie Anderson",26,"5",16,"","Cincinnati Bengals / 1st / 10th pick / 1996"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Vaughn Booker",33,"7",13,"",""
"15","DE","Justin Smith",22,"Rook",11,"","Cincinnati Bengals / 1st / 4th pick / 2001"
"16","LDT","Oliver Gibson",29,"6",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 120th pick / 1995"
"17","RDT","Tony Williams",26,"4",13,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 5th / 151st pick / 1997"
"18","MLB","Brian Simmons",26,"3",16,"6.5 sacks, 1 interception, 0 fumbles recovered","Cincinnati Bengals / 1st / 17th pick / 1998"
"19","LB","Steve Foley",26,"3",12,"","Cincinnati Bengals / 3rd / 75th pick / 1998"
"20","LB","Takeo Spikes",25,"3",15,"","Cincinnati Bengals / 1st / 13th pick / 1998"
"21","RCB","Artrell Hawkins",25,"3",13,"0.0 sacks, 3 interceptions, 1 fumble recovered","Cincinnati Bengals / 2nd / 43rd pick / 1998"
"22","SS","JoJuan Armour",25,"2",11,"","Oakland Raiders / 7th / 224th pick / 1999"
"23","FS","Cory Hall",25,"2",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 3rd / 65th pick / 1999"
