"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Beuerlein*",34,"11",16,"343 for 571, 4,436 yards, 36 td, 15 int, & 27 rushes for 124 yards and 2 td","Los Angeles Raiders / 4th / 110th pick / 1987"
"3","RB","Tim Biakabutuka",25,"3",11,"138 rushes for 718 yards, 6 td, & 23 catches for 189 yards and 0 td","Carolina Panthers / 1st / 8th pick / 1996"
"4","FB","William Floyd",27,"5",16,"35 rushes for 78 yards, 3 td, & 21 catches for 179 yards and 0 td","San Francisco 49ers / 1st / 28th pick / 1994"
"5","WR","Patrick Jeffers",26,"3",10,"63 catches for 1,082 yards, 12 td, & 2 rushes for 16 yards and 0 td","Denver Broncos / 5th / 159th pick / 1996"
"6","WR","Muhsin Muhammad*",26,"3",15,"96 catches for 1,253 yards, 8 td","Carolina Panthers / 2nd / 43rd pick / 1996"
"7","TE","Wesley Walls*",33,"10",16,"63 catches for 822 yards, 12 td","San Francisco 49ers / 2nd / 56th pick / 1989"
"8","LT","Clarence Jones",31,"8",16,"","New York Giants / 4th / 111th pick / 1991"
"9","LG","Matt Campbell",27,"4",10,"",""
"10","C","Frank Garcia",27,"4",16,"2 fumbles recovered","Carolina Panthers / 4th / 132nd pick / 1995"
"11","RG","Anthony Redmon",28,"5",15,"","Arizona Cardinals / 5th / 139th pick / 1994"
"12","RT","Chris Terry",24,"Rook",16,"2 fumbles recovered","Carolina Panthers / 2nd / 34th pick / 1999"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Jason Peter",25,"1",9,"","Carolina Panthers / 1st / 14th pick / 1998"
"15","DE","Chuck Wiley",24,"Rook",16,"","Carolina Panthers / 3rd / 62nd pick / 1998"
"16","LDT","Tim Morabito",26,"3",16,"",""
"17","RDT","Sean Gilbert",29,"7",16,"2.5 sacks, 1 interception, 0 fumbles recovered","Los Angeles Rams / 1st / 3rd pick / 1992"
"18","MLB","Dean Wells",29,"6",10,"0.5 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 4th / 85th pick / 1993"
"19","LB","Micheal Barrow",29,"6",16,"","Houston Oilers / 2nd / 47th pick / 1993"
"20","LB","Kevin Greene",37,"14",16,"","Los Angeles Rams / 5th / 113th pick / 1985"
"21","LCB","Eric Davis",31,"9",16,"0.0 sacks, 5 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Doug Evans",29,"6",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Green Bay Packers / 6th / 141st pick / 1993"
"23","SS","Brent Alexander",28,"5",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered",""
"24","FS","Mike Minter",25,"2",16,"1.0 sacks, 3 interceptions, 2 fumbles recovered","Carolina Panthers / 2nd / 56th pick / 1997"
