"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Trent Dilfer",26,"4",16,"225 for 429, 2,729 yards, 21 td, 15 int, & 40 rushes for 141 yards and 2 td","Tampa Bay Buccaneers / 1st / 6th pick / 1994"
"3","RB","Warrick Dunn",23,"1",14,"245 rushes for 1,026 yards, 2 td, & 44 catches for 344 yards and 0 td","Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"4","FB","Mike Alstott*+",25,"2",16,"215 rushes for 846 yards, 8 td, & 22 catches for 152 yards and 1 td","Tampa Bay Buccaneers / 2nd / 35th pick / 1996"
"5","WR","Reidel Anthony",22,"1",13,"51 catches for 708 yards, 7 td, & 4 rushes for 43 yards and 0 td","Tampa Bay Buccaneers / 1st / 16th pick / 1997"
"6","WR","Bert Emanuel",28,"4",11,"41 catches for 636 yards, 2 td, & 1 rush for 11 yards and 0 td","Atlanta Falcons / 2nd / 45th pick / 1994"
"7","TE","Dave Moore",29,"6",16,"24 catches for 255 yards, 4 td","Miami Dolphins / 7th / 191st pick / 1992"
"8","LT","Paul Gruber",33,"10",16,"","Tampa Bay Buccaneers / 1st / 4th pick / 1988"
"9","LG","Jorge Diaz",25,"2",12,"",""
"10","C","Tony Mayberry*",31,"8",16,"","Tampa Bay Buccaneers / 4th / 108th pick / 1990"
"11","RG","Frank Middleton",24,"1",16,"","Tampa Bay Buccaneers / 3rd / 63rd pick / 1997"
"12","RT","Jason Odom",24,"2",15,"","Tampa Bay Buccaneers / 4th / 96th pick / 1996"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Tyoka Jackson",27,"4",12,"3.0 sacks, 0 interceptions, 0 fumbles recovered",""
"15","LDT","Brad Culpepper",29,"6",16,"9.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 10th / 264th pick / 1992"
"16","RDT","Warren Sapp*",26,"3",16,"7.0 sacks, 0 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 1st / 12th pick / 1995"
"17","RDE","Regan Upshaw",23,"2",16,"7.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 1st / 12th pick / 1996"
"18","LLB","Jeff Gooch",24,"2",16,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"19","MLB","Hardy Nickerson*",33,"11",10,"1.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 5th / 122nd pick / 1987"
"20","RLB","Derrick Brooks*",25,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Tampa Bay Buccaneers / 1st / 28th pick / 1995"
"21","LCB","Donnie Abraham",25,"2",13,"0.0 sacks, 1 interception, 2 fumbles recovered","Tampa Bay Buccaneers / 3rd / 71st pick / 1996"
"22","RCB","Ronde Barber",23,"1",9,"3.0 sacks, 2 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 3rd / 66th pick / 1997"
"23","SS","John Lynch",27,"5",15,"2.0 sacks, 2 interceptions, 1 fumble recovered","Tampa Bay Buccaneers / 3rd / 82nd pick / 1993"
"24","FS","Charles Mincy",29,"7",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Kansas City Chiefs / 5th / 133rd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Michael Husted",28,"5",0,"21 of 28 field goals & 29 of 30 extra points",""
"27","P","Tommy Barnhardt",35,"11",0,"81 punts for a 41.2 average, 0 blocked","Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"28","PR","Jacquez Green",22,"Rook",1,"30 punt returns for a 15.1 average and 1 td","Tampa Bay Buccaneers / 2nd / 34th pick / 1998"
"29","KR","Reidel Anthony",22,"1",13,"46 kick returns for a 24.3 average and 0 td","Tampa Bay Buccaneers / 1st / 16th pick / 1997"
