"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff George",32,"9",10,"191 for 329, 2,816 yards, 23 td, 12 int, & 16 rushes for 41 yards and 0 td","Indianapolis Colts / 1st / 1st pick / 1990"
"3","RB","Robert Smith",27,"6",12,"221 rushes for 1,015 yards, 2 td, & 24 catches for 166 yards and 0 td","Minnesota Vikings / 1st / 21st pick / 1993"
"4","WR","Cris Carter*+",34,"12",16,"90 catches for 1,241 yards, 13 td","Philadelphia Eagles / 4th / 3rd pick / 1987 Supp"
"5","WR","Randy Moss*",22,"1",16,"80 catches for 1,413 yards, 11 td, & 4 rushes for 43 yards and 0 td","Minnesota Vikings / 1st / 21st pick / 1998"
"6","WR","Jake Reed",32,"8",8,"44 catches for 643 yards, 2 td","Minnesota Vikings / 3rd / 68th pick / 1991"
"7","TE","Andrew Glover",32,"8",13,"28 catches for 327 yards, 1 td","Los Angeles Raiders / 10th / 274th pick / 1991"
"8","LT","Todd Steussie",29,"5",16,"1 fumble recovered","Minnesota Vikings / 1st / 19th pick / 1994"
"9","LG","Randall McDaniel*",35,"11",16,"","Minnesota Vikings / 1st / 19th pick / 1988"
"10","C","Jeff Christy*",30,"6",16,"","Phoenix Cardinals / 4th / 91st pick / 1992"
"11","RG","David Dixon",30,"5",16,"","New England Patriots / 9th / 232nd pick / 1992"
"12","RT","Korey Stringer",25,"4",16,"","Minnesota Vikings / 1st / 24th pick / 1995"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Chris Doleman",38,"14",12,"","Minnesota Vikings / 1st / 4th pick / 1985"
"15","DE","John Randle",32,"9",16,"",""
"16","DT","Tony Williams",24,"2",12,"","Minnesota Vikings / 5th / 151st pick / 1997"
"17","NT","Jerry Ball",35,"12",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 3rd / 63rd pick / 1987"
"18","MLB","Ed McDaniel",30,"7",16,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Minnesota Vikings / 5th / 125th pick / 1992"
"19","LB","Dwayne Rudd",23,"2",16,"","Minnesota Vikings / 1st / 20th pick / 1997"
"20","LB","Kailee Wong",23,"1",8,"","Minnesota Vikings / 2nd / 51st pick / 1998"
"21","LCB","Kenny Wright",22,"Rook",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 4th / 120th pick / 1999"
"22","RCB","Jimmy Hitchcock",29,"4",16,"2.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 3rd / 88th pick / 1995"
"23","SS","Robert Griffith",29,"5",16,"4.0 sacks, 3 interceptions, 0 fumbles recovered",""
"24","FS","Orlando Thomas",27,"4",12,"0.0 sacks, 2 interceptions, 1 fumble recovered","Minnesota Vikings / 2nd / 42nd pick / 1995"
