"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kerry Collins",29,"6",16,"327 for 568, 3,764 yards, 19 td, 16 int, & 39 rushes for 73 yards and 0 td","Carolina Panthers / 1st / 5th pick / 1995"
"3","RB","Tiki Barber",26,"4",9,"166 rushes for 865 yards, 4 td, & 72 catches for 577 yards and 0 td","New York Giants / 2nd / 36th pick / 1997"
"4","FB","Greg Comella",26,"3",13,"4 rushes for 15 yards, 0 td, & 39 catches for 253 yards and 1 td",""
"5","WR","Ike Hilliard",25,"4",10,"52 catches for 659 yards, 6 td, & 1 rush for 21 yards and 0 td","New York Giants / 1st / 7th pick / 1997"
"6","WR","Joe Jurevicius",27,"3",9,"51 catches for 706 yards, 3 td","New York Giants / 2nd / 55th pick / 1998"
"7","WR","Amani Toomer",27,"5",14,"72 catches for 1,054 yards, 5 td, & 3 rushes for 8 yards and 0 td","New York Giants / 2nd / 34th pick / 1996"
"8","TE","Dan Campbell",25,"2",12,"13 catches for 148 yards, 1 td","New York Giants / 3rd / 79th pick / 1999"
"9","LT","Lomas Brown",38,"16",16,"","Detroit Lions / 1st / 6th pick / 1985"
"10","LG","Glenn Parker",35,"11",15,"1 fumble recovered","Buffalo Bills / 3rd / 69th pick / 1990"
"11","C","Dusty Zeigler",28,"5",16,"1 fumble recovered","Buffalo Bills / 6th / 202nd pick / 1996"
"12","RG","Ron Stone*",30,"7",15,"1 fumble recovered","Dallas Cowboys / 4th / 96th pick / 1993"
"13","RT","Luke Petitgout",25,"2",16,"1 fumble recovered","New York Giants / 1st / 19th pick / 1999"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Kenny Holmes",28,"4",16,"","Tennessee Oilers / 1st / 18th pick / 1997"
"16","DE","Michael Strahan*+",30,"8",16,"","New York Giants / 2nd / 40th pick / 1993"
"17","LDT","Cornelius Griffin",25,"1",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 2nd / 42nd pick / 2000"
"18","RDT","Keith Hamilton",30,"9",13,"6.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 4th / 99th pick / 1992"
"19","MLB","Micheal Barrow",31,"8",16,"6.0 sacks, 0 interceptions, 2 fumbles recovered","Houston Oilers / 2nd / 47th pick / 1993"
"20","LB","Jessie Armstead*",31,"8",16,"","New York Giants / 8th / 207th pick / 1993"
"21","LB","Brandon Short",24,"1",16,"","New York Giants / 4th / 105th pick / 2000"
"22","LCB","Will Allen",23,"Rook",12,"0.0 sacks, 4 interceptions, 1 fumble recovered","New York Giants / 1st / 22nd pick / 2001"
"23","RCB","Jason Sehorn",30,"7",13,"1.0 sacks, 3 interceptions, 1 fumble recovered","New York Giants / 2nd / 59th pick / 1994"
"24","SS","Sam Garnes",27,"4",16,"0.0 sacks, 1 interception, 0 fumbles recovered","New York Giants / 5th / 136th pick / 1997"
"25","FS","Shaun Williams",25,"3",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","New York Giants / 1st / 24th pick / 1998"
