"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Steve Bono",34,11,13,"235 for 438, 2,572 yards, 12 td, 13 int, & 26 rushes for 27 yards and 0 td","Minnesota Vikings / 6th / 142nd pick / 1985"
"3","RB","Marcus Allen",36,14,15,"206 rushes for 830 yards, 9 td, & 27 catches for 270 yards and 0 td","Los Angeles Raiders / 1st / 10th pick / 1982"
"4","FB","Kimble Anders*",30,5,15,"54 rushes for 201 yards, 2 td, & 60 catches for 529 yards and 2 td",""
"5","WR","Sean LaChapelle",26,3,8,"27 catches for 422 yards, 2 td","Los Angeles Rams / 5th / 122nd pick / 1993"
"6","WR","Chris Penn",25,2,16,"49 catches for 628 yards, 5 td","Kansas City Chiefs / 3rd / 96th pick / 1994"
"7","TE","Derrick Walker",29,6,9,"9 catches for 73 yards, 1 td","San Diego Chargers / 6th / 163rd pick / 1990"
"8","LT","John Alt",34,12,11,"","Kansas City Chiefs / 1st / 21st pick / 1984"
"9","LG","Dave Szott",29,6,16,"","Kansas City Chiefs / 7th / 180th pick / 1990"
"10","C","Tim Grunhard",28,6,16,"1 fumble recovered","Kansas City Chiefs / 2nd / 40th pick / 1990"
"11","RG","Will Shields*",25,3,16,"","Kansas City Chiefs / 3rd / 74th pick / 1993"
"12","RT","Ricky Siglar",30,6,16,"",""
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Neil Smith",30,8,16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Kansas City Chiefs / 1st / 2nd pick / 1988"
"15","LDT","Joe Phillips",33,10,16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 4th / 93rd pick / 1986"
"16","RDT","Dan Saleaumua",32,9,14,"","Detroit Lions / 7th / 175th pick / 1987"
"17","RDE","Vaughn Booker",28,2,11,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"18","LOLB","Derrick Thomas*",29,7,14,"13.0 sacks, 0 interceptions, 1 fumble recovered","Kansas City Chiefs / 1st / 4th pick / 1989"
"19","MLB","Tracy Simien",29,7,13,"0.0 sacks, 1 interception, 1 fumble recovered",""
"20","ROLB","Anthony Davis",27,3,15,"2.5 sacks, 2 interceptions, 0 fumbles recovered","Houston Oilers / 11th / 301st pick / 1992"
"21","LCB","Dale Carter*",27,4,14,"0.0 sacks, 3 interceptions, 2 fumbles recovered","Kansas City Chiefs / 1st / 20th pick / 1992"
"22","RCB","James Hasty",31,8,14,"1.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 3rd / 74th pick / 1988"
"23","SS","Brian Washington",31,8,16,"0.5 sacks, 3 interceptions, 1 fumble recovered","Cleveland Browns / 10th / 272nd pick / 1988"
"24","FS","Mark Collins",32,10,15,"1.0 sacks, 6 interceptions, 1 fumble recovered","New York Giants / 2nd / 44th pick / 1986"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Pete Stoyanovich",29,7,0,"17 of 24 field goals & 34 of 34 extra points","Miami Dolphins / 8th / 203rd pick / 1989"
"27","P","Louie Aguiar",30,5,0,"88 punts for a 41.7 average, 0 blocked",""
"28","PR","Tamarick Vanover",22,1,6,"17 punt returns for a 6.8 average and 0 td","Kansas City Chiefs / 3rd / 81st pick / 1995"
"29","KR","Tamarick Vanover",22,1,6,"33 kick returns for a 25.9 average and 1 td","Kansas City Chiefs / 3rd / 81st pick / 1995"
