"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ryan Tannehill",24,"Rook",16,"282 for 484, 3,294 yards, 12 td, 13 int, & 49 rushes for 211 yards and 2 td","Miami Dolphins / 1st / 8th pick / 2012"
"3","RB","Reggie Bush",27,"6",16,"227 rushes for 986 yards, 6 td, & 35 catches for 292 yards and 2 td","New Orleans Saints / 1st / 2nd pick / 2006"
"4","FB","Charles Clay",23,"1",9,"0 rushes for 0 yards, 0 td, & 18 catches for 212 yards and 2 td","Miami Dolphins / 6th / 174th pick / 2011"
"5","WR","Davone Bess",27,"4",13,"61 catches for 778 yards, 1 td",""
"6","WR","Brian Hartline",26,"3",15,"74 catches for 1,083 yards, 1 td","Miami Dolphins / 4th / 108th pick / 2009"
"7","TE","Anthony Fasano",28,"6",16,"41 catches for 332 yards, 5 td","Dallas Cowboys / 2nd / 53rd pick / 2006"
"8","LT","Jake Long",27,"4",12,"1 fumble recovered","Miami Dolphins / 1st / 1st pick / 2008"
"9","LG","Richie Incognito*",29,"6",16,"2 fumbles recovered","St. Louis Rams / 3rd / 81st pick / 2005"
"10","C","Mike Pouncey",23,"1",16,"","Miami Dolphins / 1st / 15th pick / 2011"
"11","RG","John Jerry",26,"2",16,"","Miami Dolphins / 3rd / 73rd pick / 2010"
"12","RT","Jonathan Martin",23,"Rook",16,"1 fumble recovered","Miami Dolphins / 2nd / 42nd pick / 2012"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Jared Odrick",25,"2",12,"","Miami Dolphins / 1st / 28th pick / 2010"
"15","DE","Cameron Wake*+",30,"3",16,"",""
"16","DT","Paul Soliai",29,"5",16,"","Miami Dolphins / 4th / 108th pick / 2007"
"17","DT","Randy Starks*",29,"8",16,"","Tennessee Titans / 3rd / 71st pick / 2004"
"18","LB","Kevin Burnett",30,"7",16,"","Dallas Cowboys / 2nd / 42nd pick / 2005"
"19","LB","Karlos Dansby",31,"8",16,"","Arizona Cardinals / 2nd / 33rd pick / 2004"
"20","LB","Koa Misi",25,"2",14,"","Miami Dolphins / 2nd / 40th pick / 2010"
"21","CB","Nolan Carroll",25,"2",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 5th / 145th pick / 2010"
"22","CB","Sean Smith",25,"3",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Miami Dolphins / 2nd / 61st pick / 2009"
"23","S","Chris Clemons",27,"3",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Miami Dolphins / 5th / 165th pick / 2009"
"24","S","Reshad Jones",24,"2",16,"1.0 sacks, 4 interceptions, 2 fumbles recovered","Miami Dolphins / 5th / 163rd pick / 2010"
