"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Andrew Luck*",25,"2",16,"380 for 616, 4,761 yards, 40 td, 16 int, & 64 rushes for 273 yards and 3 td","Indianapolis Colts / 1st / 1st pick / 2012"
"3","RB","Trent Richardson",24,"2",12,"159 rushes for 519 yards, 3 td, & 27 catches for 229 yards and 0 td","Cleveland Browns / 1st / 3rd pick / 2012"
"4","WR","T.Y. Hilton*",25,"2",15,"82 catches for 1,345 yards, 7 td, & 2 rushes for 20 yards and 0 td","Indianapolis Colts / 3rd / 92nd pick / 2012"
"5","WR","Reggie Wayne",36,"13",15,"64 catches for 779 yards, 2 td","Indianapolis Colts / 1st / 30th pick / 2001"
"6","TE","Dwayne Allen",24,"2",13,"29 catches for 395 yards, 8 td","Indianapolis Colts / 3rd / 64th pick / 2012"
"7","TE","Coby Fleener",26,"2",12,"51 catches for 774 yards, 8 td","Indianapolis Colts / 2nd / 34th pick / 2012"
"8","LT","Anthony Castonzo",26,"3",16,"","Indianapolis Colts / 1st / 22nd pick / 2011"
"9","LG","Jack Mewhort",23,"Rook",14,"","Indianapolis Colts / 2nd / 59th pick / 2014"
"10","C","Jonotthan Harrison",23,"Rook",10,"",""
"11","RG","Hugh Thornton",23,"1",8,"2 fumbles recovered","Indianapolis Colts / 3rd / 86th pick / 2013"
"12","RT","Gosder Cherilus",30,"6",13,"","Detroit Lions / 1st / 17th pick / 2008"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Cory Redding",34,"11",16,"","Detroit Lions / 3rd / 66th pick / 2003"
"15","DT","Ricky Jean-Francois",28,"5",13,"","San Francisco 49ers / 7th / 244th pick / 2009"
"16","NT","Josh Chapman",25,"2",15,"","Indianapolis Colts / 5th / 136th pick / 2012"
"17","MLB","D'Qwell Jackson*",31,"8",16,"4.0 sacks, 0 interceptions, 4 fumbles recovered","Cleveland Browns / 2nd / 34th pick / 2006"
"18","LB","Jerrell Freeman",28,"2",12,"",""
"19","LB","Erik Walden",29,"6",14,"","Dallas Cowboys / 6th / 167th pick / 2008"
"20","LB","Bjoern Werner",24,"1",15,"","Indianapolis Colts / 1st / 24th pick / 2013"
"21","LCB","Greg Toler",29,"5",15,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Arizona Cardinals / 4th / 131st pick / 2009"
"22","RCB","Vontae Davis*",26,"5",15,"0.0 sacks, 4 interceptions, 1 fumble recovered","Miami Dolphins / 1st / 25th pick / 2009"
"23","SS","Mike Adams*",33,"10",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered",""
"24","FS","Sergio Brown",26,"4",8,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
