"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Flacco",23,"Rook",16,"257 for 428, 2,971 yards, 14 td, 12 int, & 52 rushes for 180 yards and 2 td","Baltimore Ravens / 1st / 18th pick / 2008"
"3","RB","Willis McGahee",27,"4",8,"170 rushes for 671 yards, 7 td, & 24 catches for 173 yards and 0 td","Buffalo Bills / 1st / 23rd pick / 2003"
"4","FB","Le'Ron McClain*+",24,"1",16,"232 rushes for 902 yards, 10 td, & 19 catches for 123 yards and 1 td","Baltimore Ravens / 4th / 137th pick / 2007"
"5","TE","Todd Heap",28,"7",16,"35 catches for 403 yards, 3 td","Baltimore Ravens / 1st / 31st pick / 2001"
"6","LT","Jared Gaither",22,"1",15,"","Baltimore Ravens / 5th / 2007 Supp"
"7","LG","Ben Grubbs",24,"1",16,"","Baltimore Ravens / 1st / 29th pick / 2007"
"8","C","Jason Brown",25,"3",16,"1 fumble recovered","Baltimore Ravens / 4th / 124th pick / 2005"
"9","RG","Chris Chester",25,"2",11,"","Baltimore Ravens / 2nd / 56th pick / 2006"
"10","RT","Willie Anderson",33,"12",11,"1 fumble recovered","Cincinnati Bengals / 1st / 10th pick / 1996"
"11","","Defensive Starters",NA,"",NA,"",""
"12","DE","Trevor Pryce",33,"11",16,"","Denver Broncos / 1st / 28th pick / 1997"
"13","NT","Haloti Ngata",24,"2",16,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 12th pick / 2006"
"14","RDT","Trevor Pryce",33,"11",16,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 28th pick / 1997"
"15","LOLB","Jarret Johnson",27,"5",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 4th / 109th pick / 2003"
"16","LILB","Ray Lewis*+",33,"12",16,"3.5 sacks, 3 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996"
"17","RILB","Bart Scott",28,"6",16,"1.5 sacks, 0 interceptions, 0 fumbles recovered",""
"18","ROLB","Terrell Suggs*",26,"5",16,"8.0 sacks, 2 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 10th pick / 2003"
"19","LCB","Fabian Washington",25,"3",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Oakland Raiders / 1st / 23rd pick / 2005"
"20","RCB","Samari Rolle",32,"10",10,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Tennessee Oilers / 2nd / 46th pick / 1998"
"21","SS","Jim Leonhard",26,"3",13,"1.0 sacks, 1 interception, 1 fumble recovered",""
"22","FS","Ed Reed*+",30,"6",16,"1.0 sacks, 9 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002"
