"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","RB","Jerome Bettis",28,7,16,"355 rushes for 1,341 yards, 8 td, & 13 catches for 97 yards and 0 td","Los Angeles Rams / 1st / 10th pick / 1993"
"3","WR","Hines Ward",24,2,15,"48 catches for 672 yards, 4 td, & 4 rushes for 53 yards and 0 td","Pittsburgh Steelers / 3rd / 92nd pick / 1998"
"4","TE","Mark Bruener",28,5,16,"17 catches for 192 yards, 3 td","Pittsburgh Steelers / 1st / 27th pick / 1995"
"5","LT","Wayne Gandy",29,6,16,"1 fumble recovered","Los Angeles Rams / 1st / 15th pick / 1994"
"6","LG","Alan Faneca",24,2,16,"1 fumble recovered","Pittsburgh Steelers / 1st / 26th pick / 1998"
"7","RG","Rich Tylski",29,4,16,"",""
"8","","Defensive Starters",NA,NA,NA,"",""
"9","NT","Kimo von Oelhoffen",29,6,16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 6th / 162nd pick / 1994"
"10","LOLB","Jason Gildon*",28,6,16,"13.5 sacks, 0 interceptions, 4 fumbles recovered","Pittsburgh Steelers / 3rd / 88th pick / 1994"
"11","LILB","Levon Kirkland",31,8,16,"0.0 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 2nd / 38th pick / 1992"
"12","RILB","Earl Holmes",27,4,16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 4th / 126th pick / 1996"
"13","ROLB","Joey Porter",23,1,16,"10.5 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 3rd / 73rd pick / 1999"
