"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Pagel",25,"3",14,"199 for 393, 2,414 yards, 14 td, 15 int, & 25 rushes for 160 yards and 2 td","Baltimore Colts / 4th / 84th pick / 1982"
"3","RB","George Wonsley",25,"1",9,"138 rushes for 716 yards, 6 td, & 30 catches for 257 yards and 0 td","Indianapolis Colts / 4th / 103rd pick / 1984"
"4","FB","Randy McMillan",27,"4",14,"190 rushes for 858 yards, 7 td, & 22 catches for 115 yards and 0 td","Baltimore Colts / 1st / 12th pick / 1981"
"5","WR","Ray Butler",29,"5",9,"19 catches for 345 yards, 2 td, & 1 rush for -1 yards and 0 td","Baltimore Colts / 4th / 88th pick / 1980"
"6","WR","Wayne Capers",24,"2",10,"25 catches for 438 yards, 4 td, & 3 rushes for 18 yards and 1 td","Pittsburgh Steelers / 2nd / 52nd pick / 1983"
"7","TE","Pat Beach",26,"3",16,"36 catches for 376 yards, 6 td","Baltimore Colts / 6th / 140th pick / 1982"
"8","LT","Chris Hinton*",24,"2",16,"","Denver Broncos / 1st / 4th pick / 1983"
"9","LG","Ben Utt",26,"3",16,"",""
"10","C","Ray Donaldson",27,"5",16,"1 fumble recovered","Baltimore Colts / 2nd / 32nd pick / 1980"
"11","RG","Ron Solt",23,"1",15,"","Indianapolis Colts / 1st / 19th pick / 1984"
"12","RT","Karl Baldischwiler",29,"7",16,"","Miami Dolphins / 7th / 178th pick / 1978"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Donnell Thompson",27,"4",13,"5.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Colts / 1st / 18th pick / 1981"
"15","NT","Brad White",27,"4",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 12th / 310th pick / 1981"
"16","RDE","Chris Scott",24,"1",12,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Indianapolis Colts / 3rd / 66th pick / 1984"
"17","LOLB","Johnie Cooks",27,"3",16,"5.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Colts / 1st / 2nd pick / 1982"
"18","LILB","Cliff Odom",27,"5",16,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Cleveland Browns / 3rd / 72nd pick / 1980"
"19","RILB","Barry Krauss",28,"6",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Baltimore Colts / 1st / 6th pick / 1979"
"20","ROLB","Duane Bickett",23,"Rook",16,"6.0 sacks, 1 interception, 2 fumbles recovered","Indianapolis Colts / 1st / 5th pick / 1985"
"21","LCB","Preston Davis",23,"1",16,"0.0 sacks, 2 interceptions, 2 fumbles recovered",""
"22","RCB","Eugene Daniel",24,"1",16,"0.0 sacks, 8 interceptions, 3 fumbles recovered","Indianapolis Colts / 8th / 205th pick / 1984"
"23","SS","Nesby Glasgow",28,"6",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Colts / 8th / 207th pick / 1979"
"24","FS","Anthony Young",22,"Rook",12,"0.0 sacks, 1 interception, 4 fumbles recovered","Indianapolis Colts / 3rd / 61st pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Raul Allegre",26,"2",0,"16 of 26 field goals & 36 of 39 extra points",""
"27","P","Rohn Stark*",26,"3",0,"78 punts for a 45.9 average, 2 blocked","Baltimore Colts / 2nd / 34th pick / 1982"
"28","PR","Robbie Martin",27,"4",5,"40 punt returns for a 11.1 average and 1 td","Pittsburgh Steelers / 4th / 100th pick / 1981"
"29","KR","Robbie Martin",27,"4",5,"32 kick returns for a 19.9 average and 0 td","Pittsburgh Steelers / 4th / 100th pick / 1981"
