"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Boomer Esiason",34,"11",12,"221 for 389, 2,275 yards, 16 td, 15 int, & 19 rushes for 14 yards and 0 td","Cincinnati Bengals / 2nd / 38th pick / 1984"
"3","RB","Adrian Murrell",25,"2",9,"192 rushes for 795 yards, 1 td, & 71 catches for 465 yards and 2 td","New York Jets / 5th / 120th pick / 1993"
"4","FB","Brad Baxter",28,"6",13,"85 rushes for 296 yards, 1 td, & 26 catches for 160 yards and 0 td","Minnesota Vikings / 11th / 303rd pick / 1989"
"5","WR","Wayne Chrebet",22,"Rook",16,"66 catches for 726 yards, 4 td, & 1 rush for 1 yards and 0 td",""
"6","WR","Charles Wilson",27,"5",11,"41 catches for 484 yards, 4 td","Green Bay Packers / 5th / 132nd pick / 1990"
"7","TE","Kyle Brady",23,"Rook",11,"26 catches for 252 yards, 2 td","New York Jets / 1st / 9th pick / 1995"
"8","LT","Matt Willig",26,"2",12,"",""
"9","LG","Roger Duffy",28,"5",16,"2 fumbles recovered","New York Jets / 8th / 196th pick / 1990"
"10","C","Cal Dixon",26,"3",12,"1 fumble recovered","New York Jets / 5th / 127th pick / 1992"
"11","RG","Carlton Haselrig",29,"5",11,"","Pittsburgh Steelers / 12th / 312th pick / 1989"
"12","RT","James Brown",25,"2",12,"","Dallas Cowboys / 3rd / 82nd pick / 1992"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Erik Howard",31,"9",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 2nd / 46th pick / 1986"
"15","LDT","Tony Casillas",32,"9",5,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 1st / 2nd pick / 1986"
"16","RDT","Matt Brock",29,"6",15,"5.0 sacks, 1 interception, 2 fumbles recovered","Green Bay Packers / 3rd / 58th pick / 1989"
"17","RDE","Marvin Washington",30,"6",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 6th / 151st pick / 1989"
"18","LLB","Bobby Houston",28,"5",15,"3.0 sacks, 0 interceptions, 3 fumbles recovered","Green Bay Packers / 3rd / 75th pick / 1990"
"19","MLB","Marvin Jones",23,"2",10,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 4th pick / 1993"
"20","RLB","Mo Lewis",26,"4",16,"5.0 sacks, 2 interceptions, 0 fumbles recovered","New York Jets / 3rd / 63rd pick / 1991"
"21","LCB","Aaron Glenn",23,"1",16,"0.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 1st / 12th pick / 1994"
"22","RCB","Otis Smith",30,"4",10,"0.0 sacks, 6 interceptions, 0 fumbles recovered",""
"23","SS","Victor Green",26,"2",12,"2.0 sacks, 1 interception, 1 fumble recovered",""
"24","FS","Todd Scott",27,"4",9,"","Minnesota Vikings / 6th / 163rd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Nick Lowery",39,"17",0,"17 of 21 field goals & 24 of 24 extra points",""
"27","P","Brian Hansen",35,"11",0,"99 punts for a 41.3 average, 1 blocked","New Orleans Saints / 9th / 237th pick / 1984"
"28","PR","Dexter Carter",28,"5",0,"21 punt returns for a 6.9 average and 0 td","San Francisco 49ers / 1st / 25th pick / 1990"
"29","KR","Dexter Carter",28,"5",0,"33 kick returns for a 21.4 average and 0 td","San Francisco 49ers / 1st / 25th pick / 1990"
