"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Theismann",32,"7",16,"293 for 496, 3,568 yards, 19 td, 20 int, & 36 rushes for 177 yards and 2 td","Miami Dolphins / 4th / 99th pick / 1971"
"3","RB","Joe Washington",28,"4",13,"210 rushes for 916 yards, 4 td, & 70 catches for 558 yards and 3 td","San Diego Chargers / 1st / 4th pick / 1976"
"4","WR","Art Monk",24,"1",16,"56 catches for 894 yards, 6 td, & 1 rush for -5 yards and 0 td","Washington Redskins / 1st / 18th pick / 1980"
"5","WR","Virgil Seay",23,"Rook",7,"26 catches for 472 yards, 3 td","Denver Broncos / 10th / 270th pick / 1980"
"6","TE","Rick Walker",26,"4",14,"11 catches for 112 yards, 1 td, & 1 rush for 5 yards and 0 td","Cincinnati Bengals / 4th / 85th pick / 1977"
"7","TE","Don Warren",25,"2",16,"29 catches for 335 yards, 1 td","Washington Redskins / 4th / 103rd pick / 1979"
"8","LT","Joe Jacoby",22,"Rook",13,"1 fumble recovered",""
"9","LG","Russ Grimm",22,"Rook",13,"1 fumble recovered","Washington Redskins / 3rd / 69th pick / 1981"
"10","C","Jeff Bostic",23,"1",16,"1 fumble recovered",""
"11","RG","Melvin Jones",27,"Rook",10,"1 fumble recovered","Washington Redskins / 7th / 187th pick / 1980"
"12","RT","George Starke",33,"8",13,"","Washington Redskins / 11th / 272nd pick / 1971"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Karl Lorch",31,"5",10,"0 interceptions, 2 fumbles recovered","Miami Dolphins / 9th / 234th pick / 1973"
"15","LDT","Dave Butz",31,"8",16,"1 interception, 0 fumbles recovered","St. Louis Cardinals / 1st / 5th pick / 1973"
"16","RDT","Perry Brooks",27,"3",12,"0 interceptions, 2 fumbles recovered","New England Patriots / 7th / 202nd pick / 1976"
"17","RDE","Dexter Manley",23,"Rook",9,"","Washington Redskins / 5th / 119th pick / 1981"
"18","LLB","Brad Dusek",31,"7",9,"0 interceptions, 1 fumble recovered","New England Patriots / 3rd / 56th pick / 1973"
"19","MLB","Neal Olkewicz",24,"2",14,"2 interceptions, 0 fumbles recovered",""
"20","RLB","Monte Coleman",24,"2",11,"3 interceptions, 1 fumble recovered","Washington Redskins / 11th / 289th pick / 1979"
"21","LCB","Lemar Parrish",34,"11",8,"1 interception, 1 fumble recovered","Cincinnati Bengals / 7th / 163rd pick / 1970"
"22","RCB","Joe Lavender",32,"8",16,"4 interceptions, 0 fumbles recovered","Philadelphia Eagles / 12th / 288th pick / 1973"
"23","SS","Tony Peters",28,"6",16,"3 interceptions, 1 fumble recovered","Cleveland Browns / 4th / 82nd pick / 1975"
"24","FS","Mark Murphy",26,"4",16,"7 interceptions, 3 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mark Moseley",33,"11",0,"19 of 30 field goals & 38 of 42 extra points","Philadelphia Eagles / 14th / 346th pick / 1970"
"27","P","Mike Connell",25,"3",0,"73 punts for a 40.0 average, 0 blocked","San Francisco 49ers / 10th / 260th pick / 1978"
"28","PR","Mike Nelms*",26,"1",0,"45 punt returns for a 10.9 average and 2 td","Buffalo Bills / 7th / 170th pick / 1977"
"29","KR","Mike Nelms*",26,"1",0,"37 kick returns for a 29.7 average and 0 td","Buffalo Bills / 7th / 170th pick / 1977"
