"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","John Elway",25,"2",16,"327 for 605, 3,891 yards, 22 td, 23 int, & 51 rushes for 253 yards and 0 td","Baltimore Colts / 1st / 1st pick / 1983"
"3","RB","Sammy Winder",26,"3",12,"199 rushes for 714 yards, 8 td, & 31 catches for 197 yards and 0 td","Denver Broncos / 5th / 131st pick / 1982"
"4","WR","Butch Johnson",31,"9",8,"19 catches for 380 yards, 3 td","Dallas Cowboys / 3rd / 87th pick / 1976"
"5","WR","Steve Watson",28,"6",15,"61 catches for 915 yards, 5 td",""
"6","TE","Clarence Kay",24,"1",16,"29 catches for 339 yards, 3 td","Denver Broncos / 7th / 186th pick / 1984"
"7","TE","James Wright",29,"7",12,"28 catches for 246 yards, 1 td","Atlanta Falcons / 7th / 179th pick / 1978"
"8","LT","Dave Studdard",30,"6",15,"2 fumbles recovered","Baltimore Colts / 9th / 245th pick / 1978"
"9","LG","Keith Bishop",28,"5",14,"","Denver Broncos / 6th / 157th pick / 1980"
"10","C","Bill Bryan",30,"8",16,"1 fumble recovered","Denver Broncos / 4th / 101st pick / 1977"
"11","RG","Paul Howard",35,"12",15,"","Denver Broncos / 3rd / 54th pick / 1973"
"12","RT","Ken Lanier",26,"4",16,"","Denver Broncos / 5th / 125th pick / 1981"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Barney Chavous",34,"12",15,"6.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 2nd / 36th pick / 1973"
"15","NT","Rubin Carter",33,"10",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 5th / 121st pick / 1975"
"16","RDE","Rulon Jones*",27,"5",16,"10.0 sacks, 0 interceptions, 3 fumbles recovered","Denver Broncos / 2nd / 42nd pick / 1980"
"17","LOLB","Jim Ryan",28,"6",14,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"18","LILB","Karl Mecklenburg*+",25,"2",9,"13.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 12th / 310th pick / 1983"
"19","RILB","Steve Busick",27,"4",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Denver Broncos / 7th / 181st pick / 1981"
"20","ROLB","Ken Woodard",25,"3",9,"3.0 sacks, 1 interception, 0 fumbles recovered","Denver Broncos / 10th / 274th pick / 1982"
"21","LCB","Louis Wright*",32,"10",15,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 17th pick / 1975"
"22","RCB","Mike Harden",26,"5",16,"1.0 sacks, 5 interceptions, 2 fumbles recovered","Denver Broncos / 5th / 131st pick / 1980"
"23","SS","Dennis Smith*",26,"4",12,"4.0 sacks, 3 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 15th pick / 1981"
"24","FS","Steve Foley",32,"9",11,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Denver Broncos / 8th / 199th pick / 1975"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Rich Karlis",26,"3",0,"23 of 38 field goals & 41 of 44 extra points",""
"27","P","Chris Norman",23,"1",0,"92 punts for a 40.9 average, 2 blocked",""
"28","PR","Vance Johnson",22,"Rook",7,"30 punt returns for a 8.7 average and 0 td","Denver Broncos / 2nd / 31st pick / 1985"
"29","KR","Vance Johnson",22,"Rook",7,"30 kick returns for a 24.7 average and 0 td","Denver Broncos / 2nd / 31st pick / 1985"
