"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mike Livingston",32,"9",11,"143 for 282, 1,823 yards, 9 td, 15 int, & 19 rushes for 78 yards and 1 td","Kansas City Chiefs / 2nd / 48th pick / 1968"
"3","RB","Tony Reed",22,"Rook",8,"126 rushes for 505 yards, 2 td, & 12 catches for 125 yards and 0 td","Kansas City Chiefs / 2nd / 37th pick / 1977"
"4","FB","John Brockington",29,"6",7,"54 rushes for 161 yards, 1 td, & 19 catches for 222 yards and 1 td","Green Bay Packers / 1st / 9th pick / 1971"
"5","WR","Larry Brunson",28,"3",9,"20 catches for 295 yards, 0 td, & 2 rushes for 8 yards and 0 td","Denver Broncos / 11th / 263rd pick / 1972"
"6","WR","Henry Marshall",23,"1",13,"23 catches for 445 yards, 4 td, & 7 rushes for 11 yards and 0 td","Kansas City Chiefs / 3rd / 79th pick / 1976"
"7","TE","Walter White",26,"2",12,"48 catches for 674 yards, 5 td, & 2 rushes for -3 yards and 0 td","Pittsburgh Steelers / 3rd / 78th pick / 1975"
"8","LT","Matt Herkenhoff",26,"1",14,"","Kansas City Chiefs / 4th / 94th pick / 1974"
"9","LG","Bob Simmons",23,"Rook",11,"","New Orleans Saints / 3rd / 77th pick / 1976"
"10","C","Jack Rudnay",30,"7",14,"1 fumble recovered","Kansas City Chiefs / 4th / 101st pick / 1969"
"11","RG","Tom Condon",25,"3",14,"1 fumble recovered","Kansas City Chiefs / 10th / 250th pick / 1974"
"12","RT","Jim Nicholson",28,"3",12,"","Los Angeles Rams / 9th / 219th pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Whitney Paul",24,"1",13,"1 interception, 2 fumbles recovered","Kansas City Chiefs / 10th / 277th pick / 1976"
"15","LDT","Willie Lee",27,"1",10,"0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 5th / 137th pick / 1976"
"16","RDT","Keith Simons",23,"1",6,"","Kansas City Chiefs / 3rd / 63rd pick / 1976"
"17","RDE","Wilbur Young",28,"6",11,"0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 2nd / 39th pick / 1971"
"18","LLB","Billy Andrews",32,"10",14,"0 interceptions, 4 fumbles recovered","Cleveland Browns / 13th / 333rd pick / 1967"
"19","MLB","Willie Lanier",32,"10",14,"0 interceptions, 2 fumbles recovered","Kansas City Chiefs / 2nd / 50th pick / 1967"
"20","RLB","Jim Lynch",32,"10",11,"3 interceptions, 0 fumbles recovered","Kansas City Chiefs / 2nd / 47th pick / 1967"
"21","LCB","Gary Green",22,"Rook",10,"3 interceptions, 2 fumbles recovered","Kansas City Chiefs / 1st / 10th pick / 1977"
"22","RCB","Emmitt Thomas",34,"11",13,"1 interception, 0 fumbles recovered",""
"23","SS","Tim Gray",25,"2",9,"2 interceptions, 4 fumbles recovered","St. Louis Cardinals / 1st / 21st pick / 1975"
"24","FS","Gary Barbaro",23,"1",14,"8 interceptions, 3 fumbles recovered","Kansas City Chiefs / 3rd / 74th pick / 1976"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jan Stenerud",35,"10",0,"8 of 18 field goals & 27 of 28 extra points",""
"27","P","Jerrel Wilson",36,"14",0,"88 punts for a 39.9 average, 1 blocked","Kansas City Chiefs / 11th / 88th pick / 1963, Los Angeles Rams / 17th / 225th pick / 1963"
"28","PR","Larry Brunson",28,"3",9,"20 punt returns for a 5.4 average and 0 td","Denver Broncos / 11th / 263rd pick / 1972"
"29","KR","Lawrence Williams",24,"1",5,"17 kick returns for a 18.8 average and 0 td","New England Patriots / 7th / 172nd pick / 1975"
