"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Doug Flutie",39,"15",16,"294 for 521, 3,464 yards, 15 td, 18 int, & 53 rushes for 192 yards and 1 td","Los Angeles Rams / 11th / 285th pick / 1985"
"3","RB","LaDainian Tomlinson",22,"Rook",16,"339 rushes for 1,236 yards, 10 td, & 59 catches for 367 yards and 0 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","FB","Fred McCrary",29,"6",12,"2 rushes for 3 yards, 0 td, & 13 catches for 71 yards and 0 td","Philadelphia Eagles / 6th / 208th pick / 1995"
"5","WR","Curtis Conway",30,"8",16,"71 catches for 1,125 yards, 6 td, & 7 rushes for 116 yards and 1 td","Chicago Bears / 1st / 7th pick / 1993"
"6","WR","Jeff Graham",32,"10",11,"52 catches for 811 yards, 5 td","Pittsburgh Steelers / 2nd / 46th pick / 1991"
"7","TE","Steve Heiden",25,"2",10,"8 catches for 55 yards, 1 td","San Diego Chargers / 3rd / 69th pick / 1999"
"8","TE","Freddie Jones",27,"4",9,"35 catches for 388 yards, 4 td","San Diego Chargers / 2nd / 45th pick / 1997"
"9","LT","Damion McIntosh",24,"1",14,"","San Diego Chargers / 3rd / 83rd pick / 2000"
"10","LG","Raleigh Roundtree",26,"3",16,"1 fumble recovered","San Diego Chargers / 4th / 109th pick / 1997"
"11","C","Kendyl Jacox",26,"3",16,"2 fumbles recovered",""
"12","RG","DeMingo Graham",28,"2",16,"1 fumble recovered",""
"13","RT","Vaughn Parker",30,"7",16,"","San Diego Chargers / 2nd / 63rd pick / 1994"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Raylee Johnson",31,"8",16,"","San Diego Chargers / 4th / 95th pick / 1993"
"16","DE","Marcellus Wiley*",27,"4",14,"","Buffalo Bills / 2nd / 52nd pick / 1997"
"17","LDT","Leonardo Carson",24,"1",13,"3.0 sacks, 0 interceptions, 2 fumbles recovered","San Diego Chargers / 4th / 113th pick / 2000"
"18","RDT","John Parrella",32,"8",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 2nd / 55th pick / 1993"
"19","MLB","Orlando Ruff",25,"2",14,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","LB","Gerald Dixon",32,"8",15,"","Cleveland Browns / 3rd / 78th pick / 1992"
"21","LB","Junior Seau*",32,"11",16,"","San Diego Chargers / 1st / 5th pick / 1990"
"22","LCB","Tay Cody",24,"Rook",11,"0.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 3rd / 67th pick / 2001"
"23","RCB","Ryan McNeil*",31,"8",16,"0.0 sacks, 8 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 33rd pick / 1993"
"24","SS","Rodney Harrison*",29,"7",14,"3.5 sacks, 2 interceptions, 1 fumble recovered","San Diego Chargers / 5th / 145th pick / 1994"
"25","FS","Rogers Beckett",24,"1",16,"0.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 2nd / 43rd pick / 2000"
