"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ken O'Brien",27,"3",12,"234 for 393, 2,696 yards, 13 td, 8 int, & 30 rushes for 61 yards and 0 td","New York Jets / 1st / 24th pick / 1983"
"3","RB","Freeman McNeil",28,"6",8,"121 rushes for 530 yards, 0 td, & 24 catches for 262 yards and 1 td","New York Jets / 1st / 3rd pick / 1981"
"4","FB","Roger Vick",23,"Rook",10,"77 rushes for 257 yards, 1 td, & 13 catches for 108 yards and 0 td","New York Jets / 1st / 21st pick / 1987"
"5","WR","Al Toon*",24,"2",11,"68 catches for 976 yards, 5 td","New York Jets / 1st / 10th pick / 1985"
"6","TE","Rocky Klever",28,"4",6,"14 catches for 152 yards, 0 td","New York Jets / 9th / 247th pick / 1982"
"7","TE","Mickey Shuler",31,"9",10,"43 catches for 434 yards, 3 td","New York Jets / 3rd / 61st pick / 1978"
"8","LT","Jim Sweeney",25,"3",12,"","New York Jets / 2nd / 37th pick / 1984"
"9","LG","Ted Banker",26,"3",9,"1 fumble recovered",""
"10","C","Guy Bingham",29,"7",11,"","New York Jets / 10th / 260th pick / 1980"
"11","RG","Joe Fields",34,"12",10,"1 fumble recovered","New York Jets / 14th / 349th pick / 1975"
"12","RT","Dan Alexander",32,"10",12,"2 fumbles recovered","New York Jets / 8th / 200th pick / 1977"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Marty Lyons",30,"8",13,"3.5 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 1st / 14th pick / 1979"
"15","NT","Joe Klecko",34,"10",7,"1.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 6th / 144th pick / 1977"
"16","RDE","Barry Bennett",32,"9",11,"1.5 sacks, 0 interceptions, 0 fumbles recovered","New Orleans Saints / 3rd / 60th pick / 1978"
"17","LOLB","Alex Gordon",23,"Rook",12,"5.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 2nd / 42nd pick / 1987"
"18","LILB","Troy Benson",24,"1",11,"","New York Jets / 5th / 120th pick / 1985"
"19","RILB","Kyle Clifton",25,"3",8,"","New York Jets / 3rd / 64th pick / 1984"
"20","ROLB","Bob Crable",28,"5",11,"2.5 sacks, 1 interception, 0 fumbles recovered","New York Jets / 1st / 23rd pick / 1982"
"21","LCB","Jerry Holmes",30,"7",7,"1.0 sacks, 1 interception, 0 fumbles recovered",""
"22","RCB","Carl Howard",26,"3",7,"2.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","SS","Rich Miano",25,"2",11,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New York Jets / 6th / 166th pick / 1985"
"24","FS","Harry Hamilton",25,"3",12,"0.0 sacks, 3 interceptions, 1 fumble recovered","New York Jets / 7th / 176th pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Pat Leahy",36,"13",0,"18 of 22 field goals & 31 of 31 extra points",""
"27","P","Dave Jennings",35,"13",0,"64 punts for a 38.2 average, 0 blocked",""
"28","PR","Jo-Jo Townsell",27,"2",0,"32 punt returns for a 11.9 average and 1 td","New York Jets / 3rd / 78th pick / 1983"
"29","KR","Bobby Humphery",26,"3",2,"18 kick returns for a 19.8 average and 0 td","New York Jets / 9th / 247th pick / 1983"
