"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brad Johnson",37,"11",9,"184 for 294, 1,885 yards, 12 td, 4 int, & 18 rushes for 53 yards and 0 td","Minnesota Vikings / 9th / 227th pick / 1992"
"3","RB","Mewelde Moore",23,"1",8,"155 rushes for 662 yards, 1 td, & 37 catches for 339 yards and 2 td","Minnesota Vikings / 4th / 119th pick / 2004"
"4","RB","Jermaine Wiggins",30,"5",8,"0 rushes for 0 yards, 0 td, & 69 catches for 568 yards and 1 td",""
"5","WR","Nate Burleson",24,"2",9,"30 catches for 328 yards, 1 td, & 2 rushes for -6 yards and 0 td","Minnesota Vikings / 3rd / 71st pick / 2003"
"6","WR","Marcus Robinson",30,"7",9,"31 catches for 515 yards, 5 td","Chicago Bears / 4th / 108th pick / 1997"
"7","WR","Travis Taylor",26,"5",13,"50 catches for 604 yards, 4 td, & 2 rushes for 3 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000"
"8","TE","Jim Kleinsasser",28,"6",16,"22 catches for 171 yards, 0 td","Minnesota Vikings / 2nd / 44th pick / 1999"
"9","LT","Bryant McKinnie",26,"3",16,"1 fumble recovered","Minnesota Vikings / 1st / 7th pick / 2002"
"10","LG","Chris Liwienski",30,"7",9,"","Detroit Lions / 7th / 207th pick / 1998"
"11","C","Melvin Fowler",26,"3",9,"","Cleveland Browns / 3rd / 76th pick / 2002"
"12","RG","Adam Goldberg",25,"1",12,"",""
"13","RT","Mike Rosenthal",28,"6",12,"","New York Giants / 5th / 149th pick / 1999"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Erasmus James",23,"Rook",9,"","Minnesota Vikings / 1st / 18th pick / 2005"
"16","DE","Darrion Scott",24,"1",15,"","Minnesota Vikings / 3rd / 88th pick / 2004"
"17","DT","Kevin Williams",25,"2",14,"","Minnesota Vikings / 1st / 9th pick / 2003"
"18","NT","Pat Williams",33,"8",16,"1.5 sacks, 0 interceptions, 1 fumble recovered",""
"19","MLB","Sam Cowart",30,"7",14,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 2nd / 39th pick / 1998"
"20","LB","E.J. Henderson",25,"2",14,"","Minnesota Vikings / 2nd / 40th pick / 2003"
"21","LB","Keith Newman",28,"6",10,"","Buffalo Bills / 4th / 119th pick / 1999"
"22","LCB","Antoine Winfield",28,"6",16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 23rd pick / 1999"
"23","RCB","Fred Smoot",26,"4",8,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Washington Redskins / 2nd / 45th pick / 2001"
"24","RCB","Brian Williams",26,"3",9,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Minnesota Vikings / 4th / 105th pick / 2002"
"25","SS","Corey Chavous",29,"7",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Arizona Cardinals / 2nd / 33rd pick / 1998"
"26","FS","Darren Sharper*",30,"8",14,"0.0 sacks, 9 interceptions, 1 fumble recovered","Green Bay Packers / 2nd / 60th pick / 1997"
