"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Marino",38,"16",11,"204 for 369, 2,448 yards, 12 td, 17 int, & 6 rushes for -6 yards and 0 td","Miami Dolphins / 1st / 27th pick / 1983"
"3","FB","Rob Konrad",23,"Rook",9,"9 rushes for 16 yards, 0 td, & 34 catches for 251 yards and 1 td","Miami Dolphins / 2nd / 43rd pick / 1999"
"4","WR","Tony Martin",34,"9",13,"67 catches for 1,037 yards, 5 td, & 1 rush for -6 yards and 0 td","New York Jets / 5th / 126th pick / 1989"
"5","WR","O.J. McDuffie",30,"6",10,"43 catches for 516 yards, 2 td","Miami Dolphins / 1st / 25th pick / 1993"
"6","TE","Troy Drayton",29,"6",13,"32 catches for 299 yards, 1 td","Los Angeles Rams / 2nd / 39th pick / 1993"
"7","LT","Richmond Webb",32,"9",14,"","Miami Dolphins / 1st / 9th pick / 1990"
"8","LG","Mark Dixon",29,"1",13,"",""
"9","C","Tim Ruddy",27,"5",16,"","Miami Dolphins / 2nd / 65th pick / 1994"
"10","RG","Kevin Donnalley",31,"8",9,"","Houston Oilers / 3rd / 79th pick / 1991"
"11","RT","James Brown",29,"6",14,"","Dallas Cowboys / 3rd / 82nd pick / 1992"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Rich Owens",27,"4",14,"","Washington Redskins / 5th / 152nd pick / 1995"
"14","DE","Jason Taylor",25,"2",15,"","Miami Dolphins / 3rd / 73rd pick / 1997"
"15","LDT","Tim Bowens",26,"5",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Miami Dolphins / 1st / 20th pick / 1994"
"16","RDT","Daryl Gardener",26,"3",15,"5.0 sacks, 0 interceptions, 1 fumble recovered","Miami Dolphins / 1st / 20th pick / 1996"
"17","MLB","Zach Thomas*+",26,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Miami Dolphins / 5th / 154th pick / 1996"
"18","LB","Robert Jones",30,"7",15,"","Dallas Cowboys / 1st / 24th pick / 1992"
"19","LB","Derrick Rodgers",28,"2",15,"","Miami Dolphins / 3rd / 92nd pick / 1997"
"20","LCB","Terrell Buckley",28,"7",11,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Green Bay Packers / 1st / 5th pick / 1992"
"21","RCB","Sam Madison*+",25,"2",16,"0.0 sacks, 7 interceptions, 0 fumbles recovered","Miami Dolphins / 2nd / 44th pick / 1997"
"22","SS","Calvin Jackson",27,"5",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"23","FS","Brock Marion",29,"6",16,"1.0 sacks, 2 interceptions, 1 fumble recovered","Dallas Cowboys / 7th / 196th pick / 1993"
