"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Carson Palmer",30,"5",16,"282 for 466, 3,094 yards, 21 td, 13 int, & 39 rushes for 93 yards and 3 td","Cincinnati Bengals / 1st / 1st pick / 2003"
"3","RB","Cedric Benson",27,"4",13,"301 rushes for 1,251 yards, 6 td, & 17 catches for 111 yards and 0 td","Chicago Bears / 1st / 4th pick / 2005"
"4","FB","Jeremi Johnson",29,"6",8,"4 rushes for 8 yards, 0 td, & 6 catches for 41 yards and 0 td","Cincinnati Bengals / 4th / 118th pick / 2003"
"5","WR","Laveranues Coles",32,"9",13,"43 catches for 514 yards, 5 td, & 2 rushes for 10 yards and 0 td","New York Jets / 3rd / 78th pick / 2000"
"6","TE","Daniel Coats",25,"2",11,"16 catches for 150 yards, 0 td",""
"7","TE","John Paul Foschi",27,"4",10,"27 catches for 260 yards, 2 td",""
"8","T","Andrew Whitworth",28,"3",16,"","Cincinnati Bengals / 2nd / 55th pick / 2006"
"9","LG","Nate Livings",27,"1",9,"",""
"10","C","Kyle Cook",26,"1",16,"",""
"11","RG","Bobbie Williams",33,"8",16,"","Philadelphia Eagles / 2nd / 61st pick / 2000"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Jonathan Fanene",27,"4",10,"","Cincinnati Bengals / 7th / 233rd pick / 2005"
"14","DE","Robert Geathers",26,"5",15,"","Cincinnati Bengals / 4th / 117th pick / 2004"
"15","LDT","Domata Peko",25,"3",11,"","Cincinnati Bengals / 4th / 123rd pick / 2006"
"16","RDT","Tank Johnson",28,"5",13,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Chicago Bears / 2nd / 47th pick / 2004"
"17","MLB","Dhani Jones",31,"8",16,"3.5 sacks, 0 interceptions, 2 fumbles recovered","New York Giants / 6th / 177th pick / 2000"
"18","LB","Rey Maualuga",22,"Rook",15,"","Cincinnati Bengals / 2nd / 38th pick / 2009"
"19","LB","Keith Rivers",23,"1",13,"","Cincinnati Bengals / 1st / 9th pick / 2008"
"20","LCB","Johnathan Joseph",25,"3",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 24th pick / 2006"
"21","RCB","Leon Hall",25,"2",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 18th pick / 2007"
"22","SS","Nedu Ndukwe",24,"2",12,"2.0 sacks, 1 interception, 0 fumbles recovered","Cincinnati Bengals / 7th / 253rd pick / 2007"
"23","FS","Chris Crocker",29,"6",13,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 84th pick / 2003"
