"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Dan Fouts*",34,"12",12,"254 for 430, 3,638 yards, 27 td, 20 int, & 11 rushes for -1 yards and 0 td","San Diego Chargers / 3rd / 64th pick / 1973"
"3","RB","Lionel James",23,"1",7,"105 rushes for 516 yards, 2 td, & 86 catches for 1,027 yards and 6 td","San Diego Chargers / 5th / 118th pick / 1984"
"4","FB","Tim Spencer",25,"Rook",15,"124 rushes for 478 yards, 10 td, & 11 catches for 135 yards and 0 td","San Diego Chargers / 11th / 307th pick / 1983"
"5","WR","Wes Chandler*",29,"7",13,"67 catches for 1,199 yards, 10 td, & 1 rush for 9 yards and 0 td","New Orleans Saints / 1st / 3rd pick / 1978"
"6","WR","Charlie Joiner",38,"16",14,"59 catches for 932 yards, 7 td","Houston Oilers / 4th / 93rd pick / 1969"
"7","TE","Eric Sievers",28,"4",11,"41 catches for 438 yards, 6 td","San Diego Chargers / 4th / 107th pick / 1981"
"8","LT","Jim Lachey",22,"Rook",16,"","San Diego Chargers / 1st / 12th pick / 1985"
"9","LG","Ed White",38,"16",16,"","Minnesota Vikings / 2nd / 39th pick / 1969"
"10","C","Don Macek",31,"9",15,"","San Diego Chargers / 2nd / 31st pick / 1976"
"11","RG","Dennis McKnight",26,"3",16,"",""
"12","RT","Sam Claphan",29,"4",12,"1 fumble recovered","Cleveland Browns / 2nd / 47th pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Lee Williams",23,"1",16,"9.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 1st / 6th pick / 1984 Supp"
"15","NT","Chuck Ehin",24,"2",15,"1.5 sacks, 0 interceptions, 1 fumble recovered","San Diego Chargers / 12th / 329th pick / 1983"
"16","RDE","Earl Wilson",27,"Rook",9,"3.0 sacks, 0 interceptions, 1 fumble recovered",""
"17","LOLB","Linden King",30,"7",16,"6.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 3rd / 77th pick / 1977"
"18","LILB","Mike Green",24,"2",15,"1.0 sacks, 2 interceptions, 2 fumbles recovered","San Diego Chargers / 9th / 245th pick / 1983"
"19","RILB","Billy Ray Smith",24,"2",15,"2.0 sacks, 1 interception, 3 fumbles recovered","San Diego Chargers / 1st / 5th pick / 1983"
"20","ROLB","Woodrow Lowe",31,"9",14,"5.5 sacks, 3 interceptions, 0 fumbles recovered","San Diego Chargers / 5th / 131st pick / 1976"
"21","LCB","John Hendy",23,"Rook",10,"0.0 sacks, 4 interceptions, 1 fumble recovered","San Diego Chargers / 3rd / 69th pick / 1985"
"22","RCB","Danny Walters",25,"2",16,"0.0 sacks, 5 interceptions, 1 fumble recovered","San Diego Chargers / 4th / 95th pick / 1983"
"23","SS","Gill Byrd",24,"2",16,"0.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 1st / 22nd pick / 1983"
"24","FS","Jeffery Dale",23,"Rook",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 55th pick / 1985"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Bob Thomas",33,"10",0,"18 of 28 field goals & 51 of 55 extra points","Los Angeles Rams / 15th / 388th pick / 1974"
"27","P","Ralf Mojsiejenko",22,"Rook",0,"68 punts for a 42.4 average, 0 blocked","San Diego Chargers / 4th / 96th pick / 1985"
"28","PR","Lionel James",23,"1",7,"25 punt returns for a 8.5 average and 0 td","San Diego Chargers / 5th / 118th pick / 1984"
"29","KR","Lionel James",23,"1",7,"36 kick returns for a 21.6 average and 0 td","San Diego Chargers / 5th / 118th pick / 1984"
