"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Grogan",24,"2",14,"160 for 305, 2,162 yards, 17 td, 21 int, & 61 rushes for 324 yards and 1 td","New England Patriots / 5th / 116th pick / 1975"
"3","RB","Don Calhoun",25,"3",14,"198 rushes for 727 yards, 4 td, & 13 catches for 152 yards and 0 td","Buffalo Bills / 10th / 249th pick / 1974"
"4","FB","Sam Cunningham",27,"4",14,"270 rushes for 1,015 yards, 4 td, & 42 catches for 370 yards and 1 td","New England Patriots / 1st / 11th pick / 1973"
"5","WR","Stanley Morgan",22,"Rook",14,"21 catches for 443 yards, 3 td, & 1 rush for 10 yards and 0 td","New England Patriots / 1st / 25th pick / 1977"
"6","WR","Darryl Stingley",26,"4",14,"39 catches for 657 yards, 5 td, & 3 rushes for 33 yards and 1 td","New England Patriots / 1st / 19th pick / 1973"
"7","TE","Russ Francis*",24,"2",10,"16 catches for 229 yards, 4 td","New England Patriots / 1st / 16th pick / 1975"
"8","LT","Leon Gray",26,"4",11,"","Miami Dolphins / 3rd / 78th pick / 1973"
"9","LG","John Hannah",26,"4",11,"","New England Patriots / 1st / 4th pick / 1973"
"10","C","Bill Lenkaitis",31,"9",14,"","San Diego Chargers / 2nd / 43rd pick / 1968"
"11","RG","Sam Adams",29,"5",13,"1 fumble recovered",""
"12","RT","Tom Neville",34,"12",11,"","Boston Patriots / 7th / 55th pick / 1965, Pittsburgh Steelers / 9th / 115th pick / 1965"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mel Lunsford",27,"4",13,"","Oakland Raiders / 3rd / 72nd pick / 1972"
"15","NT","Ray Hamilton",26,"4",14,"0 interceptions, 2 fumbles recovered","New England Patriots / 14th / 342nd pick / 1973"
"16","RDE","Julius Adams",29,"6",14,"","New England Patriots / 2nd / 27th pick / 1971"
"17","LOLB","Steve Zabel",29,"7",10,"0 interceptions, 1 fumble recovered","Philadelphia Eagles / 1st / 6th pick / 1970"
"18","LILB","Steve Nelson",26,"3",13,"0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 34th pick / 1974"
"19","RILB","Sam Hunt",26,"3",13,"2 interceptions, 0 fumbles recovered","New England Patriots / 15th / 374th pick / 1974"
"20","ROLB","Pete Barnes",32,"10",11,"1 interception, 1 fumble recovered","Houston Oilers / 6th / 136th pick / 1967"
"21","LCB","Bob Howard",33,"10",12,"4 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 48th pick / 1967"
"22","RCB","Mike Haynes*",24,"1",14,"5 interceptions, 2 fumbles recovered","New England Patriots / 1st / 5th pick / 1976"
"23","SS","Prentice McCray",26,"3",14,"4 interceptions, 1 fumble recovered","Detroit Lions / 8th / 200th pick / 1973"
"24","FS","Tim Fox",24,"1",14,"3 interceptions, 1 fumble recovered","New England Patriots / 1st / 21st pick / 1976"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","John Smith",28,"3",0,"15 of 21 field goals & 33 of 33 extra points",""
"27","P","Mike Patrick",25,"2",0,"65 punts for a 36.2 average, 3 blocked",""
"28","PR","Mike Haynes*",24,"1",14,"24 punt returns for a 8.3 average and 0 td","New England Patriots / 1st / 5th pick / 1976"
"29","KR","Raymond Clayborn",22,"Rook",2,"28 kick returns for a 31.0 average and 3 td","New England Patriots / 1st / 16th pick / 1977"
