"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Sanchez",26,"3",15,"246 for 453, 2,883 yards, 13 td, 18 int, & 22 rushes for 28 yards and 0 td","New York Jets / 1st / 5th pick / 2009"
"3","RB","Shonn Greene",27,"3",14,"276 rushes for 1,063 yards, 8 td, & 19 catches for 151 yards and 0 td","New York Jets / 3rd / 65th pick / 2009"
"4","FB","Lex Hilliard",28,"4",9,"8 rushes for 31 yards, 0 td, & 4 catches for 23 yards and 0 td","Miami Dolphins / 6th / 204th pick / 2008"
"5","WR","Stephen Hill",21,"Rook",8,"21 catches for 252 yards, 3 td","New York Jets / 2nd / 43rd pick / 2012"
"6","TE","Jeff Cumberland",25,"2",12,"29 catches for 359 yards, 3 td",""
"7","LT","D'Brickashaw Ferguson",29,"6",16,"","New York Jets / 1st / 4th pick / 2006"
"8","T","Mike DeVito",28,"5",15,"",""
"9","LG","Matt Slauson",26,"3",16,"","New York Jets / 6th / 193rd pick / 2009"
"10","C","Nick Mangold",28,"6",16,"","New York Jets / 1st / 29th pick / 2006"
"11","RG","Brandon Moore",32,"9",16,"",""
"12","RT","Austin Howard",25,"2",16,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Muhammad Wilkerson",23,"1",15,"","New York Jets / 1st / 30th pick / 2011"
"15","NT","Sione Pouha",33,"7",10,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New York Jets / 3rd / 88th pick / 2005"
"16","MLB","David Harris",28,"5",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 2nd / 47th pick / 2007"
"17","LB","Calvin Pace",32,"9",16,"","Arizona Cardinals / 1st / 18th pick / 2003"
"18","LB","Bart Scott",32,"10",13,"",""
"19","LB","Bryan Thomas",33,"10",10,"","New York Jets / 1st / 22nd pick / 2002"
"20","CB","Antonio Cromartie*",28,"6",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 19th pick / 2006"
"21","CB","Kyle Wilson",25,"2",15,"0.0 sacks, 1 interception, 1 fumble recovered","New York Jets / 1st / 29th pick / 2010"
"22","S","Yeremiah Bell",34,"8",16,"1.0 sacks, 0 interceptions, 3 fumbles recovered","Miami Dolphins / 6th / 213th pick / 2003"
"23","S","LaRon Landry*",28,"5",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 6th pick / 2007"
