"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Teddy Bridgewater",22,"Rook",12,"259 for 402, 2,919 yards, 14 td, 12 int, & 47 rushes for 209 yards and 1 td","Minnesota Vikings / 1st / 32nd pick / 2014"
"3","RB","Matt Asiata",27,"2",9,"164 rushes for 570 yards, 9 td, & 44 catches for 312 yards and 1 td",""
"4","WR","Greg Jennings",31,"8",13,"59 catches for 742 yards, 6 td","Green Bay Packers / 2nd / 52nd pick / 2006"
"5","TE","Rhett Ellison",26,"2",13,"19 catches for 208 yards, 1 td","Minnesota Vikings / 4th / 128th pick / 2012"
"6","TE","Kyle Rudolph",25,"3",8,"24 catches for 231 yards, 2 td","Minnesota Vikings / 2nd / 43rd pick / 2011"
"7","LT","Matt Kalil",25,"2",16,"","Minnesota Vikings / 1st / 4th pick / 2012"
"8","LG","Charlie Johnson",30,"8",14,"","Indianapolis Colts / 6th / 199th pick / 2006"
"9","C","John Sullivan",29,"6",16,"","Minnesota Vikings / 6th / 187th pick / 2008"
"10","RG","Joe Berger",32,"9",9,"","Carolina Panthers / 6th / 207th pick / 2005"
"11","RT","Phil Loadholt",28,"5",11,"1 fumble recovered","Minnesota Vikings / 2nd / 54th pick / 2009"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Everson Griffen",27,"4",16,"","Minnesota Vikings / 4th / 100th pick / 2010"
"14","DE","Brian Robison",31,"7",16,"","Minnesota Vikings / 4th / 102nd pick / 2007"
"15","DT","Sharrif Floyd",23,"1",11,"","Minnesota Vikings / 1st / 23rd pick / 2013"
"16","NT","Linval Joseph",26,"4",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","New York Giants / 2nd / 46th pick / 2010"
"17","MLB","Jasper Brinkley",29,"5",11,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Minnesota Vikings / 5th / 150th pick / 2009"
"18","LB","Anthony Barr",22,"Rook",12,"","Minnesota Vikings / 1st / 9th pick / 2014"
"19","LB","Chad Greenway",31,"7",12,"","Minnesota Vikings / 1st / 17th pick / 2006"
"20","LCB","Captain Munnerlyn",26,"5",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Carolina Panthers / 7th / 216th pick / 2009"
"21","RCB","Xavier Rhodes",24,"1",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Minnesota Vikings / 1st / 25th pick / 2013"
"22","SS","Robert Blanton",25,"2",13,"0.0 sacks, 1 interception, 1 fumble recovered","Minnesota Vikings / 5th / 139th pick / 2012"
"23","FS","Harrison Smith",25,"2",16,"3.0 sacks, 5 interceptions, 0 fumbles recovered","Minnesota Vikings / 1st / 29th pick / 2012"
