"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jeff Garcia*",30,"1",16,"355 for 561, 4,278 yards, 31 td, 10 int, & 72 rushes for 414 yards and 4 td",""
"3","RB","Charlie Garner*",28,"6",15,"258 rushes for 1,142 yards, 7 td, & 68 catches for 647 yards and 3 td","Philadelphia Eagles / 2nd / 42nd pick / 1994"
"4","FB","Fred Beasley",26,"2",15,"50 rushes for 147 yards, 3 td, & 31 catches for 233 yards and 3 td","San Francisco 49ers / 6th / 180th pick / 1998"
"5","WR","Terrell Owens*+",27,"4",13,"97 catches for 1,451 yards, 13 td, & 3 rushes for 11 yards and 0 td","San Francisco 49ers / 3rd / 89th pick / 1996"
"6","WR","Jerry Rice",38,"15",16,"75 catches for 805 yards, 7 td, & 1 rush for -2 yards and 0 td","San Francisco 49ers / 1st / 16th pick / 1985"
"7","TE","Greg Clark",28,"3",15,"38 catches for 342 yards, 2 td","San Francisco 49ers / 3rd / 77th pick / 1997"
"8","LT","Derrick Deese",30,"6",13,"",""
"9","LG","Ray Brown",38,"14",16,"1 fumble recovered","St. Louis Cardinals / 8th / 201st pick / 1986"
"10","C","Jeremy Newberry",24,"1",16,"","San Francisco 49ers / 2nd / 58th pick / 1998"
"11","RG","Dave Fiore",26,"2",15,"",""
"12","RT","Scott Gragg",28,"5",16,"1 fumble recovered","New York Giants / 2nd / 54th pick / 1995"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","John Engelberger",24,"Rook",13,"","San Francisco 49ers / 2nd / 35th pick / 2000"
"15","DE","Anthony Pleasant",32,"10",16,"","Cleveland Browns / 3rd / 73rd pick / 1990"
"16","LDT","Bryant Young",28,"6",15,"9.5 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 7th pick / 1994"
"17","RDT","Brentson Buckner",29,"6",16,"7.0 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 2nd / 50th pick / 1994"
"18","LILB","Ken Norton",34,"12",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 2nd / 41st pick / 1988"
"19","RILB","Winfred Tubbs",30,"6",14,"2.0 sacks, 1 interception, 1 fumble recovered","New Orleans Saints / 3rd / 79th pick / 1994"
"20","LCB","Ahmed Plummer",24,"Rook",14,"","San Francisco 49ers / 1st / 24th pick / 2000"
