"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jon Kitna",34,"9",16,"372 for 596, 4,208 yards, 21 td, 22 int, & 34 rushes for 156 yards and 2 td",""
"3","RB","Kevin Jones",24,"2",12,"181 rushes for 689 yards, 6 td, & 61 catches for 520 yards and 2 td","Detroit Lions / 1st / 30th pick / 2004"
"4","WR","Mike Furrey",29,"3",14,"98 catches for 1,086 yards, 6 td",""
"5","WR","Roy Williams*",25,"2",16,"82 catches for 1,310 yards, 7 td, & 2 rushes for 2 yards and 0 td","Detroit Lions / 1st / 7th pick / 2004"
"6","TE","Dan Campbell",30,"7",11,"21 catches for 308 yards, 4 td","New York Giants / 3rd / 79th pick / 1999"
"7","LT","Jeff Backus",29,"5",16,"","Detroit Lions / 1st / 18th pick / 2001"
"8","C","Dominic Raiola",28,"5",16,"1 fumble recovered","Detroit Lions / 2nd / 50th pick / 2001"
"9","","Defensive Starters",NA,"",NA,"",""
"10","DE","Jared DeVries",30,"7",9,"","Detroit Lions / 3rd / 70th pick / 1999"
"11","DE","Kalimba Edwards",27,"4",10,"","Detroit Lions / 2nd / 35th pick / 2002"
"12","DT","Cory Redding",26,"3",16,"","Detroit Lions / 3rd / 66th pick / 2003"
"13","MLB","Paris Lenon",29,"4",16,"0.0 sacks, 1 interception, 2 fumbles recovered",""
"14","LB","Boss Bailey",27,"3",12,"","Detroit Lions / 2nd / 34th pick / 2003"
"15","LB","Ernie Sims",22,"Rook",16,"","Detroit Lions / 1st / 9th pick / 2006"
"16","LCB","Fernando Bryant",29,"7",10,"0.0 sacks, 0 interceptions, 1 fumble recovered","Jacksonville Jaguars / 1st / 26th pick / 1999"
"17","RCB","Dre' Bly",29,"7",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","St. Louis Rams / 2nd / 41st pick / 1999"
"18","SS","Kenoy Kennedy",29,"6",9,"1.0 sacks, 2 interceptions, 1 fumble recovered","Denver Broncos / 2nd / 45th pick / 2000"
"19","FS","Terrence Holt",26,"3",15,"0.5 sacks, 3 interceptions, 1 fumble recovered","Detroit Lions / 5th / 137th pick / 2003"
