"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Tim Couch",24,"2",16,"272 for 454, 3,040 yards, 17 td, 21 int, & 38 rushes for 128 yards and 0 td","Cleveland Browns / 1st / 1st pick / 1999"
"3","RB","James Jackson",25,"Rook",10,"195 rushes for 554 yards, 2 td, & 7 catches for 56 yards and 0 td","Cleveland Browns / 3rd / 65th pick / 2001"
"4","WR","Kevin Johnson",25,"2",16,"84 catches for 1,097 yards, 9 td","Cleveland Browns / 2nd / 32nd pick / 1999"
"5","WR","Quincy Morgan",24,"Rook",9,"30 catches for 432 yards, 2 td, & 2 rushes for 27 yards and 0 td","Cleveland Browns / 2nd / 33rd pick / 2001"
"6","TE","O.J. Santiago",27,"4",12,"17 catches for 153 yards, 2 td","Atlanta Falcons / 3rd / 70th pick / 1997"
"7","LT","Roman Oben",29,"5",13,"","New York Giants / 3rd / 66th pick / 1996"
"8","LG","Ross Verba",28,"4",15,"","Green Bay Packers / 1st / 30th pick / 1997"
"9","C","Dave Wohlabaugh",29,"6",16,"","New England Patriots / 4th / 112th pick / 1995"
"10","RG","Jeremy McKinney",25,"Rook",9,"",""
"11","RT","Roger Chanoine",25,"2",16,"",""
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Tyrone Rogers",27,"2",10,"",""
"14","LDT","Gerard Warren",23,"Rook",15,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Cleveland Browns / 1st / 3rd pick / 2001"
"15","MLB","Wali Rainer",24,"2",13,"1.0 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 4th / 124th pick / 1999"
"16","LB","Jamir Miller*+",28,"7",16,"","Arizona Cardinals / 1st / 10th pick / 1994"
"17","LB","Dwayne Rudd",25,"4",16,"","Minnesota Vikings / 1st / 20th pick / 1997"
"18","LCB","Corey Fuller",30,"6",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Minnesota Vikings / 2nd / 55th pick / 1995"
"19","RCB","Daylon McCutcheon",25,"2",15,"2.0 sacks, 4 interceptions, 0 fumbles recovered","Cleveland Browns / 3rd / 62nd pick / 1999"
"20","SS","Earl Little",28,"3",16,"1.0 sacks, 5 interceptions, 0 fumbles recovered",""
"21","FS","Percy Ellsworth",27,"5",9,"1.0 sacks, 1 interception, 0 fumbles recovered",""
