"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Malone",28,"6",14,"216 for 425, 2,444 yards, 15 td, 18 int, & 31 rushes for 107 yards and 5 td","Pittsburgh Steelers / 1st / 28th pick / 1980"
"3","RB","Walter Abercrombie",27,"4",16,"214 rushes for 877 yards, 6 td, & 47 catches for 395 yards and 2 td","Pittsburgh Steelers / 1st / 12th pick / 1982"
"4","FB","Earnest Jackson*",27,"3",13,"216 rushes for 910 yards, 5 td, & 17 catches for 169 yards and 0 td","San Diego Chargers / 8th / 202nd pick / 1983"
"5","WR","Louis Lipps",24,"2",12,"38 catches for 590 yards, 3 td, & 4 rushes for -3 yards and 0 td","Pittsburgh Steelers / 1st / 23rd pick / 1984"
"6","WR","John Stallworth",34,"12",9,"34 catches for 466 yards, 1 td","Pittsburgh Steelers / 4th / 82nd pick / 1974"
"7","TE","Preston Gothard",24,"1",16,"21 catches for 246 yards, 1 td",""
"8","LT","Ray Pinney",32,"10",15,"","Pittsburgh Steelers / 2nd / 37th pick / 1976"
"9","LG","Craig Wolfley",28,"6",9,"1 fumble recovered","Pittsburgh Steelers / 5th / 138th pick / 1980"
"10","C","Mike Webster",34,"12",12,"","Pittsburgh Steelers / 5th / 125th pick / 1974"
"11","RG","Terry Long",27,"2",16,"1 fumble recovered","Pittsburgh Steelers / 4th / 111th pick / 1984"
"12","RT","Tunch Ilkin",29,"6",15,"","Pittsburgh Steelers / 6th / 165th pick / 1980"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Keith Willis",27,"4",16,"12.0 sacks, 0 interceptions, 0 fumbles recovered",""
"15","NT","Gary Dunn",33,"10",16,"2.5 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 159th pick / 1976"
"16","RDE","Edmund Nelson",26,"4",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 7th / 172nd pick / 1982"
"17","LOLB","Mike Merriweather*",26,"4",16,"6.0 sacks, 2 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 3rd / 70th pick / 1982"
"18","LILB","David Little",27,"5",16,"0.5 sacks, 0 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 7th / 183rd pick / 1981"
"19","RILB","Robin Cole",31,"9",16,"0.5 sacks, 0 interceptions, 2 fumbles recovered","Pittsburgh Steelers / 1st / 21st pick / 1977"
"20","ROLB","Bryan Hinkle",27,"4",16,"4.5 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 156th pick / 1981"
"21","LCB","John Swain",27,"5",10,"","Minnesota Vikings / 4th / 101st pick / 1981"
"22","RCB","Harvey Clayton",25,"3",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"23","SS","Donnie Shell",34,"12",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered",""
"24","FS","Eric Williams",26,"3",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 164th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Gary Anderson",27,"4",0,"21 of 32 field goals & 32 of 32 extra points","Buffalo Bills / 7th / 171st pick / 1982"
"27","P","Harry Newsome",23,"1",0,"86 punts for a 40.1 average, 3 blocked","Pittsburgh Steelers / 8th / 214th pick / 1985"
"28","PR","Rick Woods",27,"4",0,"33 punt returns for a 8.9 average and 0 td","Pittsburgh Steelers / 4th / 97th pick / 1982"
"29","KR","Lupe Sanchez",25,"Rook",4,"25 kick returns for a 23.6 average and 0 td","Kansas City Chiefs / 2nd / 34th pick / 1984 Supp"
