"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Ron Jaworski",32,"9",16,"235 for 446, 3,315 yards, 20 td, 18 int, & 25 rushes for 129 yards and 1 td","Los Angeles Rams / 2nd / 37th pick / 1973"
"3","RB","Michael Williams",22,"Rook",9,"103 rushes for 385 yards, 0 td, & 17 catches for 142 yards and 0 td","Philadelphia Eagles / 4th / 89th pick / 1983"
"4","FB","Hubie Oliver",26,"2",16,"121 rushes for 434 yards, 1 td, & 49 catches for 421 yards and 2 td","Philadelphia Eagles / 10th / 275th pick / 1981"
"5","WR","Harold Carmichael",34,"12",11,"38 catches for 515 yards, 3 td","Philadelphia Eagles / 7th / 161st pick / 1971"
"6","WR","Mike Quick*+",24,"1",16,"69 catches for 1,409 yards, 13 td","Philadelphia Eagles / 1st / 20th pick / 1982"
"7","TE","Vyto Kab",24,"1",14,"18 catches for 195 yards, 1 td","Philadelphia Eagles / 3rd / 78th pick / 1982"
"8","LT","Stan Walters",35,"11",10,"2 fumbles recovered","Cincinnati Bengals / 9th / 210th pick / 1972"
"9","LG","Steve Kenney",28,"3",16,"",""
"10","C","Guy Morriss",32,"10",16,"","Philadelphia Eagles / 2nd / 28th pick / 1973"
"11","RG","Ron Baker",29,"5",16,"1 fumble recovered","Baltimore Colts / 10th / 277th pick / 1977"
"12","RT","Jerry Sisemore",32,"10",13,"","Philadelphia Eagles / 1st / 3rd pick / 1973"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dennis Harrison",27,"5",16,"11.5 sacks, 0 interceptions, 1 fumble recovered","Philadelphia Eagles / 4th / 92nd pick / 1978"
"15","NT","Ken Clarke",27,"5",16,"1.0 sacks, 0 interceptions, 3 fumbles recovered",""
"16","RDE","Carl Hairston",31,"7",11,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Philadelphia Eagles / 7th / 191st pick / 1976"
"17","LOLB","Reggie Wilkes",27,"5",12,"","Philadelphia Eagles / 3rd / 66th pick / 1978"
"18","LILB","Jerry Robinson",27,"4",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Philadelphia Eagles / 1st / 21st pick / 1979"
"19","RILB","Anthony Griggs",23,"1",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Philadelphia Eagles / 4th / 105th pick / 1982"
"20","ROLB","Joel Williams",27,"4",16,"2.5 sacks, 0 interceptions, 1 fumble recovered",""
"21","LCB","Roynell Young",26,"3",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Philadelphia Eagles / 1st / 23rd pick / 1980"
"22","RCB","Herm Edwards",29,"6",16,"0.0 sacks, 1 interception, 0 fumbles recovered",""
"23","SS","Randy Logan",32,"10",12,"0.0 sacks, 1 interception, 1 fumble recovered","Philadelphia Eagles / 3rd / 55th pick / 1973"
"24","FS","Wes Hopkins",22,"Rook",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 2nd / 35th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Tony Franklin",27,"4",0,"15 of 26 field goals & 24 of 27 extra points","Philadelphia Eagles / 3rd / 74th pick / 1979"
"27","P","Max Runager",27,"4",0,"59 punts for a 41.7 average, 0 blocked","Philadelphia Eagles / 8th / 211th pick / 1979"
"28","PR","John Sciarra",29,"5",0,"22 punt returns for a 5.2 average and 0 td","Chicago Bears / 4th / 103rd pick / 1976"
"29","KR","Glen Young",23,"Rook",0,"26 kick returns for a 21.0 average and 0 td","Philadelphia Eagles / 3rd / 62nd pick / 1983"
