"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Neil O'Donnell",32,"7",11,"212 for 343, 2,216 yards, 15 td, 4 int, & 13 rushes for 34 yards and 0 td","Pittsburgh Steelers / 3rd / 70th pick / 1990"
"3","RB","Corey Dillon",24,"1",15,"262 rushes for 1,130 yards, 4 td, & 28 catches for 178 yards and 1 td","Cincinnati Bengals / 2nd / 43rd pick / 1997"
"4","FB","Brian Milne",25,"2",14,"10 rushes for 41 yards, 1 td, & 26 catches for 124 yards and 0 td","Indianapolis Colts / 4th / 115th pick / 1996"
"5","WR","Carl Pickens",28,"6",16,"82 catches for 1,023 yards, 5 td, & 2 rushes for 4 yards and 0 td","Cincinnati Bengals / 2nd / 31st pick / 1992"
"6","WR","Darnay Scott",26,"4",13,"51 catches for 817 yards, 7 td, & 2 rushes for 10 yards and 0 td","Cincinnati Bengals / 2nd / 30th pick / 1994"
"7","TE","Tony McGee",27,"5",16,"22 catches for 363 yards, 1 td","Cincinnati Bengals / 2nd / 37th pick / 1993"
"8","LT","Kevin Sargent",29,"6",16,"",""
"9","LG","Rich Braham",28,"4",12,"","Arizona Cardinals / 3rd / 76th pick / 1994"
"10","C","Darrick Brilz",34,"11",16,"",""
"11","RG","Ken Blackman",26,"2",8,"","Cincinnati Bengals / 3rd / 69th pick / 1996"
"12","RT","Willie Anderson",23,"2",16,"1 fumble recovered","Cincinnati Bengals / 1st / 10th pick / 1996"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Michael Bankston",28,"6",16,"4.5 sacks, 0 interceptions, 1 fumble recovered","Phoenix Cardinals / 4th / 100th pick / 1992"
"15","NT","Kimo von Oelhoffen",27,"4",16,"","Cincinnati Bengals / 6th / 162nd pick / 1994"
"16","RDE","Clyde Simmons",34,"12",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 9th / 233rd pick / 1986"
"17","LOLB","James Francis",30,"8",14,"","Cincinnati Bengals / 1st / 12th pick / 1990"
"18","LILB","Brian Simmons",23,"Rook",12,"3.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 1st / 17th pick / 1998"
"19","RILB","Takeo Spikes",22,"Rook",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 13th pick / 1998"
"20","ROLB","Reinard Wilson",25,"1",15,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 1st / 14th pick / 1997"
"21","LCB","Ashley Ambrose",28,"6",15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Indianapolis Colts / 2nd / 29th pick / 1992"
"22","RCB","Artrell Hawkins",22,"Rook",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Cincinnati Bengals / 2nd / 43rd pick / 1998"
"23","SS","Sam Shade",25,"3",15,"1.0 sacks, 3 interceptions, 2 fumbles recovered","Cincinnati Bengals / 4th / 102nd pick / 1995"
"24","FS","Greg Myers",26,"2",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 5th / 144th pick / 1996"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Doug Pelfrey",28,"5",0,"19 of 27 field goals & 21 of 21 extra points","Cincinnati Bengals / 8th / 202nd pick / 1993"
"27","P","Lee Johnson",37,"13",0,"69 punts for a 44.7 average, 1 blocked","Houston Oilers / 5th / 138th pick / 1985"
"28","PR","Damon Gibson",23,"Rook",0,"27 punt returns for a 8.1 average and 1 td",""
"29","KR","Tremain Mack",24,"1",0,"45 kick returns for a 25.9 average and 1 td","Cincinnati Bengals / 4th / 111th pick / 1997"
