"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Blake Bortles",22,"Rook",13,"280 for 475, 2,908 yards, 11 td, 17 int, & 56 rushes for 419 yards and 0 td","Jacksonville Jaguars / 1st / 3rd pick / 2014"
"3","RB","Denard Robinson",24,"1",9,"135 rushes for 582 yards, 4 td, & 23 catches for 124 yards and 0 td","Jacksonville Jaguars / 5th / 135th pick / 2013"
"4","WR","Marqise Lee",23,"Rook",8,"37 catches for 422 yards, 1 td, & 3 rushes for 9 yards and 0 td","Jacksonville Jaguars / 2nd / 39th pick / 2014"
"5","WR","Allen Robinson",21,"Rook",8,"48 catches for 548 yards, 2 td","Jacksonville Jaguars / 2nd / 61st pick / 2014"
"6","WR","Cecil Shorts",27,"3",12,"53 catches for 557 yards, 1 td","Jacksonville Jaguars / 4th / 114th pick / 2011"
"7","TE","Clay Harbor",27,"4",8,"26 catches for 289 yards, 1 td","Philadelphia Eagles / 4th / 125th pick / 2010"
"8","TE","Marcedes Lewis",30,"8",8,"18 catches for 206 yards, 2 td","Jacksonville Jaguars / 1st / 28th pick / 2006"
"9","LT","Luke Joeckel",23,"1",16,"1 fumble recovered","Jacksonville Jaguars / 1st / 2nd pick / 2013"
"10","LG","Zane Beadles",28,"4",16,"","Denver Broncos / 2nd / 45th pick / 2010"
"11","C","Luke Bowanko",23,"Rook",14,"1 fumble recovered","Jacksonville Jaguars / 6th / 205th pick / 2014"
"12","RG","Brandon Linder",22,"Rook",15,"","Jacksonville Jaguars / 3rd / 93rd pick / 2014"
"13","RT","Austin Pasztor",24,"2",8,"",""
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Red Bryant",30,"6",16,"","Seattle Seahawks / 4th / 121st pick / 2008"
"16","DE","Chris Clemons",33,"10",16,"",""
"17","DT","Sen'Derrick Marks",27,"5",16,"","Tennessee Titans / 2nd / 62nd pick / 2009"
"18","DT","Roy Miller",27,"5",14,"","Tampa Bay Buccaneers / 3rd / 81st pick / 2009"
"19","MLB","J.T. Thomas",26,"3",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","Chicago Bears / 6th / 195th pick / 2011"
"20","LB","Geno Hayes",27,"6",11,"","Tampa Bay Buccaneers / 6th / 175th pick / 2008"
"21","LB","Telvin Smith",23,"Rook",9,"","Jacksonville Jaguars / 5th / 144th pick / 2014"
"22","LCB","Demetrius McCray",23,"1",12,"","Jacksonville Jaguars / 7th / 210th pick / 2013"
"23","RCB","Dwayne Gratz",24,"1",13,"0.0 sacks, 1 interception, 0 fumbles recovered","Jacksonville Jaguars / 3rd / 64th pick / 2013"
"24","SS","Jonathan Cyprien",24,"1",15,"","Jacksonville Jaguars / 2nd / 33rd pick / 2013"
"25","FS","Josh Evans",23,"1",14,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Jacksonville Jaguars / 6th / 169th pick / 2013"
