"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Warren Moon",42,14,10,"145 for 258, 1,632 yards, 11 td, 8 int, & 16 rushes for 10 yards and 0 td",""
"3","RB","Ricky Watters",29,6,16,"319 rushes for 1,239 yards, 9 td, & 52 catches for 373 yards and 0 td","San Francisco 49ers / 2nd / 45th pick / 1991"
"4","WR","Brian Blades",33,10,6,"15 catches for 184 yards, 0 td","Seattle Seahawks / 2nd / 49th pick / 1988"
"5","WR","Joey Galloway",27,3,16,"65 catches for 1,047 yards, 10 td, & 9 rushes for 26 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995"
"6","WR","Mike Pritchard",29,7,16,"58 catches for 742 yards, 3 td, & 1 rush for 17 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1991"
"7","TE","Christian Fauria",27,3,15,"37 catches for 377 yards, 2 td","Seattle Seahawks / 2nd / 39th pick / 1995"
"8","LT","Walter Jones",24,1,16,"","Seattle Seahawks / 1st / 6th pick / 1997"
"9","LG","Pete Kendall",25,2,16,"","Seattle Seahawks / 1st / 21st pick / 1996"
"10","C","Kevin Glover",35,13,8,"","Detroit Lions / 2nd / 34th pick / 1985"
"11","RG","Brian Habib",34,9,16,"2 fumbles recovered","Minnesota Vikings / 10th / 264th pick / 1988"
"12","RT","Howard Ballard",35,10,16,"2 fumbles recovered","Buffalo Bills / 11th / 283rd pick / 1987"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Michael Sinclair*",30,6,16,"16.5 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 6th / 155th pick / 1991"
"15","LDT","Sam Adams",25,4,11,"2.0 sacks, 1 interception, 1 fumble recovered","Seattle Seahawks / 1st / 8th pick / 1994"
"16","RDT","Cortez Kennedy*",30,8,15,"2.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 3rd pick / 1990"
"17","RDE","Phillip Daniels",25,2,15,"6.5 sacks, 0 interceptions, 2 fumbles recovered","Seattle Seahawks / 4th / 99th pick / 1996"
"18","LLB","Darrin Smith",28,5,12,"5.0 sacks, 3 interceptions, 2 fumbles recovered","Dallas Cowboys / 2nd / 54th pick / 1993"
"19","MLB","Dean Wells",28,5,8,"0.0 sacks, 1 interception, 0 fumbles recovered","Seattle Seahawks / 4th / 85th pick / 1993"
"20","RLB","Chad Brown*+",28,5,16,"7.5 sacks, 1 interception, 1 fumble recovered","Pittsburgh Steelers / 2nd / 44th pick / 1993"
"21","LCB","Shawn Springs*",23,1,16,"0.0 sacks, 7 interceptions, 2 fumbles recovered","Seattle Seahawks / 1st / 3rd pick / 1997"
"22","RCB","Willie Williams",28,5,14,"0.0 sacks, 2 interceptions, 1 fumble recovered","Pittsburgh Steelers / 6th / 162nd pick / 1993"
"23","SS","Jay Bellamy",26,4,16,"1.0 sacks, 3 interceptions, 2 fumbles recovered",""
"24","FS","Darryl Williams",28,6,16,"0.0 sacks, 3 interceptions, 3 fumbles recovered","Cincinnati Bengals / 1st / 28th pick / 1992"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Todd Peterson",28,4,0,"19 of 24 field goals & 41 of 41 extra points","New York Giants / 7th / 177th pick / 1993"
"27","P","Jeff Feagles",32,10,0,"81 punts for a 44.0 average, 0 blocked",""
"28","PR","Joey Galloway",27,3,16,"25 punt returns for a 10.0 average and 2 td","Seattle Seahawks / 1st / 8th pick / 1995"
"29","KR","Steve Broussard",31,8,0,"29 kick returns for a 26.9 average and 1 td","Atlanta Falcons / 1st / 20th pick / 1990"
