"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Jon Kitna",38,13,9,"209 for 318, 2,365 yards, 16 td, 12 int, & 31 rushes for 147 yards and 1 td",""
"3","RB","Marion Barber",27,5,10,"113 rushes for 374 yards, 4 td, & 11 catches for 49 yards and 0 td","Dallas Cowboys / 4th / 109th pick / 2005"
"4","WR","Miles Austin*",26,4,16,"69 catches for 1,041 yards, 7 td, & 7 rushes for 93 yards and 1 td",""
"5","WR","Roy Williams",29,6,9,"37 catches for 530 yards, 5 td","Detroit Lions / 1st / 7th pick / 2004"
"6","TE","Martellus Bennett",23,2,11,"33 catches for 260 yards, 0 td","Dallas Cowboys / 2nd / 61st pick / 2008"
"7","TE","Jason Witten*+",28,7,16,"94 catches for 1,002 yards, 9 td","Dallas Cowboys / 3rd / 69th pick / 2003"
"8","LT","Doug Free",26,3,16,"","Dallas Cowboys / 4th / 122nd pick / 2007"
"9","LG","Kyle Kosier",32,8,13,"","San Francisco 49ers / 7th / 248th pick / 2002"
"10","C","Andre Gurode*",32,8,16,"","Dallas Cowboys / 2nd / 37th pick / 2002"
"11","RG","Leonard Davis",32,9,16,"","Arizona Cardinals / 1st / 2nd pick / 2001"
"12","RT","Marc Colombo",32,8,15,"","Chicago Bears / 1st / 29th pick / 2002"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Stephen Bowen",26,4,9,"",""
"15","DE","Igor Olshansky",28,6,14,"","San Diego Chargers / 2nd / 35th pick / 2004"
"16","NT","Jay Ratliff*",29,5,16,"3.5 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 7th / 224th pick / 2005"
"17","LB","Keith Brooking",35,12,16,"","Atlanta Falcons / 1st / 12th pick / 1998"
"18","LB","Bradie James",29,7,16,"","Dallas Cowboys / 4th / 103rd pick / 2003"
"19","LB","Anthony Spencer",26,3,16,"","Dallas Cowboys / 1st / 26th pick / 2007"
"20","LB","DeMarcus Ware*",28,5,16,"","Dallas Cowboys / 1st / 11th pick / 2005"
"21","LCB","Terence Newman",32,7,16,"0.0 sacks, 5 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 5th pick / 2003"
"22","RCB","Mike Jenkins",25,2,16,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 1st / 25th pick / 2008"
"23","SS","Gerald Sensabaugh",27,5,14,"2.0 sacks, 5 interceptions, 0 fumbles recovered","Jacksonville Jaguars / 5th / 157th pick / 2005"
"24","FS","Alan Ball",25,3,16,"0.5 sacks, 2 interceptions, 0 fumbles recovered","Dallas Cowboys / 7th / 237th pick / 2007"
