"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Quincy Carter",26,"2",16,"292 for 505, 3,302 yards, 17 td, 21 int, & 68 rushes for 257 yards and 2 td","Dallas Cowboys / 2nd / 53rd pick / 2001"
"3","RB","Troy Hambrick",27,"3",16,"275 rushes for 972 yards, 5 td, & 17 catches for 99 yards and 0 td",""
"4","FB","Richie Anderson",32,"10",8,"70 rushes for 306 yards, 1 td, & 69 catches for 493 yards and 4 td","New York Jets / 6th / 144th pick / 1993"
"5","WR","Joey Galloway",32,"8",13,"34 catches for 672 yards, 2 td, & 4 rushes for 22 yards and 0 td","Seattle Seahawks / 1st / 8th pick / 1995"
"6","WR","Terry Glenn",29,"7",14,"52 catches for 754 yards, 5 td, & 3 rushes for 55 yards and 0 td","New England Patriots / 1st / 7th pick / 1996"
"7","TE","Dan Campbell",27,"4",16,"20 catches for 195 yards, 1 td","New York Giants / 3rd / 79th pick / 1999"
"8","LT","Flozell Adams*",28,"5",16,"1 fumble recovered","Dallas Cowboys / 2nd / 38th pick / 1998"
"9","LG","Larry Allen*",32,"9",16,"","Dallas Cowboys / 2nd / 46th pick / 1994"
"10","C","Matt Lehr",24,"2",16,"","Dallas Cowboys / 5th / 137th pick / 2001"
"11","RG","Andre Gurode",25,"1",15,"","Dallas Cowboys / 2nd / 37th pick / 2002"
"12","RT","Kurt Vollers",24,"1",8,"",""
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Ebenezer Ekuban",27,"4",14,"","Dallas Cowboys / 1st / 20th pick / 1999"
"15","DE","Greg Ellis",28,"5",15,"","Dallas Cowboys / 1st / 8th pick / 1998"
"16","LDT","Willie Blade",24,"Rook",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 3rd / 93rd pick / 2001"
"17","RDT","La'Roi Glover*",29,"7",16,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Oakland Raiders / 5th / 166th pick / 1996"
"18","MLB","Dat Nguyen",28,"4",16,"2.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 3rd / 85th pick / 1999"
"19","LB","Dexter Coakley*",31,"6",16,"","Dallas Cowboys / 3rd / 65th pick / 1997"
"20","LB","Alshermond Singleton",28,"6",15,"","Tampa Bay Buccaneers / 4th / 128th pick / 1997"
"21","LCB","Terence Newman",25,"Rook",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Dallas Cowboys / 1st / 5th pick / 2003"
"22","RCB","Mario Edwards",28,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 6th / 180th pick / 2000"
"23","SS","Darren Woodson",34,"11",16,"1.0 sacks, 1 interception, 2 fumbles recovered","Dallas Cowboys / 2nd / 37th pick / 1992"
