"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Eric Hipple",28,"5",15,"223 for 406, 2,952 yards, 17 td, 18 int, & 32 rushes for 89 yards and 2 td","Detroit Lions / 4th / 85th pick / 1980"
"3","RB","Wilbert Montgomery",31,"8",6,"75 rushes for 251 yards, 0 td, & 7 catches for 55 yards and 0 td","Philadelphia Eagles / 6th / 154th pick / 1977"
"4","FB","James Jones",24,"2",13,"244 rushes for 886 yards, 6 td, & 45 catches for 334 yards and 3 td","Detroit Lions / 1st / 13th pick / 1983"
"5","WR","Mark Nichols",26,"4",12,"36 catches for 592 yards, 4 td, & 1 rush for 15 yards and 0 td","Detroit Lions / 1st / 16th pick / 1981"
"6","WR","Leonard Thompson",33,"10",13,"51 catches for 736 yards, 5 td","Detroit Lions / 8th / 194th pick / 1975"
"7","TE","David Lewis",24,"1",15,"28 catches for 354 yards, 3 td","Detroit Lions / 1st / 20th pick / 1984"
"8","LT","Lomas Brown",22,"Rook",16,"","Detroit Lions / 1st / 6th pick / 1985"
"9","LG","Chris Dieterich",27,"5",7,"","Detroit Lions / 6th / 140th pick / 1980"
"10","C","Steve Mott",24,"2",16,"1 fumble recovered","Detroit Lions / 5th / 121st pick / 1983"
"11","RG","David Jones",24,"1",8,"1 fumble recovered","Detroit Lions / 8th / 214th pick / 1984"
"12","RT","Keith Dorney",28,"6",16,"","Detroit Lions / 1st / 10th pick / 1979"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Eric Williams",23,"1",12,"6.0 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 3rd / 62nd pick / 1984"
"15","NT","Doug English",32,"10",10,"2.5 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 38th pick / 1975"
"16","RDE","William Gay",30,"7",16,"7.5 sacks, 1 interception, 6 fumbles recovered","Denver Broncos / 2nd / 55th pick / 1978"
"17","LOLB","Jimmy Williams",25,"3",16,"7.5 sacks, 0 interceptions, 1 fumble recovered","Detroit Lions / 1st / 15th pick / 1982"
"18","LILB","August Curley",25,"2",14,"","Detroit Lions / 4th / 94th pick / 1983"
"19","RILB","Kurt Allerman",30,"8",7,"","St. Louis Cardinals / 3rd / 78th pick / 1977"
"20","ROLB","Angelo King",27,"4",9,"4.0 sacks, 0 interceptions, 0 fumbles recovered",""
"21","LCB","Bobby Watkins",25,"3",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","Detroit Lions / 2nd / 42nd pick / 1982"
"22","RCB","Bruce McNorton",26,"3",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Detroit Lions / 4th / 96th pick / 1982"
"23","SS","Demetrious Johnson",24,"2",16,"3.0 sacks, 3 interceptions, 5 fumbles recovered","Detroit Lions / 5th / 115th pick / 1983"
"24","FS","William Graham",26,"3",16,"1.0 sacks, 3 interceptions, 1 fumble recovered","Detroit Lions / 5th / 127th pick / 1982"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Eddie Murray",29,"5",0,"26 of 31 field goals & 31 of 33 extra points","Detroit Lions / 7th / 166th pick / 1980"
"27","P","Mike Black",24,"2",0,"73 punts for a 41.8 average, 0 blocked","Detroit Lions / 7th / 181st pick / 1983"
"28","PR","Pete Mandley",24,"1",0,"38 punt returns for a 10.6 average and 1 td","Detroit Lions / 2nd / 47th pick / 1984"
"29","KR","Alvin Hall",27,"4",0,"39 kick returns for a 22.7 average and 0 td",""
