"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Mark Brunell",34,"10",9,"118 for 237, 1,194 yards, 7 td, 6 int, & 19 rushes for 62 yards and 0 td","Green Bay Packers / 5th / 118th pick / 1993"
"3","RB","Chris Cooley",22,"Rook",9,"0 rushes for 0 yards, 0 td, & 37 catches for 314 yards and 6 td","Washington Redskins / 3rd / 81st pick / 2004"
"4","RB","Clinton Portis",23,"2",15,"343 rushes for 1,315 yards, 5 td, & 40 catches for 235 yards and 2 td","Denver Broncos / 2nd / 51st pick / 2002"
"5","WR","Laveranues Coles",27,"4",16,"90 catches for 950 yards, 1 td, & 3 rushes for -3 yards and 0 td","New York Jets / 3rd / 78th pick / 2000"
"6","WR","Rod Gardner",27,"3",14,"51 catches for 650 yards, 5 td, & 3 rushes for 7 yards and 0 td","Washington Redskins / 1st / 15th pick / 2001"
"7","TE","Robert Royal",25,"1",9,"8 catches for 70 yards, 4 td","Washington Redskins / 5th / 160th pick / 2002"
"8","LT","Chris Samuels",27,"4",16,"2 fumbles recovered","Washington Redskins / 1st / 3rd pick / 2000"
"9","LG","Derrick Dockery",24,"1",16,"","Washington Redskins / 3rd / 81st pick / 2003"
"10","C","Cory Raymer",31,"9",14,"","Washington Redskins / 2nd / 37th pick / 1995"
"11","RG","Randy Thomas",28,"5",15,"","New York Jets / 2nd / 57th pick / 1999"
"12","RT","Ray Brown",42,"18",14,"","St. Louis Cardinals / 8th / 201st pick / 1986"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Demetric Evans",25,"3",8,"",""
"15","DE","Renaldo Wynn",30,"7",16,"","Jacksonville Jaguars / 1st / 21st pick / 1997"
"16","LDT","Joe Salave'a",29,"6",9,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Tennessee Oilers / 4th / 107th pick / 1998"
"17","RDT","Cornelius Griffin",28,"4",15,"6.0 sacks, 0 interceptions, 1 fumble recovered","New York Giants / 2nd / 42nd pick / 2000"
"18","MLB","Antonio Pierce",26,"3",16,"1.0 sacks, 2 interceptions, 2 fumbles recovered",""
"19","LB","Lemar Marshall",28,"2",14,"",""
"20","LB","Marcus Washington*",27,"4",16,"","Indianapolis Colts / 2nd / 59th pick / 2000"
"21","LCB","Shawn Springs",29,"7",15,"6.0 sacks, 5 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 3rd pick / 1997"
"22","RCB","Fred Smoot",25,"3",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Washington Redskins / 2nd / 45th pick / 2001"
"23","SS","Ryan Clark",25,"2",11,"",""
"24","FS","Sean Taylor",21,"Rook",13,"1.0 sacks, 4 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 5th pick / 2004"
