"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Warren Moon*",33,"5",16,"280 for 464, 3,631 yards, 23 td, 14 int, & 70 rushes for 268 yards and 4 td",""
"3","RB","Mike Rozier",28,"4",10,"88 rushes for 301 yards, 2 td, & 4 catches for 28 yards and 0 td","Houston Oilers / 1st / 2nd pick / 1984 Supp"
"4","FB","Alonzo Highsmith",24,"2",16,"128 rushes for 531 yards, 4 td, & 18 catches for 201 yards and 2 td","Houston Oilers / 1st / 3rd pick / 1987"
"5","WR","Ernest Givins",25,"3",15,"55 catches for 794 yards, 3 td","Houston Oilers / 2nd / 34th pick / 1986"
"6","WR","Drew Hill",33,"10",12,"66 catches for 938 yards, 8 td","Los Angeles Rams / 12th / 328th pick / 1979"
"7","TE","Bob Mrosko",24,"Rook",14,"3 catches for 28 yards, 0 td","Houston Oilers / 9th / 244th pick / 1989"
"8","LT","Bruce Davis",33,"10",16,"","Oakland Raiders / 11th / 294th pick / 1979"
"9","LG","Mike Munchak*",29,"7",16,"","Houston Oilers / 1st / 8th pick / 1982"
"10","C","Jay Pennison",28,"3",12,"1 fumble recovered",""
"11","RG","Bruce Matthews*+",28,"6",16,"1 fumble recovered","Houston Oilers / 1st / 9th pick / 1983"
"12","RT","Dean Steinkuhler",28,"5",16,"","Houston Oilers / 1st / 2nd pick / 1984"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Ray Childress",27,"4",14,"8.5 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 1st / 3rd pick / 1985"
"15","NT","Doug Smith",29,"4",12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 2nd / 29th pick / 1984"
"16","RDE","Richard Byrd",27,"4",8,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Houston Oilers / 2nd / 36th pick / 1985"
"17","LOLB","Robert Lyles",28,"5",13,"2.0 sacks, 4 interceptions, 0 fumbles recovered","Houston Oilers / 5th / 114th pick / 1984"
"18","LILB","John Grimsley",27,"5",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 6th / 141st pick / 1984"
"19","RILB","Al Smith",25,"2",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 6th / 147th pick / 1987"
"20","ROLB","Johnny Meads",28,"5",16,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Houston Oilers / 3rd / 58th pick / 1984"
"21","LCB","Steve Brown",29,"6",16,"3.0 sacks, 5 interceptions, 0 fumbles recovered","Houston Oilers / 3rd / 83rd pick / 1983"
"22","RCB","Patrick Allen",28,"5",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","Houston Oilers / 4th / 100th pick / 1984"
"23","SS","Bubba McDowell",23,"Rook",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Houston Oilers / 3rd / 77th pick / 1989"
"24","FS","Jeff Donaldson",27,"5",14,"","Houston Oilers / 9th / 226th pick / 1984"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Tony Zendejas",29,"4",0,"25 of 37 field goals & 40 of 40 extra points","Washington Redskins / 1st / 27th pick / 1984 Supp"
"27","P","Greg Montgomery",25,"1",0,"56 punts for a 43.2 average, 2 blocked","Houston Oilers / 3rd / 72nd pick / 1988"
"28","PR","Kenny Johnson",31,"9",0,"19 punt returns for a 6.4 average and 0 td","Atlanta Falcons / 5th / 137th pick / 1980"
"29","KR","Kenny Johnson",31,"9",0,"21 kick returns for a 17.7 average and 0 td","Atlanta Falcons / 5th / 137th pick / 1980"
