"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Montana",32,"9",13,"238 for 397, 2,981 yards, 18 td, 10 int, & 38 rushes for 132 yards and 3 td","San Francisco 49ers / 3rd / 82nd pick / 1979"
"3","RB","Roger Craig*+",28,"5",15,"310 rushes for 1,502 yards, 9 td, & 76 catches for 534 yards and 1 td","San Francisco 49ers / 2nd / 49th pick / 1983"
"4","FB","Tom Rathman",26,"2",16,"102 rushes for 427 yards, 2 td, & 42 catches for 382 yards and 0 td","San Francisco 49ers / 3rd / 56th pick / 1986"
"5","WR","Jerry Rice*+",26,"3",16,"64 catches for 1,306 yards, 9 td, & 13 rushes for 107 yards and 1 td","San Francisco 49ers / 1st / 16th pick / 1985"
"6","WR","Mike Wilson",30,"7",11,"33 catches for 405 yards, 3 td","Dallas Cowboys / 9th / 246th pick / 1981"
"7","TE","Ron Heller",25,"1",8,"14 catches for 140 yards, 0 td",""
"8","LT","Steve Wallace",24,"2",16,"","San Francisco 49ers / 4th / 101st pick / 1986"
"9","LG","Jesse Sapolu",27,"5",16,"","San Francisco 49ers / 11th / 289th pick / 1983"
"10","C","Randy Cross",34,"12",16,"1 fumble recovered","San Francisco 49ers / 2nd / 42nd pick / 1976"
"11","RG","Guy McIntyre",27,"4",12,"","San Francisco 49ers / 3rd / 73rd pick / 1984"
"12","RT","Harris Barton",24,"1",15,"","San Francisco 49ers / 1st / 22nd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Larry Roberts",25,"2",16,"6.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 2nd / 39th pick / 1986"
"15","NT","Michael Carter*",28,"4",16,"6.5 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 5th / 121st pick / 1984"
"16","RDE","Kevin Fagan",25,"1",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 4th / 102nd pick / 1986"
"17","LOLB","Charles Haley*",24,"2",14,"11.5 sacks, 0 interceptions, 2 fumbles recovered","San Francisco 49ers / 4th / 96th pick / 1986"
"18","LILB","Riki Ellison",28,"5",13,"1.0 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 5th / 117th pick / 1983"
"19","RILB","Mike Walter",28,"5",16,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 2nd / 50th pick / 1983"
"20","ROLB","Keena Turner",30,"8",8,"0.0 sacks, 1 interception, 2 fumbles recovered","San Francisco 49ers / 2nd / 39th pick / 1980"
"21","LCB","Tim McKyer",25,"2",16,"0.0 sacks, 7 interceptions, 0 fumbles recovered","San Francisco 49ers / 3rd / 64th pick / 1986"
"22","RCB","Eric Wright",29,"7",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","San Francisco 49ers / 2nd / 40th pick / 1981"
"23","SS","Jeff Fuller",26,"4",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","San Francisco 49ers / 5th / 139th pick / 1984"
"24","FS","Ronnie Lott*",29,"7",12,"0.0 sacks, 5 interceptions, 4 fumbles recovered","San Francisco 49ers / 1st / 8th pick / 1981"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Mike Cofer",24,"1",0,"27 of 38 field goals & 40 of 41 extra points",""
"27","P","Barry Helton",23,"Rook",0,"78 punts for a 39.3 average, 1 blocked","San Francisco 49ers / 4th / 102nd pick / 1988"
"28","PR","John Taylor*",26,"1",4,"44 punt returns for a 12.6 average and 2 td","San Francisco 49ers / 3rd / 76th pick / 1986"
"29","KR","Doug DuBose",24,"1",0,"32 kick returns for a 19.0 average and 0 td",""
