"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Derek Anderson",25,2,9,"142 for 283, 1,615 yards, 9 td, 8 int, & 25 rushes for 55 yards and 0 td","Baltimore Ravens / 6th / 213th pick / 2005"
"3","RB","Jamal Lewis",29,8,16,"279 rushes for 1,002 yards, 4 td, & 23 catches for 178 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000"
"4","FB","Lawrence Vickers",25,2,8,"10 rushes for 31 yards, 0 td, & 10 catches for 78 yards and 0 td","Cleveland Browns / 6th / 180th pick / 2006"
"5","WR","Braylon Edwards",25,3,16,"55 catches for 873 yards, 3 td","Cleveland Browns / 1st / 3rd pick / 2005"
"6","TE","Steve Heiden",32,9,11,"23 catches for 249 yards, 0 td","San Diego Chargers / 3rd / 69th pick / 1999"
"7","TE","Kellen Winslow",25,4,8,"43 catches for 428 yards, 3 td","Cleveland Browns / 1st / 6th pick / 2004"
"8","LT","Joe Thomas*",24,1,16,"2 fumbles recovered","Cleveland Browns / 1st / 3rd pick / 2007"
"9","LG","Eric Steinbach",28,5,14,"","Cincinnati Bengals / 2nd / 33rd pick / 2003"
"10","C","Hank Fraley",31,7,16,"",""
"11","RG","Rex Hadnot",26,4,15,"1 fumble recovered","Miami Dolphins / 6th / 174th pick / 2004"
"12","RT","Kevin Shaffer",28,6,15,"1 fumble recovered","Atlanta Falcons / 7th / 244th pick / 2002"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Shaun Smith",27,4,9,"",""
"15","DE","Corey Williams",28,4,16,"","Green Bay Packers / 6th / 179th pick / 2004"
"16","NT","Shaun Rogers*",29,7,16,"4.5 sacks, 0 interceptions, 0 fumbles recovered","Detroit Lions / 2nd / 61st pick / 2001"
"17","LOLB","Willie McGinest",37,14,14,"1.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 1st / 4th pick / 1994"
"18","MLB","Andra Davis",30,6,16,"0.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 5th / 141st pick / 2002"
"19","ROLB","Kamerion Wimbley",25,2,16,"4.0 sacks, 1 interception, 0 fumbles recovered","Cleveland Browns / 1st / 13th pick / 2006"
"20","LB","D'Qwell Jackson",25,2,16,"","Cleveland Browns / 2nd / 34th pick / 2006"
"21","LCB","Eric Wright",23,1,16,"0.0 sacks, 3 interceptions, 3 fumbles recovered","Cleveland Browns / 2nd / 53rd pick / 2007"
"22","RCB","Brandon McDonald",23,1,15,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Cleveland Browns / 5th / 140th pick / 2007"
"23","SS","Sean Jones",26,3,12,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Cleveland Browns / 2nd / 59th pick / 2004"
"24","FS","Brodney Pool",24,3,15,"1.0 sacks, 3 interceptions, 1 fumble recovered","Cleveland Browns / 2nd / 34th pick / 2005"
