"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Brad Johnson*",31,"5",16,"316 for 519, 4,005 yards, 24 td, 13 int, & 26 rushes for 31 yards and 2 td","Minnesota Vikings / 9th / 227th pick / 1992"
"3","RB","Stephen Davis*",25,"3",14,"290 rushes for 1,405 yards, 17 td, & 23 catches for 111 yards and 0 td","Washington Redskins / 4th / 102nd pick / 1996"
"4","FB","Larry Centers",31,"9",12,"13 rushes for 51 yards, 0 td, & 69 catches for 544 yards and 3 td","Phoenix Cardinals / 5th / 115th pick / 1990"
"5","WR","Albert Connell",25,"2",14,"62 catches for 1,132 yards, 7 td, & 1 rush for 8 yards and 0 td","Washington Redskins / 4th / 115th pick / 1997"
"6","WR","Michael Westbrook",27,"4",16,"65 catches for 1,191 yards, 9 td, & 7 rushes for 35 yards and 0 td","Washington Redskins / 1st / 4th pick / 1995"
"7","TE","Stephen Alexander",24,"1",15,"29 catches for 324 yards, 3 td","Washington Redskins / 2nd / 48th pick / 1998"
"8","LT","Andy Heck",32,"10",16,"","Seattle Seahawks / 1st / 15th pick / 1989"
"9","LG","Keith Sims",32,"9",12,"","Miami Dolphins / 2nd / 39th pick / 1990"
"10","C","Cory Raymer",26,"4",16,"1 fumble recovered","Washington Redskins / 2nd / 37th pick / 1995"
"11","RG","Tre' Johnson*",28,"5",16,"3 fumbles recovered","Washington Redskins / 2nd / 31st pick / 1994"
"12","RT","Jon Jansen",23,"Rook",16,"","Washington Redskins / 2nd / 37th pick / 1999"
"13","","Defensive Starters",NA,"",NA,"",""
"14","DE","Marco Coleman",30,"7",16,"","Miami Dolphins / 1st / 12th pick / 1992"
"15","DE","Kenard Lang",24,"2",9,"","Washington Redskins / 1st / 17th pick / 1997"
"16","LDT","Dan Wilkinson",26,"5",16,"8.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 1st / 1st pick / 1994"
"17","RDT","Dana Stubblefield",29,"6",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","San Francisco 49ers / 1st / 26th pick / 1993"
"18","MLB","Derek Smith",24,"2",16,"1.0 sacks, 1 interception, 1 fumble recovered","Washington Redskins / 3rd / 80th pick / 1997"
"19","LB","Shawn Barber",24,"1",16,"","Washington Redskins / 4th / 113th pick / 1998"
"20","LB","Greg Jones",25,"2",15,"","Washington Redskins / 2nd / 51st pick / 1997"
"21","LCB","Champ Bailey",21,"Rook",16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","Washington Redskins / 1st / 7th pick / 1999"
"22","CB","Darrell Green",39,"16",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Washington Redskins / 1st / 28th pick / 1983"
"23","RCB","Darrell Green",39,"16",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Washington Redskins / 1st / 28th pick / 1983"
"24","SS","Sam Shade",26,"4",16,"1.5 sacks, 2 interceptions, 1 fumble recovered","Cincinnati Bengals / 4th / 102nd pick / 1995"
"25","FS","Leomont Evans",25,"3",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Washington Redskins / 5th / 138th pick / 1996"
