"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Philip Rivers",27,4,16,"312 for 478, 4,009 yards, 34 td, 11 int, & 31 rushes for 84 yards and 0 td","New York Giants / 1st / 4th pick / 2004"
"3","RB","LaDainian Tomlinson",29,7,16,"292 rushes for 1,110 yards, 11 td, & 52 catches for 426 yards and 1 td","San Diego Chargers / 1st / 5th pick / 2001"
"4","WR","Chris Chambers",30,7,9,"33 catches for 462 yards, 5 td, & 1 rush for 1 yards and 0 td","Miami Dolphins / 2nd / 52nd pick / 2001"
"5","WR","Vincent Jackson",25,3,16,"59 catches for 1,098 yards, 7 td, & 4 rushes for 69 yards and 0 td","San Diego Chargers / 2nd / 61st pick / 2005"
"6","TE","Antonio Gates*",28,5,16,"60 catches for 704 yards, 8 td",""
"7","TE","Brandon Manumaleuna",28,7,11,"15 catches for 127 yards, 2 td","St. Louis Rams / 4th / 129th pick / 2001"
"8","LT","Marcus McNeill",25,2,14,"1 fumble recovered","San Diego Chargers / 2nd / 50th pick / 2006"
"9","LG","Kris Dielman*",27,5,15,"",""
"10","C","Nick Hardwick",27,4,13,"","San Diego Chargers / 3rd / 66th pick / 2004"
"11","RG","Mike Goff",32,10,16,"","Cincinnati Bengals / 3rd / 78th pick / 1998"
"12","RT","Jeromey Clary",25,1,16,"1 fumble recovered","San Diego Chargers / 6th / 187th pick / 2006"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","DE","Luis Castillo",25,3,15,"","San Diego Chargers / 1st / 28th pick / 2005"
"15","DE","Igor Olshansky",26,4,13,"","San Diego Chargers / 2nd / 35th pick / 2004"
"16","DT","Jamal Williams",32,10,15,"","San Diego Chargers / 2nd / 2nd pick / 1998 Supp"
"17","LB","Stephen Cooper",29,5,12,"",""
"18","LB","Tim Dobbins",26,2,8,"","San Diego Chargers / 5th / 151st pick / 2006"
"19","LB","Shaun Phillips",27,4,16,"","San Diego Chargers / 4th / 98th pick / 2004"
"20","LB","Jyles Tucker",25,1,12,"",""
"21","LCB","Quentin Jammer",29,6,16,"0.0 sacks, 2 interceptions, 2 fumbles recovered","San Diego Chargers / 1st / 5th pick / 2002"
"22","RCB","Antonio Cromartie",24,2,15,"0.0 sacks, 2 interceptions, 0 fumbles recovered","San Diego Chargers / 1st / 19th pick / 2006"
"23","SS","Clinton Hart",31,5,14,"0.0 sacks, 0 interceptions, 2 fumbles recovered",""
"24","FS","Eric Weddle",23,1,16,"1.0 sacks, 1 interception, 1 fumble recovered","San Diego Chargers / 2nd / 37th pick / 2007"
