"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jim Kelly",36,"10",13,"222 for 379, 2,810 yards, 14 td, 19 int, & 19 rushes for 66 yards and 2 td","Buffalo Bills / 1st / 14th pick / 1983"
"3","RB","Thurman Thomas",30,"8",15,"281 rushes for 1,033 yards, 8 td, & 26 catches for 254 yards and 0 td","Buffalo Bills / 2nd / 40th pick / 1988"
"4","WR","Quinn Early",31,"8",13,"50 catches for 798 yards, 4 td, & 3 rushes for 39 yards and 0 td","San Diego Chargers / 3rd / 60th pick / 1988"
"5","WR","Andre Reed",32,"11",16,"66 catches for 1,036 yards, 6 td, & 8 rushes for 22 yards and 0 td","Buffalo Bills / 4th / 86th pick / 1985"
"6","TE","Tony Cline",25,"1",7,"19 catches for 117 yards, 1 td","Buffalo Bills / 4th / 131st pick / 1995"
"7","TE","Lonnie Johnson",25,"2",15,"46 catches for 457 yards, 0 td","Buffalo Bills / 2nd / 61st pick / 1994"
"8","LT","John Fina",27,"4",15,"2 fumbles recovered","Buffalo Bills / 1st / 27th pick / 1992"
"9","LG","Ruben Brown*",24,"1",14,"","Buffalo Bills / 1st / 14th pick / 1995"
"10","C","Kent Hull",35,"10",16,"1 fumble recovered",""
"11","RG","Jerry Ostroski",26,"2",16,"1 fumble recovered","Kansas City Chiefs / 10th / 271st pick / 1992"
"12","RT","Glenn Parker",30,"6",13,"2 fumbles recovered","Buffalo Bills / 3rd / 69th pick / 1990"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Phil Hansen",28,"5",16,"8.0 sacks, 0 interceptions, 2 fumbles recovered","Buffalo Bills / 2nd / 54th pick / 1991"
"15","NT","Ted Washington",28,"5",16,"3.5 sacks, 0 interceptions, 0 fumbles recovered","San Francisco 49ers / 1st / 25th pick / 1991"
"16","RDE","Bruce Smith*+",33,"11",16,"13.5 sacks, 0 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 1st pick / 1985"
"17","LOLB","Bryce Paup*",28,"6",11,"6.0 sacks, 0 interceptions, 0 fumbles recovered","Green Bay Packers / 6th / 159th pick / 1990"
"18","LILB","Chris Spielman",31,"8",16,"0.0 sacks, 1 interception, 2 fumbles recovered","Detroit Lions / 2nd / 29th pick / 1988"
"19","RILB","Mark Maddox",28,"4",14,"","Buffalo Bills / 9th / 249th pick / 1991"
"20","ROLB","Sam Rogers",26,"2",14,"3.5 sacks, 0 interceptions, 2 fumbles recovered","Buffalo Bills / 2nd / 64th pick / 1994"
"21","LCB","Jeff Burris",24,"2",15,"0.0 sacks, 1 interception, 1 fumble recovered","Buffalo Bills / 1st / 27th pick / 1994"
"22","RCB","Thomas Smith",26,"3",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 1st / 28th pick / 1993"
"23","SS","Matt Stevens",23,"Rook",11,"0.0 sacks, 2 interceptions, 1 fumble recovered","Buffalo Bills / 3rd / 87th pick / 1996"
"24","FS","Kurt Schulz",28,"4",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Buffalo Bills / 7th / 195th pick / 1992"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Steve Christie",29,"6",0,"24 of 29 field goals & 33 of 33 extra points",""
"27","P","Chris Mohr",30,"7",0,"101 punts for a 41.5 average, 0 blocked","Tampa Bay Buccaneers / 6th / 146th pick / 1989"
"28","PR","Jeff Burris",24,"2",15,"27 punt returns for a 10.6 average and 0 td","Buffalo Bills / 1st / 27th pick / 1994"
"29","KR","Eric Moulds",23,"Rook",5,"52 kick returns for a 23.2 average and 1 td","Buffalo Bills / 1st / 24th pick / 1996"
