"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Kelly Holcomb",32,8,8,"155 for 230, 1,509 yards, 10 td, 8 int, & 18 rushes for 11 yards and 1 td",""
"3","QB","J.P. Losman",24,1,8,"113 for 228, 1,340 yards, 8 td, 8 int, & 31 rushes for 154 yards and 0 td","Buffalo Bills / 1st / 22nd pick / 2004"
"4","RB","Willis McGahee",24,1,15,"325 rushes for 1,247 yards, 5 td, & 28 catches for 178 yards and 0 td","Buffalo Bills / 1st / 23rd pick / 2003"
"5","FB","Daimon Shelton",33,8,11,"1 rush for 0 yards, 0 td, & 13 catches for 98 yards and 1 td","Jacksonville Jaguars / 6th / 184th pick / 1997"
"6","WR","Lee Evans",24,1,15,"48 catches for 743 yards, 7 td, & 4 rushes for 38 yards and 0 td","Buffalo Bills / 1st / 13th pick / 2004"
"7","WR","Eric Moulds",32,9,15,"81 catches for 816 yards, 4 td","Buffalo Bills / 1st / 24th pick / 1996"
"8","TE","Mark Campbell",30,6,10,"19 catches for 139 yards, 0 td",""
"9","LT","Mike Gandy",26,3,16,"","Chicago Bears / 3rd / 68th pick / 2001"
"10","LG","Bennie Anderson",28,4,14,"1 fumble recovered",""
"11","C","Trey Teague",31,6,16,"1 fumble recovered","Denver Broncos / 7th / 200th pick / 1998"
"12","RG","Chris Villarrial",32,9,15,"","Chicago Bears / 5th / 152nd pick / 1996"
"13","RT","Jason Peters",23,1,10,"",""
"14","","Defensive Starters",NA,NA,NA,"",""
"15","DE","Chris Kelsay",26,2,16,"","Buffalo Bills / 2nd / 48th pick / 2003"
"16","DE","Aaron Schobel",28,4,16,"","Buffalo Bills / 2nd / 46th pick / 2001"
"17","LDT","Sam Adams",32,11,9,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 8th pick / 1994"
"18","RDT","Tim Anderson",25,1,12,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 3rd / 74th pick / 2004"
"19","MLB","London Fletcher",30,7,16,"4.0 sacks, 1 interception, 2 fumbles recovered",""
"20","LB","Angelo Crowell",24,2,13,"","Buffalo Bills / 3rd / 94th pick / 2003"
"21","LB","Jeff Posey",30,7,15,"",""
"22","LCB","Terrence McGee",25,2,14,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Buffalo Bills / 4th / 111th pick / 2003"
"23","RCB","Nate Clements",26,4,16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Buffalo Bills / 1st / 21st pick / 2001"
"24","SS","Lawyer Milloy",32,9,16,"1.0 sacks, 1 interception, 1 fumble recovered","New England Patriots / 2nd / 36th pick / 1996"
"25","FS","Troy Vincent",34,13,16,"0.0 sacks, 4 interceptions, 2 fumbles recovered","Miami Dolphins / 1st / 7th pick / 1992"
