"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Steve Young*",34,"10",11,"299 for 447, 3,200 yards, 20 td, 11 int, & 50 rushes for 250 yards and 3 td","Tampa Bay Buccaneers / 1st / 1st pick / 1984 Supp"
"3","RB","Derek Loville",27,"5",16,"218 rushes for 723 yards, 10 td, & 87 catches for 662 yards and 3 td",""
"4","FB","William Floyd",23,"1",8,"64 rushes for 237 yards, 2 td, & 47 catches for 348 yards and 1 td","San Francisco 49ers / 1st / 28th pick / 1994"
"5","WR","Jerry Rice*+",33,"10",16,"122 catches for 1,848 yards, 15 td, & 5 rushes for 36 yards and 1 td","San Francisco 49ers / 1st / 16th pick / 1985"
"6","WR","John Taylor",33,"8",12,"29 catches for 387 yards, 2 td","San Francisco 49ers / 3rd / 76th pick / 1986"
"7","TE","Brent Jones*",32,"8",16,"60 catches for 595 yards, 3 td","Pittsburgh Steelers / 5th / 135th pick / 1986"
"8","LT","Steve Wallace",31,"9",12,"","San Francisco 49ers / 4th / 101st pick / 1986"
"9","LG","Jesse Sapolu",34,"12",16,"","San Francisco 49ers / 11th / 289th pick / 1983"
"10","C","Bart Oates*",37,"10",14,"",""
"11","RG","Rod Milstead",26,"1",12,"","Dallas Cowboys / 5th / 121st pick / 1992"
"12","RT","Harris Barton",31,"8",12,"","San Francisco 49ers / 1st / 22nd pick / 1987"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Dennis Brown",28,"5",16,"1.5 sacks, 0 interceptions, 2 fumbles recovered","San Francisco 49ers / 2nd / 47th pick / 1990"
"15","LDT","Bryant Young",23,"1",12,"6.0 sacks, 0 interceptions, 2 fumbles recovered","San Francisco 49ers / 1st / 7th pick / 1994"
"16","RDT","Dana Stubblefield*",25,"2",16,"4.5 sacks, 1 interception, 0 fumbles recovered","San Francisco 49ers / 1st / 26th pick / 1993"
"17","RDE","Rickey Jackson",37,"14",16,"9.5 sacks, 1 interception, 0 fumbles recovered","New Orleans Saints / 2nd / 51st pick / 1981"
"18","LLB","Lee Woodall*",26,"1",15,"3.0 sacks, 2 interceptions, 2 fumbles recovered","San Francisco 49ers / 6th / 182nd pick / 1994"
"19","MLB","Ken Norton*+",29,"7",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Dallas Cowboys / 2nd / 41st pick / 1988"
"20","RLB","Gary Plummer",35,"9",14,"1.0 sacks, 0 interceptions, 0 fumbles recovered",""
"21","LCB","Eric Davis*+",27,"5",15,"1.0 sacks, 3 interceptions, 0 fumbles recovered","San Francisco 49ers / 2nd / 53rd pick / 1990"
"22","RCB","Marquez Pope",25,"3",15,"0.0 sacks, 1 interception, 0 fumbles recovered","San Diego Chargers / 2nd / 33rd pick / 1992"
"23","SS","Tim McDonald*",30,"8",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","St. Louis Cardinals / 2nd / 34th pick / 1987"
"24","FS","Merton Hanks*+",27,"4",16,"0.0 sacks, 5 interceptions, 2 fumbles recovered","San Francisco 49ers / 5th / 122nd pick / 1991"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jeff Wilkins",23,"1",0,"12 of 13 field goals & 27 of 29 extra points",""
"27","P","Tommy Thompson",23,"Rook",0,"57 punts for a 40.6 average, 0 blocked",""
"28","PR","John Taylor",33,"8",12,"11 punt returns for a 5.1 average and 0 td","San Francisco 49ers / 3rd / 76th pick / 1986"
"29","KR","Dexter Carter",28,"5",0,"23 kick returns for a 22.7 average and 0 td","San Francisco 49ers / 1st / 25th pick / 1990"
