"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Craig Morton",34,"12",14,"131 for 254, 1,929 yards, 14 td, 8 int, & 31 rushes for 125 yards and 4 td","Dallas Cowboys / 1st / 5th pick / 1965, Oakland Raiders / 10th / 75th pick / 1965"
"3","RB","Otis Armstrong",27,"4",10,"130 rushes for 489 yards, 4 td, & 18 catches for 128 yards and 0 td","Denver Broncos / 1st / 9th pick / 1973"
"4","FB","Jon Keyworth",27,"3",9,"83 rushes for 311 yards, 1 td, & 11 catches for 48 yards and 0 td","Washington Redskins / 6th / 144th pick / 1974"
"5","WR","Jack Dolbin",29,"2",13,"26 catches for 443 yards, 3 td, & 2 rushes for 12 yards and 0 td",""
"6","WR","Haven Moses",31,"9",14,"27 catches for 539 yards, 4 td, & 5 rushes for -1 yards and 0 td","Buffalo Bills / 1st / 9th pick / 1968"
"7","TE","Riley Odoms",27,"5",14,"37 catches for 429 yards, 3 td","Denver Broncos / 1st / 5th pick / 1972"
"8","LT","Andy Maurer",29,"7",13,"","Atlanta Falcons / 3rd / 64th pick / 1970"
"9","LG","Tom Glassic",23,"1",14,"1 fumble recovered","Denver Broncos / 1st / 15th pick / 1976"
"10","C","Mike Montler",33,"8",14,"","Boston Patriots / 2nd / 32nd pick / 1969"
"11","RG","Paul Howard",27,"4",14,"1 fumble recovered","Denver Broncos / 3rd / 54th pick / 1973"
"12","RT","Claudie Minor",26,"3",14,"","Denver Broncos / 3rd / 68th pick / 1974"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Barney Chavous",26,"4",11,"","Denver Broncos / 2nd / 36th pick / 1973"
"15","NT","Rubin Carter",25,"2",14,"","Denver Broncos / 5th / 121st pick / 1975"
"16","RDE","Lyle Alzado*+",28,"6",14,"0 interceptions, 3 fumbles recovered","Denver Broncos / 4th / 79th pick / 1971"
"17","LOLB","Bob Swenson",24,"2",14,"1 interception, 0 fumbles recovered",""
"18","LILB","Joe Rizzo",27,"3",12,"3 interceptions, 1 fumble recovered","Buffalo Bills / 15th / 369th pick / 1973"
"19","RILB","Randy Gradishar*+",25,"3",14,"3 interceptions, 4 fumbles recovered","Denver Broncos / 1st / 14th pick / 1974"
"20","ROLB","Tom Jackson*+",26,"4",13,"4 interceptions, 0 fumbles recovered","Denver Broncos / 4th / 88th pick / 1973"
"21","LCB","Louis Wright*",24,"2",14,"3 interceptions, 0 fumbles recovered","Denver Broncos / 1st / 17th pick / 1975"
"22","RCB","Steve Foley",24,"1",13,"3 interceptions, 0 fumbles recovered","Denver Broncos / 8th / 199th pick / 1975"
"23","SS","Bill Thompson*+",31,"8",14,"5 interceptions, 3 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1969"
"24","FS","Bernard Jackson",27,"5",13,"1 interception, 0 fumbles recovered","Cincinnati Bengals / 4th / 81st pick / 1972"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Jim Turner",36,"13",0,"13 of 19 field goals & 31 of 34 extra points","Washington Redskins / 19th / 259th pick / 1963"
"27","P","Bucky Dilts",24,"Rook",0,"90 punts for a 39.2 average, 0 blocked",""
"28","PR","Rick Upchurch",25,"2",1,"51 punt returns for a 12.8 average and 1 td","Denver Broncos / 4th / 95th pick / 1975"
"29","KR","Rick Upchurch",25,"2",1,"20 kick returns for a 22.8 average and 0 td","Denver Broncos / 4th / 95th pick / 1975"
