"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Randall Cunningham*",27,"5",16,"271 for 465, 3,466 yards, 30 td, 13 int, & 118 rushes for 942 yards and 5 td","Philadelphia Eagles / 2nd / 37th pick / 1985"
"3","RB","Keith Byars",27,"4",15,"37 rushes for 141 yards, 0 td, & 81 catches for 819 yards and 3 td","Philadelphia Eagles / 1st / 10th pick / 1986"
"4","FB","Anthony Toney",28,"4",11,"132 rushes for 452 yards, 1 td, & 17 catches for 133 yards and 3 td","Philadelphia Eagles / 2nd / 37th pick / 1986"
"5","WR","Fred Barnett",24,"Rook",11,"36 catches for 721 yards, 8 td, & 2 rushes for 13 yards and 0 td","Philadelphia Eagles / 3rd / 77th pick / 1990"
"6","WR","Calvin Williams",23,"Rook",14,"37 catches for 602 yards, 9 td, & 2 rushes for 20 yards and 0 td","Philadelphia Eagles / 5th / 133rd pick / 1990"
"7","TE","Keith Jackson*+",25,"2",14,"50 catches for 670 yards, 6 td","Philadelphia Eagles / 1st / 13th pick / 1988"
"8","LT","Ron Heller",28,"6",14,"","Tampa Bay Buccaneers / 4th / 112th pick / 1984"
"9","LG","Mike Schad",27,"3",12,"1 fumble recovered","Los Angeles Rams / 1st / 23rd pick / 1986"
"10","C","David Alexander",26,"3",16,"","Philadelphia Eagles / 5th / 121st pick / 1987"
"11","RG","Ron Solt",28,"6",15,"","Indianapolis Colts / 1st / 19th pick / 1984"
"12","RT","Reggie Singletary",26,"4",16,"","Philadelphia Eagles / 12th / 315th pick / 1986"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Reggie White*+",29,"5",16,"14.0 sacks, 1 interception, 1 fumble recovered","Philadelphia Eagles / 1st / 4th pick / 1984 Supp"
"15","LDT","Mike Golic",28,"4",13,"2.0 sacks, 1 interception, 0 fumbles recovered","Houston Oilers / 10th / 255th pick / 1985"
"16","RDT","Jerome Brown*+",25,"3",15,"1.0 sacks, 0 interceptions, 5 fumbles recovered","Philadelphia Eagles / 1st / 9th pick / 1987"
"17","RDE","Clyde Simmons",26,"4",16,"7.5 sacks, 0 interceptions, 2 fumbles recovered","Philadelphia Eagles / 9th / 233rd pick / 1986"
"18","LLB","Seth Joyner",26,"4",16,"7.5 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 8th / 208th pick / 1986"
"19","MLB","Byron Evans",26,"3",16,"1.0 sacks, 1 interception, 0 fumbles recovered","Philadelphia Eagles / 4th / 93rd pick / 1987"
"20","RLB","Jessie Small",24,"1",14,"3.5 sacks, 0 interceptions, 0 fumbles recovered","Philadelphia Eagles / 2nd / 49th pick / 1989"
"21","LCB","Ben Smith",23,"Rook",13,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Philadelphia Eagles / 1st / 22nd pick / 1990"
"22","RCB","Eric Allen",25,"2",15,"0.0 sacks, 3 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 30th pick / 1988"
"23","SS","Andre Waters",28,"6",13,"",""
"24","FS","Wes Hopkins",29,"7",12,"2.0 sacks, 5 interceptions, 1 fumble recovered","Philadelphia Eagles / 2nd / 35th pick / 1983"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Roger Ruzek",30,"3",0,"21 of 29 field goals & 45 of 48 extra points",""
"27","P","Jeff Feagles",24,"2",0,"72 punts for a 42.0 average, 2 blocked",""
"28","PR","Rod Harris",24,"1",0,"16 punt returns for a 9.4 average and 0 td","Houston Oilers / 4th / 104th pick / 1989"
"29","KR","Marvin Hargrove",22,"Rook",0,"19 kick returns for a 17.9 average and 0 td",""
