"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Matt Ryan",28,"5",16,"439 for 651, 4,515 yards, 26 td, 17 int, & 17 rushes for 55 yards and 0 td","Atlanta Falcons / 1st / 3rd pick / 2008"
"3","RB","Steven Jackson",30,"9",12,"157 rushes for 543 yards, 6 td, & 33 catches for 191 yards and 1 td","St. Louis Rams / 1st / 24th pick / 2004"
"4","WR","Harry Douglas",29,"5",11,"85 catches for 1,067 yards, 2 td","Atlanta Falcons / 3rd / 84th pick / 2008"
"5","WR","Roddy White",32,"8",13,"63 catches for 711 yards, 3 td","Atlanta Falcons / 1st / 27th pick / 2005"
"6","TE","Tony Gonzalez*",37,"16",16,"83 catches for 859 yards, 8 td","Kansas City Chiefs / 1st / 13th pick / 1997"
"7","LT","Lamar Holmes",24,"1",15,"","Atlanta Falcons / 3rd / 91st pick / 2012"
"8","LG","Justin Blalock",30,"6",16,"","Atlanta Falcons / 2nd / 39th pick / 2007"
"9","C","Peter Konz",24,"1",15,"","Atlanta Falcons / 2nd / 55th pick / 2012"
"10","RG","Garrett Reynolds",26,"4",10,"","Atlanta Falcons / 5th / 156th pick / 2009"
"11","RT","Jeremy Trueblood",30,"7",10,"","Tampa Bay Buccaneers / 2nd / 59th pick / 2006"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Peria Jerry",29,"4",14,"","Atlanta Falcons / 1st / 24th pick / 2009"
"14","DE","Osi Umenyiora",32,"10",13,"","New York Giants / 2nd / 56th pick / 2003"
"15","DT","Jonathan Babineaux",32,"8",16,"","Atlanta Falcons / 2nd / 59th pick / 2005"
"16","DT","Corey Peters",25,"3",15,"","Atlanta Falcons / 3rd / 83rd pick / 2010"
"17","LB","Joplo Bartu",23,"Rook",13,"",""
"18","CB","Asante Samuel",32,"10",10,"0.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 4th / 120th pick / 2003"
"19","CB","Desmond Trufant",23,"Rook",16,"0.0 sacks, 2 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 22nd pick / 2013"
"20","S","Thomas DeCoud",28,"5",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 3rd / 98th pick / 2008"
"21","S","William Moore",28,"4",16,"2.0 sacks, 3 interceptions, 2 fumbles recovered","Atlanta Falcons / 2nd / 55th pick / 2009"
