"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Jason Campbell",27,"2",16,"315 for 506, 3,245 yards, 13 td, 6 int, & 47 rushes for 258 yards and 1 td","Washington Redskins / 1st / 25th pick / 2005"
"3","RB","Clinton Portis*",27,"6",16,"342 rushes for 1,487 yards, 9 td, & 28 catches for 218 yards and 0 td","Denver Broncos / 2nd / 51st pick / 2002"
"4","WR","Santana Moss",29,"7",16,"79 catches for 1,044 yards, 6 td, & 1 rush for 27 yards and 0 td","New York Jets / 1st / 16th pick / 2001"
"5","WR","Antwaan Randle El",29,"6",16,"53 catches for 593 yards, 4 td, & 1 rush for 5 yards and 0 td","Pittsburgh Steelers / 2nd / 62nd pick / 2002"
"6","TE","Chris Cooley*",26,"4",16,"83 catches for 849 yards, 1 td","Washington Redskins / 3rd / 81st pick / 2004"
"7","LT","Chris Samuels*",31,"8",12,"1 fumble recovered","Washington Redskins / 1st / 3rd pick / 2000"
"8","LG","Pete Kendall",35,"12",16,"","Seattle Seahawks / 1st / 21st pick / 1996"
"9","C","Casey Rabach",31,"6",16,"1 fumble recovered","Baltimore Ravens / 3rd / 92nd pick / 2001"
"10","RG","Randy Thomas",32,"9",16,"1 fumble recovered","New York Jets / 2nd / 57th pick / 1999"
"11","RT","Jon Jansen",32,"9",11,"1 fumble recovered","Washington Redskins / 2nd / 37th pick / 1999"
"12","","Defensive Starters",NA,"",NA,"",""
"13","DE","Andre Carter",29,"7",14,"","San Francisco 49ers / 1st / 7th pick / 2001"
"14","DE","Demetric Evans",29,"7",11,"",""
"15","DT","Kedric Golston",25,"2",12,"","Washington Redskins / 6th / 196th pick / 2006"
"16","DT","Cornelius Griffin",32,"8",14,"","New York Giants / 2nd / 42nd pick / 2000"
"17","MLB","London Fletcher",33,"10",16,"0.5 sacks, 0 interceptions, 1 fumble recovered",""
"18","LB","Rocky McIntosh",26,"2",15,"","Washington Redskins / 2nd / 35th pick / 2006"
"19","LB","Marcus Washington",31,"8",9,"","Indianapolis Colts / 2nd / 59th pick / 2000"
"20","LCB","Fred Smoot",29,"7",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Washington Redskins / 2nd / 45th pick / 2001"
"21","RCB","Carlos Rogers",27,"3",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","Washington Redskins / 1st / 9th pick / 2005"
"22","SS","Chris Horton",24,"Rook",10,"1.0 sacks, 3 interceptions, 1 fumble recovered","Washington Redskins / 7th / 249th pick / 2008"
"23","FS","LaRon Landry",24,"1",16,"0.5 sacks, 2 interceptions, 1 fumble recovered","Washington Redskins / 1st / 6th pick / 2007"
