"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Rodney Peete",36,"13",14,"223 for 381, 2,630 yards, 15 td, 14 int, & 22 rushes for 14 yards and 0 td","Detroit Lions / 6th / 141st pick / 1989"
"3","RB","Lamar Smith",32,"8",11,"209 rushes for 737 yards, 7 td, & 20 catches for 167 yards and 0 td","Seattle Seahawks / 3rd / 73rd pick / 1994"
"4","FB","Brad Hoover",26,"2",10,"31 rushes for 129 yards, 0 td, & 17 catches for 187 yards and 2 td",""
"5","WR","Muhsin Muhammad",29,"6",14,"63 catches for 823 yards, 3 td, & 3 rushes for 40 yards and 0 td","Carolina Panthers / 2nd / 43rd pick / 1996"
"6","WR","Steve Smith",23,"1",13,"54 catches for 872 yards, 3 td, & 1 rush for -4 yards and 0 td","Carolina Panthers / 3rd / 74th pick / 2001"
"7","TE","Kris Mangum",29,"5",8,"16 catches for 159 yards, 0 td","Carolina Panthers / 7th / 228th pick / 1997"
"8","TE","Wesley Walls",36,"13",14,"19 catches for 241 yards, 4 td","San Francisco 49ers / 2nd / 56th pick / 1989"
"9","LT","Todd Steussie",32,"8",16,"1 fumble recovered","Minnesota Vikings / 1st / 19th pick / 1994"
"10","LG","Jamar Nesbit",26,"3",13,"",""
"11","C","Jeff Mitchell",28,"4",16,"","Baltimore Ravens / 5th / 134th pick / 1997"
"12","RG","Kevin Donnalley",34,"11",16,"","Houston Oilers / 3rd / 79th pick / 1991"
"13","RT","Chris Terry",27,"3",10,"","Carolina Panthers / 2nd / 34th pick / 1999"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Julius Peppers",22,"Rook",12,"","Carolina Panthers / 1st / 2nd pick / 2002"
"16","DE","Mike Rucker",27,"3",15,"","Carolina Panthers / 2nd / 38th pick / 1999"
"17","LDT","Brentson Buckner",31,"8",12,"5.0 sacks, 0 interceptions, 1 fumble recovered","Pittsburgh Steelers / 2nd / 50th pick / 1994"
"18","RDT","Kris Jenkins*+",23,"1",16,"7.0 sacks, 0 interceptions, 0 fumbles recovered","Carolina Panthers / 2nd / 44th pick / 2001"
"19","MLB","Dan Morgan",24,"1",8,"1.0 sacks, 2 interceptions, 0 fumbles recovered","Carolina Panthers / 1st / 11th pick / 2001"
"20","LB","Mark Fields",30,"7",15,"","New Orleans Saints / 1st / 13th pick / 1995"
"21","LB","Hannibal Navies",25,"3",9,"","Carolina Panthers / 4th / 100th pick / 1999"
"22","LCB","Terry Cousin",27,"5",16,"1.0 sacks, 2 interceptions, 1 fumble recovered",""
"23","RCB","Reggie Howard",25,"2",14,"1.0 sacks, 2 interceptions, 2 fumbles recovered",""
"24","SS","Mike Minter",28,"5",16,"1.0 sacks, 4 interceptions, 1 fumble recovered","Carolina Panthers / 2nd / 56th pick / 1997"
"25","FS","Deon Grant",23,"1",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Carolina Panthers / 2nd / 57th pick / 2000"
