"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Marc Wilson",24,"1",9,"173 for 366, 2,311 yards, 14 td, 19 int, & 30 rushes for 147 yards and 2 td","Oakland Raiders / 1st / 15th pick / 1980"
"3","RB","Kenny King",24,"2",14,"170 rushes for 828 yards, 0 td, & 27 catches for 216 yards and 0 td","Houston Oilers / 3rd / 72nd pick / 1979"
"4","FB","Derrick Jensen",25,"2",13,"117 rushes for 456 yards, 4 td, & 28 catches for 271 yards and 0 td","Oakland Raiders / 3rd / 57th pick / 1978"
"5","WR","Morris Bradshaw",29,"7",8,"22 catches for 298 yards, 3 td","Oakland Raiders / 4th / 93rd pick / 1974"
"6","WR","Cliff Branch",33,"9",15,"41 catches for 635 yards, 1 td","Oakland Raiders / 4th / 98th pick / 1972"
"7","TE","Derrick Ramsey",25,"3",12,"52 catches for 674 yards, 4 td","Oakland Raiders / 5th / 136th pick / 1978"
"8","LT","Art Shell",35,"13",13,"","Oakland Raiders / 3rd / 80th pick / 1968"
"9","LG","Curt Marsh",22,"Rook",11,"1 fumble recovered","Oakland Raiders / 1st / 23rd pick / 1981"
"10","C","Steve Sylvester",28,"6",9,"","Oakland Raiders / 10th / 259th pick / 1975"
"11","RG","Mickey Marvin",26,"4",16,"1 fumble recovered","Oakland Raiders / 4th / 112th pick / 1977"
"12","RT","Henry Lawrence",30,"7",16,"2 fumbles recovered","Oakland Raiders / 1st / 19th pick / 1974"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","John Matuszak",31,"8",16,"0 interceptions, 1 fumble recovered","Houston Oilers / 1st / 1st pick / 1973"
"15","NT","Johnny Robinson",22,"Rook",16,"0 interceptions, 1 fumble recovered","Oakland Raiders / 4th / 111th pick / 1981"
"16","RDE","Dave Browning",25,"3",16,"1 interception, 1 fumble recovered","Oakland Raiders / 2nd / 54th pick / 1978"
"17","LOLB","Ted Hendricks*",34,"12",16,"0 interceptions, 1 fumble recovered","Baltimore Colts / 2nd / 33rd pick / 1969"
"18","LILB","Matt Millen",23,"1",16,"0 interceptions, 1 fumble recovered","Oakland Raiders / 2nd / 43rd pick / 1980"
"19","RILB","Randy McClanahan",27,"4",16,"0 interceptions, 3 fumbles recovered",""
"20","ROLB","Rod Martin",27,"4",16,"1 interception, 3 fumbles recovered","Oakland Raiders / 12th / 317th pick / 1977"
"21","LCB","Lester Hayes*",26,"4",16,"3 interceptions, 0 fumbles recovered","Oakland Raiders / 5th / 126th pick / 1977"
"22","RCB","Monte Jackson",28,"6",10,"0 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 28th pick / 1975"
"23","SS","Odis McKinney",24,"3",14,"3 interceptions, 1 fumble recovered","New York Giants / 2nd / 37th pick / 1978"
"24","FS","Burgess Owens",30,"8",16,"2 interceptions, 2 fumbles recovered","New York Jets / 1st / 13th pick / 1973"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Chris Bahr",28,"5",0,"14 of 24 field goals & 27 of 33 extra points","Cincinnati Bengals / 2nd / 51st pick / 1976"
"27","P","Ray Guy",32,"8",0,"96 punts for a 43.7 average, 0 blocked","Oakland Raiders / 1st / 23rd pick / 1973"
"28","PR","Ted Watts",23,"Rook",0,"35 punt returns for a 8.1 average and 1 td","Oakland Raiders / 1st / 21st pick / 1981"
"29","KR","Arthur Whittington",26,"3",2,"25 kick returns for a 22.5 average and 0 td","Oakland Raiders / 7th / 176th pick / 1978"
