"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Chris Miller",24,"2",15,"280 for 526, 3,459 yards, 16 td, 10 int, & 10 rushes for 20 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987"
"3","RB","Keith Jones",23,"Rook",9,"52 rushes for 202 yards, 6 td, & 41 catches for 396 yards and 0 td","Atlanta Falcons / 3rd / 62nd pick / 1989"
"4","FB","John Settle",24,"2",15,"179 rushes for 689 yards, 3 td, & 39 catches for 316 yards and 2 td",""
"5","WR","Shawn Collins",22,"Rook",16,"58 catches for 862 yards, 3 td","Atlanta Falcons / 1st / 27th pick / 1989"
"6","WR","Michael Haynes",24,"1",11,"40 catches for 681 yards, 4 td, & 4 rushes for 35 yards and 0 td","Atlanta Falcons / 7th / 166th pick / 1988"
"7","TE","Ron Heller",26,"2",13,"33 catches for 324 yards, 1 td",""
"8","LT","Mike Kenn",33,"11",15,"","Atlanta Falcons / 1st / 13th pick / 1978"
"9","LG","Stan Clayton",24,"1",9,"1 fumble recovered","Atlanta Falcons / 10th / 250th pick / 1988"
"10","C","Jamie Dukes",25,"3",16,"",""
"11","RG","Bill Fralic*",27,"4",15,"","Atlanta Falcons / 1st / 2nd pick / 1985"
"12","RT","Houston Hoover",24,"1",16,"","Atlanta Falcons / 6th / 140th pick / 1988"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Mike Gann",26,"4",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Atlanta Falcons / 2nd / 45th pick / 1985"
"15","NT","Tony Casillas",26,"3",16,"2.0 sacks, 0 interceptions, 3 fumbles recovered","Atlanta Falcons / 1st / 2nd pick / 1986"
"16","RDE","Ben Thomas",28,"4",13,"1.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 56th pick / 1985"
"17","LOLB","Aundray Bruce",23,"1",13,"6.0 sacks, 1 interception, 0 fumbles recovered","Atlanta Falcons / 1st / 1st pick / 1988"
"18","LILB","John Rade",29,"6",14,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Atlanta Falcons / 8th / 215th pick / 1983"
"19","RILB","Jessie Tuggle",24,"2",16,"1.0 sacks, 0 interceptions, 1 fumble recovered",""
"20","ROLB","Tim Green",26,"3",14,"5.0 sacks, 0 interceptions, 2 fumbles recovered","Atlanta Falcons / 1st / 17th pick / 1986"
"21","LCB","Bobby Butler",30,"8",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 25th pick / 1981"
"22","RCB","Deion Sanders",22,"Rook",10,"0.0 sacks, 5 interceptions, 1 fumble recovered","Atlanta Falcons / 1st / 5th pick / 1989"
"23","SS","Evan Cooper",27,"5",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Philadelphia Eagles / 4th / 88th pick / 1984"
"24","FS","Tim Gordon",24,"2",13,"0.0 sacks, 4 interceptions, 0 fumbles recovered",""
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Paul McFadden",28,"5",0,"15 of 20 field goals & 18 of 18 extra points","Philadelphia Eagles / 12th / 312th pick / 1984"
"27","P","Scott Fulhage",28,"2",0,"84 punts for a 41.3 average, 1 blocked",""
"28","PR","Deion Sanders",22,"Rook",10,"28 punt returns for a 11.0 average and 1 td","Atlanta Falcons / 1st / 5th pick / 1989"
"29","KR","Deion Sanders",22,"Rook",10,"35 kick returns for a 20.7 average and 0 td","Atlanta Falcons / 1st / 5th pick / 1989"
