"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,NA,NA,"",""
"2","QB","Craig Morton",35,13,13,"146 for 267, 1,802 yards, 11 td, 8 int, & 17 rushes for 71 yards and 0 td","Dallas Cowboys / 1st / 5th pick / 1965, Oakland Raiders / 10th / 75th pick / 1965"
"3","RB","Otis Armstrong",28,5,9,"112 rushes for 381 yards, 1 td, & 12 catches for 98 yards and 1 td","Denver Broncos / 1st / 9th pick / 1973"
"4","FB","Jon Keyworth",28,4,16,"112 rushes for 444 yards, 3 td, & 21 catches for 166 yards and 1 td","Washington Redskins / 6th / 144th pick / 1974"
"5","WR","Jack Dolbin",30,3,14,"24 catches for 284 yards, 0 td",""
"6","WR","Haven Moses",32,10,16,"37 catches for 744 yards, 5 td","Buffalo Bills / 1st / 9th pick / 1968"
"7","TE","Riley Odoms*",28,6,16,"54 catches for 829 yards, 6 td, & 2 rushes for 5 yards and 0 td","Denver Broncos / 1st / 5th pick / 1972"
"8","LT","Claudie Minor",27,4,16,"","Denver Broncos / 3rd / 68th pick / 1974"
"9","LG","Tom Glassic",24,2,10,"1 fumble recovered","Denver Broncos / 1st / 15th pick / 1976"
"10","C","Bill Bryan",23,1,12,"","Denver Broncos / 4th / 101st pick / 1977"
"11","RG","Paul Howard",28,5,13,"","Denver Broncos / 3rd / 54th pick / 1973"
"12","RT","Tom Neville",35,13,15,"","Boston Patriots / 7th / 55th pick / 1965, Pittsburgh Steelers / 9th / 115th pick / 1965"
"13","","Defensive Starters",NA,NA,NA,"",""
"14","LDE","Barney Chavous",27,5,16,"","Denver Broncos / 2nd / 36th pick / 1973"
"15","NT","Rubin Carter",26,3,16,"0 interceptions, 1 fumble recovered","Denver Broncos / 5th / 121st pick / 1975"
"16","RDE","Lyle Alzado*",29,7,16,"","Denver Broncos / 4th / 79th pick / 1971"
"17","LOLB","Bob Swenson",25,3,15,"1 interception, 1 fumble recovered",""
"18","LILB","Joe Rizzo",28,4,14,"3 interceptions, 1 fumble recovered","Buffalo Bills / 15th / 369th pick / 1973"
"19","RILB","Randy Gradishar*+",26,4,16,"4 interceptions, 2 fumbles recovered","Denver Broncos / 1st / 14th pick / 1974"
"20","ROLB","Tom Jackson*",27,5,16,"3 interceptions, 0 fumbles recovered","Denver Broncos / 4th / 88th pick / 1973"
"21","LCB","Louis Wright*+",25,3,16,"2 interceptions, 2 fumbles recovered","Denver Broncos / 1st / 17th pick / 1975"
"22","RCB","Steve Foley",25,2,16,"6 interceptions, 0 fumbles recovered","Denver Broncos / 8th / 199th pick / 1975"
"23","SS","Bill Thompson*",32,9,16,"4 interceptions, 2 fumbles recovered","Denver Broncos / 3rd / 61st pick / 1969"
"24","FS","Bernard Jackson",28,6,16,"6 interceptions, 0 fumbles recovered","Cincinnati Bengals / 4th / 81st pick / 1972"
"25","","Special Teams Starters",NA,NA,NA,"",""
"26","K","Jim Turner",37,14,0,"11 of 22 field goals & 31 of 35 extra points","Washington Redskins / 19th / 259th pick / 1963"
"27","P","Bucky Dilts",25,1,0,"96 punts for a 36.4 average, 0 blocked",""
"28","PR","Rick Upchurch*+",26,3,0,"36 punt returns for a 13.7 average and 1 td","Denver Broncos / 4th / 95th pick / 1975"
"29","KR","Lonnie Perrin",26,2,0,"12 kick returns for a 21.3 average and 0 td","Denver Broncos / 5th / 139th pick / 1976"
