"","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Joe Ferguson",31,"8",16,"252 for 498, 3,652 yards, 24 td, 20 int, & 20 rushes for 29 yards and 1 td","Buffalo Bills / 3rd / 57th pick / 1973"
"3","RB","Joe Cribbs*",23,"1",15,"257 rushes for 1,097 yards, 3 td, & 40 catches for 603 yards and 7 td","Buffalo Bills / 2nd / 29th pick / 1980"
"4","FB","Curtis Brown",27,"4",8,"62 rushes for 226 yards, 0 td, & 7 catches for 46 yards and 1 td","Buffalo Bills / 3rd / 59th pick / 1977"
"5","WR","Jerry Butler",24,"2",16,"55 catches for 842 yards, 8 td, & 1 rush for 1 yards and 0 td","Buffalo Bills / 1st / 5th pick / 1979"
"6","WR","Frank Lewis*",34,"10",16,"70 catches for 1,244 yards, 4 td","Pittsburgh Steelers / 1st / 8th pick / 1971"
"7","TE","Mark Brammer",23,"1",16,"33 catches for 365 yards, 2 td, & 2 rushes for 17 yards and 0 td","Buffalo Bills / 3rd / 67th pick / 1980"
"8","LT","Ken Jones",29,"5",15,"2 fumbles recovered","Buffalo Bills / 2nd / 45th pick / 1976"
"9","LG","Jon Borchardt",24,"2",9,"1 fumble recovered","Buffalo Bills / 3rd / 62nd pick / 1979"
"10","C","Will Grant",27,"3",16,"1 fumble recovered","Buffalo Bills / 10th / 255th pick / 1978"
"11","RG","Conrad Dobler",31,"9",13,"1 fumble recovered","St. Louis Cardinals / 5th / 110th pick / 1972"
"12","RT","Joe Devlin",27,"5",16,"","Buffalo Bills / 2nd / 52nd pick / 1976"
"13","","Defensive Starters",NA,"",NA,"",""
"14","LDE","Ben Williams",27,"5",16,"1 interception, 1 fumble recovered","Buffalo Bills / 3rd / 78th pick / 1976"
"15","NT","Fred Smerlas*",24,"2",16,"0 interceptions, 1 fumble recovered","Buffalo Bills / 2nd / 32nd pick / 1979"
"16","RDE","Sherman White",33,"9",16,"0 interceptions, 1 fumble recovered","Cincinnati Bengals / 1st / 2nd pick / 1972"
"17","LOLB","Lucius Sanford",25,"3",16,"0 interceptions, 1 fumble recovered","Buffalo Bills / 4th / 89th pick / 1978"
"18","LILB","Jim Haslett",26,"2",16,"0 interceptions, 1 fumble recovered","Buffalo Bills / 2nd / 51st pick / 1979"
"19","RILB","Shane Nelson",26,"4",10,"1 interception, 0 fumbles recovered",""
"20","ROLB","Isiah Robertson",32,"10",16,"2 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 10th pick / 1971"
"21","LCB","Mario Clark",27,"5",16,"5 interceptions, 2 fumbles recovered","Buffalo Bills / 1st / 18th pick / 1976"
"22","RCB","Charles Romes",27,"4",16,"4 interceptions, 2 fumbles recovered","Buffalo Bills / 12th / 309th pick / 1977"
"23","SS","Steve Freeman",28,"6",16,"","New England Patriots / 5th / 117th pick / 1975"
"24","FS","Bill Simpson",30,"7",16,"4 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 50th pick / 1974"
"25","","Special Teams Starters",NA,"",NA,"",""
"26","K","Nick Mike-Mayer",31,"8",0,"14 of 24 field goals & 37 of 37 extra points","Atlanta Falcons / 10th / 248th pick / 1973"
"27","P","Greg Cater",24,"1",0,"80 punts for a 39.7 average, 0 blocked","Buffalo Bills / 10th / 259th pick / 1980"
"28","PR","Roland Hooks",28,"5",1,"17 punt returns for a 8.4 average and 0 td","Buffalo Bills / 10th / 253rd pick / 1975"
"29","KR","Byron Franklin",23,"Rook",0,"21 kick returns for a 20.8 average and 0 td","Buffalo Bills / 2nd / 50th pick / 1981"
