"","Pos","Player.","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr."
"1","","Offensive Starters",NA,"",NA,"",""
"2","QB","Kellen Clemens",24,"1",8,"130 for 250, 1,529 yards, 5 td, 10 int, & 27 rushes for 111 yards and 1 td","New York Jets / 2nd / 49th pick / 2006"
"3","QB","Chad Pennington",31,"7",8,"179 for 260, 1,765 yards, 10 td, 9 int, & 20 rushes for 32 yards and 1 td","New York Jets / 1st / 18th pick / 2000"
"4","RB","Thomas Jones",29,"7",14,"310 rushes for 1,119 yards, 1 td, & 28 catches for 217 yards and 1 td","Arizona Cardinals / 1st / 7th pick / 2000"
"5","WR","Laveranues Coles",30,"7",10,"55 catches for 646 yards, 6 td","New York Jets / 3rd / 78th pick / 2000"
"6","WR","Jerricho Cotchery",25,"3",15,"82 catches for 1,130 yards, 2 td, & 5 rushes for 38 yards and 0 td","New York Jets / 4th / 108th pick / 2004"
"7","WR","Brad Smith",24,"1",9,"32 catches for 325 yards, 2 td, & 12 rushes for 45 yards and 0 td","New York Jets / 4th / 103rd pick / 2006"
"8","TE","Chris Baker",28,"5",15,"41 catches for 409 yards, 3 td","New York Jets / 3rd / 88th pick / 2002"
"9","LT","D'Brickashaw Ferguson",24,"1",16,"1 fumble recovered","New York Jets / 1st / 4th pick / 2006"
"10","LG","Adrien Clarke",26,"2",14,"1 fumble recovered","Philadelphia Eagles / 7th / 227th pick / 2004"
"11","C","Nick Mangold",23,"1",16,"","New York Jets / 1st / 29th pick / 2006"
"12","RG","Brandon Moore",27,"4",16,"1 fumble recovered",""
"13","RT","Anthony Clement",31,"9",16,"1 fumble recovered","Arizona Cardinals / 2nd / 36th pick / 1998"
"14","","Defensive Starters",NA,"",NA,"",""
"15","DE","Kenyon Coleman",28,"5",14,"","Oakland Raiders / 5th / 147th pick / 2002"
"16","DE","Shaun Ellis",30,"7",16,"","New York Jets / 1st / 12th pick / 2000"
"17","NT","Dewayne Robertson",26,"4",15,"4.0 sacks, 0 interceptions, 1 fumble recovered","New York Jets / 1st / 4th pick / 2003"
"18","LB","Eric Barton",30,"8",15,"","Oakland Raiders / 5th / 146th pick / 1999"
"19","LB","David Harris",23,"Rook",9,"","New York Jets / 2nd / 47th pick / 2007"
"20","LB","Victor Hobson",27,"4",14,"","New York Jets / 2nd / 53rd pick / 2003"
"21","LB","Bryan Thomas",28,"5",14,"","New York Jets / 1st / 22nd pick / 2002"
"22","LCB","Darrelle Revis",22,"Rook",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","New York Jets / 1st / 14th pick / 2007"
"23","RCB","David Barrett",30,"7",9,"0.0 sacks, 1 interception, 0 fumbles recovered","Arizona Cardinals / 4th / 102nd pick / 2000"
"24","RCB","Hank Poteat",30,"7",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Pittsburgh Steelers / 3rd / 77th pick / 2000"
"25","S","Abram Elam",26,"1",8,"",""
"26","S","Kerry Rhodes",25,"2",16,"2.0 sacks, 5 interceptions, 1 fumble recovered","New York Jets / 4th / 123rd pick / 2005"
